;JAN;FEB;MAR;APR;MAY;JUN;JUL;AUG;SEP;OCT;NOV;DEC;EOY
2012;0.00%;0.00%;0.00%;2.80%;1.33%;-0.00%;-5.37%;-26.02%;-1.34%;-7.24%;17.07%;-5.59%;-24.95%
2013;0.09%;-12.50%;-1.02%;3.61%;-18.95%;-16.54%;-10.14%;-2.05%;0.87%;11.59%;-6.20%;-3.81%;-54.41%
2014;-9.27%;-10.40%;-17.20%;10.39%;-14.12%;6.58%;-2.31%;-1.05%;-10.90%;-14.93%;0.00%;-10.76%;-75.38%
2015;-11.72%;-14.69%;10.56%;15.08%;17.03%;-9.33%;-3.29%;-17.87%;-11.92%;-2.35%;-0.60%;11.75%;-11.13%
2016;-2.91%;4.79%;20.00%;5.24%;5.43%;21.46%;27.21%;-8.06%;-2.42%;-17.96%;-15.47%;13.39%;56.21%
2017;9.06%;-0.36%;-19.57%;-9.01%;-3.47%;-10.26%;16.57%;5.39%;23.26%;14.34%;-15.51%;-0.78%;11.70%
2018;-5.91%;7.95%;10.47%;-10.88%;-9.84%;4.80%;-1.67%;4.66%;-9.31%;16.07%;1.15%;7.60%;20.63%
2019;1.41%;-0.35%;2.45%;-5.12%;20.14%;7.49%;21.17%;-2.53%;12.97%;0.21%;-0.21%;7.07%;72.51%
2020;14.06%;-0.42%;-21.61%;13.46%;-17.82%;12.11%;20.35%;-11.68%;-1.96%;2.75%;4.62%;1.22%;26.22%
2021;1.18%;0.70%;-2.54%;30.33%;-6.94%;-1.39%;-10.71%;3.85%;-10.24%;-5.10%;2.30%;7.97%;14.08%
2022;-11.40%;0.80%;-1.86%;-7.86%;2.94%;0.00%;0.00%;0.00%;0.00%;0.00%;0.00%;0.00%;-14.48%
