;JAN;FEB;MAR;APR;MAY;JUN;JUL;AUG;SEP;OCT;NOV;DEC;EOY
2000;0.00%;14.28%;0.00%;0.00%;0.00%;450.05%;0.00%;0.00%;0.00%;0.00%;0.00%;0.00%;424.71%
2001;0.00%;0.00%;0.00%;0.00%;0.00%;0.00%;0.00%;0.00%;0.00%;0.00%;0.00%;0.00%;0.00%
2002;0.00%;0.00%;13.82%;7.35%;0.00%;0.00%;0.00%;0.00%;0.00%;0.00%;-4.39%;0.00%;16.66%
2003;0.00%;0.00%;0.00%;0.00%;0.00%;0.00%;16.81%;0.00%;6.60%;0.00%;0.00%;0.00%;23.41%
2004;0.00%;-1.88%;1.91%;0.00%;0.00%;0.00%;-6.19%;0.00%;19.92%;0.00%;0.22%;10.86%;24.16%
2005;0.00%;-0.15%;-9.86%;-5.56%;0.00%;-11.76%;-3.20%;10.19%;-0.00%;6.25%;0.00%;0.00%;-14.46%
2006;0.00%;0.00%;1.18%;0.00%;0.00%;0.00%;0.00%;0.00%;0.00%;0.00%;336.05%;33.33%;206.18%
2007;10.00%;81.82%;10.00%;350.11%;38.89%;34.40%;2.08%;-13.70%;5.55%;8.05%;-20.53%;18.28%;596.96%
2008;-11.15%;-0.78%;14.08%;11.77%;9.42%;-1.32%;-8.05%;-5.26%;-12.84%;-2.56%;6.17%;-4.76%;2.64%
2009;-20.00%;14.25%;14.88%;28.00%;16.82%;19.36%;6.72%;5.00%;12.91%;14.44%;-5.05%;11.66%;112.79%
2010;-1.10%;2.96%;2.84%;8.54%;-1.34%;16.75%;6.09%;1.07%;20.78%;-0.39%;-2.44%;-3.53%;52.92%
2011;-11.11%;5.83%;2.27%;-10.80%;-0.88%;-4.91%;14.55%;2.46%;-10.00%;-4.00%;16.67%;2.94%;8.39%
2012;11.80%;15.31%;11.99%;15.72%;-9.20%;10.12%;15.56%;-7.69%;8.89%;-4.04%;-6.04%;9.86%;69.88%
2013;-3.55%;2.56%;-5.33%;0.74%;5.85%;-5.48%;-10.23%;-12.54%;9.10%;-10.53%;3.05%;-11.34%;-37.64%
2014;-1.69%;13.76%;19.54%;-3.21%;-0.00%;-2.28%;4.00%;15.39%;-2.75%;7.40%;8.63%;5.35%;64.25%
2015;1.97%;12.00%;2.41%;19.10%;4.40%;13.88%;7.10%;-8.34%;-1.21%;2.28%;-0.85%;-10.22%;43.80%
2016;16.91%;10.92%;13.73%;5.48%;4.91%;9.62%;4.97%;-9.96%;11.31%;6.91%;-8.99%;-4.87%;59.08%
2017;7.04%;-9.31%;-0.96%;14.97%;6.75%;-2.42%;-1.58%;0.51%;8.38%;4.28%;12.52%;4.50%;44.21%
2018;-8.03%;-7.92%;-3.59%;-8.05%;-9.46%;6.87%;11.99%;3.55%;-5.73%;-13.27%;-1.10%;-7.76%;-41.65%
2019;8.49%;5.50%;0.09%;5.88%;0.40%;9.87%;9.08%;10.88%;4.27%;14.81%;2.72%;-1.05%;72.33%
2020;11.27%;-3.48%;-14.94%;2.94%;4.45%;1.21%;12.19%;-13.13%;8.77%;2.73%;7.44%;-3.02%;20.52%
2021;-0.48%;-6.78%;8.00%;4.95%;7.15%;-12.31%;2.14%;1.27%;-8.57%;-0.51%;-3.30%;7.47%;1.06%
