;JAN;FEB;MAR;APR;MAY;JUN;JUL;AUG;SEP;OCT;NOV;DEC;EOY
2007;0.00%;0.00%;0.00%;0.00%;0.00%;0.00%;0.00%;0.00%;0.00%;0.00%;0.00%;0.00%;0.00%
2008;0.00%;0.00%;-26.43%;10.63%;0.00%;1.54%;0.00%;-2.36%;0.00%;0.00%;1.63%;0.00%;-15.06%
2009;0.00%;0.00%;0.00%;0.00%;0.00%;0.94%;0.00%;0.00%;0.00%;0.00%;0.00%;1.90%;2.84%
2010;0.00%;0.00%;-3.17%;1.79%;31.54%;1.28%;0.00%;0.00%;0.00%;0.00%;0.00%;1.55%;33.00%
2011;0.00%;0.00%;0.00%;0.57%;0.00%;1.72%;0.00%;0.00%;0.00%;0.00%;0.00%;-30.82%;-27.96%
2012;0.00%;0.00%;449.22%;0.00%;-28.82%;0.32%;0.00%;0.00%;0.00%;0.00%;0.00%;0.32%;308.66%
2013;0.00%;0.00%;0.00%;-5.75%;0.00%;0.67%;0.00%;0.00%;0.00%;0.00%;-29.41%;0.64%;35.86%
2014;-34.08%;-11.70%;-6.20%;15.92%;-1.23%;6.60%;1.43%;-5.88%;2.00%;4.41%;-2.58%;-0.26%;-27.93%
2015;-7.56%;2.90%;-21.79%;8.95%;6.06%;-7.14%;-1.13%;2.54%;0.93%;1.23%;9.09%;6.98%;2.95%
2016;-13.16%;17.58%;-4.90%;1.41%;-8.09%;-1.47%;28.41%;17.14%;-7.21%;-5.40%;-7.53%;7.50%;28.91%
2017;9.03%;-3.82%;-1.99%;2.70%;-0.23%;1.00%;4.07%;8.70%;20.00%;-7.67%;-4.69%;3.85%;30.84%
2018;1.87%;7.69%;-4.25%;-2.49%;-3.64%;-8.97%;4.26%;-4.08%;-14.04%;8.17%;0.23%;7.72%;-6.62%
2019;15.22%;-5.47%;1.80%;-0.39%;-4.77%;2.58%;0.17%;-3.16%;-0.43%;0.66%;1.08%;24.12%;31.14%
2020;20.70%;-12.94%;-33.89%;2.27%;11.36%;19.29%;3.35%;-7.37%;10.49%;6.33%;28.93%;32.13%;69.50%
2021;3.16%;14.75%;3.17%;-3.98%;0.68%;7.17%;25.37%;-0.82%;-10.25%;0.85%;-11.75%;11.99%;39.45%
2022;-9.48%;7.77%;-8.31%;0.00%;0.00%;0.00%;0.00%;0.00%;0.00%;0.00%;0.00%;0.00%;-9.84%
