;JAN;FEB;MAR;APR;MAY;JUN;JUL;AUG;SEP;OCT;NOV;DEC;EOY
2000;0.00%;0.00%;0.00%;0.00%;0.00%;0.00%;0.00%;533.33%;5.26%;-50.00%;-10.00%;0.00%;301.83%
2001;0.00%;0.00%;0.00%;0.00%;0.00%;0.00%;0.00%;0.00%;0.00%;0.00%;0.00%;0.00%;0.00%
2002;0.00%;0.00%;0.00%;0.00%;0.00%;0.00%;0.00%;0.00%;0.00%;0.00%;0.00%;0.00%;0.00%
2003;0.00%;0.00%;0.00%;0.00%;0.00%;0.00%;0.00%;0.00%;0.00%;0.00%;0.00%;0.00%;0.00%
2004;0.00%;0.00%;0.00%;0.00%;0.00%;0.00%;0.00%;0.00%;0.00%;900.00%;33.33%;41.67%;483.83%
2005;0.00%;0.00%;18.94%;0.00%;0.00%;0.00%;0.00%;0.00%;0.00%;0.00%;0.00%;0.00%;95.20%
2006;0.00%;0.00%;0.00%;0.00%;0.00%;0.00%;0.00%;0.00%;107.72%;-99.00%;0.00%;0.00%;8.72%
2007;0.00%;0.00%;0.00%;0.00%;0.00%;-99.29%;-10.07%;-25.13%;-0.89%;0.00%;0.00%;98.80%;9826.25%
2008;0.50%;-0.00%;2.45%;5.51%;6.56%;13.59%;-3.85%;-24.00%;28.84%;-18.30%;18.95%;-22.28%;24.57%
2009;-2.65%;0.00%;-22.17%;28.05%;8.70%;2.98%;-1.03%;-15.58%;8.52%;-2.16%;19.19%;32.29%;57.52%
2010;-7.45%;3.43%;-7.55%;-3.75%;-7.52%;-2.38%;4.63%;4.90%;-13.24%;-3.18%;8.47%;39.02%;13.53%
2011;-1.75%;-10.14%;-17.49%;9.74%;-14.13%;1.04%;-1.44%;0.21%;-41.13%;1.06%;-5.26%;-28.15%;-108.67%
2012;3.09%;-5.00%;-0.53%;3.17%;0.51%;2.04%;-27.00%;-23.97%;6.31%;-6.78%;7.27%;-5.08%;-34.52%
2013;-1.79%;-13.64%;2.11%;2.06%;-9.09%;-11.11%;-28.75%;-3.51%;21.82%;-10.45%;3.33%;4.84%;-37.10%
2014;-1.54%;-3.12%;-8.06%;-1.75%;-12.50%;14.29%;-16.07%;-0.00%;-8.51%;-25.58%;6.25%;-11.76%;-50.45%
2015;-3.33%;-10.34%;69.23%;13.64%;-8.00%;-13.04%;0.00%;-5.00%;0.00%;5.26%;12.50%;2.22%;71.77%
2016;-13.04%;0.00%;-18.75%;3.08%;-0.00%;8.21%;2.76%;71.81%;-14.06%;3.18%;5.73%;0.00%;87.98%
2017;23.75%;8.42%;32.92%;5.61%;8.41%;10.20%;81.48%;-5.10%;-2.80%;3.43%;-5.88%;3.41%;151.52%
2018;16.59%;-0.75%;-7.03%;-14.40%;-15.39%;-12.55%;-9.19%;-3.20%;-7.34%;23.56%;1.76%;11.81%;-16.79%
2019;15.21%;-2.69%;-15.20%;-8.44%;-1.13%;9.49%;6.13%;2.68%;8.64%;-0.38%;-1.27%;18.10%;30.54%
2020;-7.39%;-7.28%;-48.48%;3.69%;-1.18%;25.66%;-1.34%;13.54%;6.47%;5.12%;8.52%;12.06%;3.79%
2021;2.25%;-8.20%;-2.93%;4.40%;20.53%;6.22%;-7.30%;4.77%;16.71%;-17.72%;20.20%;-9.50%;29.28%
2022;2.95%;-5.95%;12.77%;-0.20%;0.00%;0.00%;0.00%;0.00%;0.00%;0.00%;0.00%;0.00%;11.48%
