;JAN;FEB;MAR;APR;MAY;JUN;JUL;AUG;SEP;OCT;NOV;DEC;EOY
2021;0.00%;-8.19%;-5.30%;12.60%;-0.11%;15.27%;-0.71%;-8.82%;3.30%;-6.70%;3.08%;17.34%;23.81%
2022;-4.02%;7.78%;-8.43%;-0.81%;2.45%;-23.78%;-6.01%;0.00%;0.00%;0.00%;0.00%;0.00%;-33.07%
