;JAN;FEB;MAR;APR;MAY;JUN;JUL;AUG;SEP;OCT;NOV;DEC;EOY
2021;0.00%;-1.50%;7.32%;10.59%;25.94%;1.06%;0.70%;0.55%;7.85%;-15.56%;0.84%;5.76%;45.42%
2022;-4.60%;0.00%;0.00%;0.00%;0.00%;0.00%;0.00%;0.00%;0.00%;0.00%;0.00%;0.00%;-4.60%
