;JAN;FEB;MAR;APR;MAY;JUN;JUL;AUG;SEP;OCT;NOV;DEC;EOY
2007;0.00%;0.00%;0.00%;0.00%;0.00%;0.00%;0.00%;0.00%;1.47%;7.25%;-14.19%;-6.69%;-12.25%
2008;-17.30%;7.14%;-8.57%;4.17%;-4.50%;-2.09%;-1.60%;-17.39%;-26.45%;-28.62%;-14.79%;52.65%;-61.70%
2009;-10.02%;-6.64%;29.82%;24.56%;2.55%;3.04%;3.62%;22.02%;11.46%;-5.71%;17.17%;1.72%;91.67%
2010;2.54%;1.65%;10.33%;-7.51%;-4.02%;1.76%;16.10%;-1.00%;22.74%;-0.72%;-2.74%;-10.31%;31.13%
2011;-7.66%;-4.89%;-8.49%;16.27%;-10.74%;-2.74%;-12.80%;5.85%;-11.33%;20.91%;2.84%;7.59%;-4.98%
2012;0.80%;9.79%;-3.77%;-10.39%;-6.72%;-13.96%;16.85%;16.53%;-3.04%;-4.63%;8.32%;12.96%;21.77%
2013;5.93%;-0.28%;12.76%;-3.12%;-6.63%;-8.65%;-10.72%;-0.42%;8.79%;6.08%;-9.35%;-1.92%;-6.59%
2014;-2.15%;-5.70%;12.44%;3.16%;0.46%;0.76%;0.49%;15.83%;-9.67%;1.62%;1.31%;-3.23%;16.96%
2015;-13.74%;5.29%;-3.77%;12.17%;-9.46%;0.17%;-8.36%;-12.19%;2.42%;-8.60%;7.65%;-4.59%;-31.79%
2016;21.18%;9.32%;39.77%;-3.66%;2.62%;7.48%;13.93%;1.77%;-5.92%;13.93%;-10.27%;0.94%;88.57%
2017;24.84%;9.97%;2.91%;-4.86%;-2.58%;-3.28%;1.52%;3.91%;3.70%;1.76%;-9.36%;5.59%;35.09%
2018;15.00%;-0.63%;-3.66%;3.36%;-12.58%;-8.11%;6.78%;-4.96%;-5.36%;15.83%;1.86%;2.49%;9.24%
2019;22.97%;-8.37%;4.21%;2.10%;-7.04%;6.31%;-3.96%;2.57%;-2.66%;0.78%;2.00%;9.73%;27.41%
2020;10.19%;-8.72%;-33.73%;7.93%;-2.03%;0.57%;-0.14%;-3.10%;-12.65%;3.92%;19.02%;7.92%;-9.97%
2021;-0.91%;1.65%;-5.60%;3.59%;16.55%;-7.94%;-4.86%;12.28%;-11.00%;3.59%;11.45%;-6.26%;13.68%
2022;1.42%;-1.52%;-1.92%;0.00%;0.00%;0.00%;0.00%;0.00%;0.00%;0.00%;0.00%;0.00%;-1.39%
