;JAN;FEB;MAR;APR;MAY;JUN;JUL;AUG;SEP;OCT;NOV;DEC;EOY
2000;-11.76%;-9.27%;14.81%;1.00%;-0.99%;10.00%;-0.00%;-7.27%;14.12%;7.39%;-7.20%;-5.17%;10.37%
2001;14.55%;3.17%;-3.85%;-3.92%;-0.08%;-4.17%;13.04%;-3.85%;-20.00%;0.00%;0.00%;0.00%;-1.58%
2002;5.00%;-0.48%;-9.09%;0.00%;-1.05%;-2.13%;-2.17%;5.56%;0.00%;-17.89%;21.79%;-25.26%;-24.60%
2003;12.68%;18.75%;4.21%;11.11%;0.45%;69.68%;4.53%;2.04%;2.50%;8.78%;3.14%;16.30%;150.97%
2004;2.80%;-2.91%;6.74%;1.75%;6.90%;6.45%;0.00%;21.21%;7.50%;4.65%;0.00%;4.44%;58.73%
2005;2.13%;8.33%;9.12%;-3.07%;0.00%;-27.27%;37.25%;-10.75%;0.00%;0.00%;-18.37%;0.02%;-4.48%
2006;7.45%;-1.84%;2.42%;-0.05%;4.17%;0.00%;-2.22%;-1.14%;0.02%;3.33%;11.19%;4.02%;27.78%
2007;6.73%;8.11%;0.00%;1.67%;14.13%;3.33%;0.10%;-1.40%;2.82%;13.70%;7.23%;1.12%;60.49%
2008;7.76%;20.00%;-6.14%;9.35%;6.75%;-2.85%;-5.83%;7.07%;-4.75%;-4.44%;-10.57%;-8.34%;9.36%
2009;-1.52%;-9.43%;-6.57%;3.06%;8.16%;6.05%;-0.59%;-2.90%;0.13%;5.74%;-0.00%;-0.70%;8.26%
2010;1.39%;-1.07%;1.14%;0.15%;-6.31%;-1.51%;-0.01%;-5.26%;11.71%;-6.92%;18.20%;12.75%;25.68%
2011;-0.82%;-12.84%;4.89%;-5.46%;15.66%;0.88%;0.00%;-17.36%;3.94%;-8.65%;16.32%;2.90%;1.54%
2012;10.33%;0.00%;5.25%;0.00%;-1.99%;2.04%;0.00%;29.55%;7.75%;0.72%;-7.84%;5.40%;49.64%
2013;38.40%;-17.22%;2.02%;-15.34%;16.53%;0.68%;0.00%;-12.11%;0.00%;2.07%;20.45%;0.78%;34.56%
2014;0.56%;0.00%;2.66%;5.53%;0.00%;0.00%;-19.49%;3.74%;0.08%;7.14%;-6.10%;-10.77%;-16.62%
2015;1.66%;0.00%;4.89%;-7.05%;8.32%;1.59%;0.63%;0.00%;4.19%;5.98%;-2.14%;3.50%;22.24%
2016;2.19%;0.00%;0.00%;0.70%;0.00%;0.97%;0.00%;0.88%;0.01%;0.00%;0.70%;13.01%;18.85%
2017;0.80%;0.00%;10.21%;5.88%;0.00%;-18.29%;-4.83%;13.87%;-8.77%;8.96%;-4.61%;4.96%;8.64%
2018;8.67%;3.74%;6.81%;5.11%;-11.45%;-1.87%;2.23%;1.59%;2.54%;3.13%;-3.03%;5.12%;25.10%
2019;7.60%;0.00%;-2.85%;1.18%;2.51%;0.00%;5.85%;-2.78%;0.70%;0.00%;0.70%;-2.44%;11.15%
2020;6.18%;-6.67%;-13.69%;-12.27%;3.99%;15.38%;26.67%;7.89%;2.49%;-0.00%;10.58%;-1.73%;42.26%
2021;4.45%;3.79%;4.65%;8.77%;11.82%;1.33%;26.32%;10.62%;3.85%;0.23%;1.33%;-2.51%;72.92%
2022;4.36%;-0.25%;11.12%;0.00%;0.00%;0.00%;0.00%;0.00%;0.00%;0.00%;0.00%;0.00%;15.09%
