;JAN;FEB;MAR;APR;MAY;JUN;JUL;AUG;SEP;OCT;NOV;DEC;EOY
2008;-11.81%;13.02%;-7.54%;17.45%;2.90%;-15.83%;-3.25%;-6.12%;3.33%;-18.89%;-1.80%;-6.43%;-24.70%
2009;-8.42%;-0.44%;11.65%;17.32%;-22.94%;-4.32%;2.50%;4.11%;14.68%;-1.92%;5.65%;0.86%;24.20%
2010;-13.85%;-0.94%;0.04%;0.04%;0.04%;0.47%;4.08%;-5.51%;11.41%;3.37%;-4.19%;-1.08%;-3.42%
2011;-5.63%;-2.95%;8.94%;-3.17%;-1.20%;2.76%;-6.90%;-4.53%;-1.52%;13.20%;-5.44%;5.78%;0.89%
2012;2.16%;-0.47%;2.26%;-3.90%;-3.31%;1.75%;5.60%;4.01%;-0.81%;-1.69%;10.96%;0.56%;18.93%
2013;4.11%;-3.27%;3.85%;-1.09%;4.24%;-15.65%;-3.59%;0.28%;9.51%;6.09%;-3.70%;-5.04%;-3.50%
2014;-10.07%;5.25%;14.29%;6.57%;-6.00%;3.32%;8.05%;18.93%;-15.27%;7.18%;6.24%;-10.01%;28.79%
2015;-3.74%;11.98%;-5.64%;8.96%;-12.33%;1.49%;-3.28%;-16.07%;-7.00%;-1.88%;0.65%;-5.16%;-29.84%
2016;-5.78%;17.68%;26.90%;5.35%;-11.91%;11.29%;12.70%;2.53%;2.16%;14.99%;-10.99%;-1.53%;63.48%
2017;12.83%;2.26%;-3.06%;3.24%;-9.34%;2.35%;7.97%;11.29%;4.43%;-1.01%;-5.81%;6.08%;32.14%
2018;20.44%;-4.82%;1.93%;-3.68%;-15.58%;-7.73%;14.30%;-6.99%;1.08%;19.71%;12.18%;2.34%;31.00%
2019;17.15%;-4.36%;-0.72%;-0.52%;4.04%;2.05%;-8.12%;-4.44%;3.00%;6.63%;-5.07%;11.93%;21.96%
2020;-9.03%;-6.96%;-31.93%;1.51%;-9.95%;9.34%;8.50%;-7.50%;-6.33%;3.97%;20.65%;13.45%;-9.22%
2021;-8.78%;-6.88%;16.49%;-1.85%;11.11%;-2.76%;-3.68%;-4.46%;-9.95%;-4.38%;0.14%;-2.23%;-15.48%
2022;18.80%;-6.33%;0.00%;0.00%;0.00%;0.00%;0.00%;0.00%;0.00%;0.00%;0.00%;0.00%;11.37%
