;JAN;FEB;MAR;APR;MAY;JUN;JUL;AUG;SEP;OCT;NOV;DEC;EOY
2000;0.00%;165.87%;0.00%;-37.00%;-30.35%;41.46%;6.04%;0.00%;0.00%;-9.05%;-0.53%;-15.79%;110.39%
2001;1.26%;0.00%;0.00%;17.28%;0.00%;-15.79%;0.00%;6.88%;0.00%;-12.28%;0.00%;4.02%;1.36%
2002;0.00%;0.00%;-0.64%;-3.24%;0.00%;-30.02%;0.00%;0.00%;0.00%;0.00%;0.00%;-4.74%;-39.86%
2003;0.00%;0.00%;0.00%;4.97%;0.00%;0.00%;0.00%;0.00%;4.79%;-4.57%;109.62%;-44.55%;57.28%
2004;22.94%;0.00%;0.00%;33.33%;0.00%;0.00%;0.00%;0.00%;0.00%;-25.00%;40.00%;-26.18%;41.05%
2005;28.40%;0.00%;-9.57%;-32.77%;1.66%;13.81%;0.00%;7.14%;0.00%;0.00%;0.00%;0.00%;8.66%
2006;70.02%;-1.95%;59.99%;15.26%;13.87%;-4.76%;15.00%;2.25%;-4.76%;-3.57%;18.52%;-6.56%;196.27%
2007;6.53%;63.26%;-3.85%;9927.53%;4.90%;4.49%;-2.86%;-0.55%;-5.56%;-1.96%;-5.00%;0.00%;11408.25%
2008;0.00%;-4.95%;0.43%;0.00%;-0.00%;-5.00%;5.26%;0.00%;-11.17%;-20.00%;-0.81%;0.81%;-21.19%
2009;-3.23%;4.17%;8.80%;24.26%;12.31%;3.48%;12.02%;-3.64%;-0.00%;7.84%;-6.36%;7.77%;73.95%
2010;-0.90%;-1.36%;-4.56%;-6.86%;-2.63%;-7.57%;9.94%;6.38%;-2.33%;10.00%;-8.13%;-0.52%;0.17%
2011;-0.52%;-4.74%;2.97%;3.83%;0.00%;45.26%;-9.42%;-7.44%;2.21%;2.16%;-4.66%;-0.00%;62.38%
2012;2.22%;-7.83%;2.38%;0.47%;0.00%;-0.93%;-3.30%;5.32%;4.76%;4.55%;6.52%;-0.82%;16.56%
2013;8.12%;-0.79%;-3.54%;-11.67%;19.49%;0.00%;-4.00%;3.08%;6.12%;30.77%;-4.41%;-3.08%;50.11%
2014;7.94%;-16.63%;-1.82%;9.26%;-18.64%;1.67%;4.51%;1.61%;-1.57%;4.00%;-15.38%;13.64%;14.92%
2015;-11.60%;7.69%;-0.42%;-2.53%;30.28%;-7.55%;16.26%;3.10%;-9.70%;3.70%;-1.79%;9.09%;38.86%
2016;-13.33%;0.00%;37.64%;-17.14%;3.45%;1.67%;31.48%;25.53%;-17.00%;20.48%;-17.80%;-5.11%;81.16%
2017;12.31%;15.40%;3.80%;15.61%;1.67%;4.92%;10.31%;-0.43%;6.60%;-11.71%;26.52%;18.07%;121.37%
2018;12.24%;-11.00%;-8.67%;7.57%;-8.61%;2.53%;-3.59%;17.73%;8.35%;-3.67%;-12.81%;-10.00%;0.61%
2019;77.04%;1.23%;8.13%;-14.04%;5.54%;-0.64%;-1.43%;0.42%;-19.57%;2.07%;4.24%;15.33%;63.94%
2020;-5.95%;-2.80%;-6.21%;1.55%;0.17%;4.15%;13.16%;-8.71%;-1.82%;4.26%;4.94%;25.07%;34.93%
2021;1.88%;-6.81%;-0.03%;-0.13%;8.75%;0.58%;-14.84%;9.87%;-3.85%;-11.61%;19.71%;-8.54%;-2.02%
