;JAN;FEB;MAR;APR;MAY;JUN;JUL;AUG;SEP;OCT;NOV;DEC;EOY
2004;0.00%;0.00%;0.00%;0.00%;0.00%;0.00%;0.00%;0.00%;0.00%;0.00%;-6.02%;9.33%;2.96%
2005;2.68%;16.39%;-2.00%;-6.91%;0.67%;-6.67%;-3.14%;7.18%;1.61%;1.13%;15.18%;-3.10%;24.15%
2006;20.00%;4.80%;19.91%;13.26%;-14.52%;1.37%;7.57%;14.32%;-1.19%;7.87%;13.81%;21.34%;105.48%
2007;3.91%;0.57%;-2.86%;2.79%;7.28%;-1.32%;-2.31%;-8.01%;5.86%;10.78%;-12.81%;-2.94%;2.74%
2008;-15.38%;14.06%;-16.17%;5.62%;2.13%;-3.65%;7.46%;-15.29%;-19.83%;-20.44%;2.79%;18.21%;-43.60%
2009;4.98%;-15.33%;2.67%;10.75%;13.34%;2.68%;8.79%;3.59%;4.05%;2.78%;3.73%;3.49%;46.08%
2010;-4.53%;-4.80%;-0.28%;-0.44%;4.91%;-0.80%;8.58%;5.68%;1.40%;15.21%;3.20%;9.69%;37.65%
2011;-5.45%;1.92%;4.88%;-2.75%;-7.58%;-0.78%;-10.66%;-9.63%;-10.81%;8.57%;-1.37%;13.66%;-19.55%
2012;-2.49%;3.51%;-4.69%;-6.61%;-4.79%;-4.36%;4.62%;4.47%;9.04%;12.44%;4.31%;6.06%;22.86%
2013;1.75%;9.83%;6.29%;-8.30%;5.02%;-11.60%;10.25%;0.39%;8.53%;4.66%;4.90%;2.05%;34.41%
2014;-5.38%;15.38%;0.63%;1.76%;-3.76%;2.15%;-2.29%;7.45%;-15.07%;4.54%;4.48%;-0.60%;10.28%
2015;-9.54%;13.89%;18.32%;5.57%;-5.31%;16.00%;-5.92%;-14.56%;-9.56%;12.59%;0.65%;-9.76%;11.23%
2016;-9.10%;-9.71%;18.52%;-0.11%;-4.69%;1.33%;5.05%;-1.96%;8.24%;9.12%;-5.45%;-5.28%;9.37%
2017;-2.30%;9.97%;-1.70%;1.09%;12.12%;-4.94%;8.24%;10.32%;8.40%;-1.24%;0.34%;1.40%;42.53%
2018;21.61%;3.64%;6.05%;-6.59%;1.06%;-0.75%;21.93%;10.65%;8.04%;-8.28%;1.58%;4.23%;62.52%
2019;7.54%;-0.07%;-3.94%;3.50%;-2.07%;0.22%;0.81%;7.49%;5.16%;-0.29%;4.53%;4.57%;29.45%
2020;5.40%;-7.79%;-26.34%;5.44%;4.44%;9.09%;7.16%;-2.17%;-8.72%;-1.72%;2.37%;3.38%;-8.36%
2021;-1.67%;-9.53%;7.78%;12.99%;7.66%;0.60%;-0.75%;10.67%;-13.49%;-5.62%;-3.49%;-2.96%;2.29%
