;JAN;FEB;MAR;APR;MAY;JUN;JUL;AUG;SEP;OCT;NOV;DEC;EOY
2000;-9.29%;-3.94%;6.56%;-11.54%;5.22%;14.88%;2.88%;6.29%;-4.61%;11.72%;4.32%;9.47%;33.12%
2001;1.62%;-7.98%;-0.58%;0.58%;9.83%;-1.05%;1.06%;-7.89%;-8.57%;15.63%;-5.41%;0.00%;-2.56%
2002;-0.57%;12.07%;-5.13%;1.62%;-6.91%;-14.29%;-21.33%;18.64%;-15.71%;26.27%;-4.70%;9.86%;-3.89%
2003;-3.85%;-2.67%;25.34%;-2.19%;2.79%;-2.17%;2.78%;9.73%;-1.48%;5.50%;5.69%;13.45%;54.25%
2004;1.98%;0.78%;-3.85%;-2.40%;-3.28%;8.05%;-1.96%;2.00%;7.06%;7.33%;1.71%;17.45%;35.47%
2005;-4.57%;15.27%;9.61%;-8.77%;-1.30%;-5.26%;2.78%;10.81%;21.95%;-10.00%;6.67%;-2.08%;33.15%
2006;21.28%;3.51%;-5.08%;1.79%;-7.02%;1.89%;3.70%;-1.79%;0.00%;9.09%;0.00%;8.33%;38.80%
2007;3.08%;-5.87%;-3.17%;11.48%;11.76%;1.32%;3.90%;0.00%;7.50%;5.79%;-3.02%;-2.27%;33.32%
2008;-18.57%;16.66%;-7.26%;14.13%;4.14%;-13.42%;5.70%;-13.83%;14.30%;-26.59%;-4.95%;-1.65%;-28.05%
2009;-6.90%;-4.24%;13.54%;14.31%;5.29%;-2.06%;7.04%;7.47%;8.63%;-5.71%;10.96%;1.02%;50.89%
2010;-2.49%;-0.60%;4.52%;-1.50%;-7.36%;-6.06%;17.56%;-3.22%;5.38%;3.01%;-2.28%;0.09%;7.71%
2011;-6.37%;4.27%;3.70%;0.72%;-3.70%;1.62%;-10.67%;-7.22%;0.18%;11.88%;-3.42%;-1.69%;-7.39%
2012;12.99%;3.97%;-4.32%;-10.83%;-3.96%;-1.84%;12.07%;-0.41%;-3.63%;-2.27%;9.54%;7.27%;19.00%
2013;7.59%;1.77%;6.65%;-5.92%;2.03%;-7.51%;-1.47%;-2.16%;7.26%;8.44%;-6.16%;-3.73%;8.85%
2014;-6.26%;5.63%;9.84%;7.75%;-5.83%;3.15%;9.74%;14.19%;-15.50%;4.13%;4.74%;-5.48%;27.55%
2015;-6.70%;14.33%;-1.60%;7.89%;-6.35%;2.40%;-5.56%;-10.75%;-2.21%;1.20%;2.24%;-2.16%;-5.65%
2016;-7.92%;3.43%;17.69%;7.02%;-10.80%;2.22%;12.82%;6.10%;1.65%;17.60%;-8.18%;-0.25%;41.51%
2017;7.22%;11.36%;-3.50%;0.90%;-5.18%;0.85%;1.71%;9.13%;7.70%;0.09%;-3.37%;2.00%;29.52%
2018;17.69%;3.13%;3.54%;-2.25%;-13.33%;-6.01%;11.47%;-4.93%;0.84%;12.49%;9.24%;-2.51%;28.09%
2019;9.44%;-2.23%;-4.00%;-1.63%;2.64%;3.44%;-3.90%;1.90%;0.79%;3.54%;-3.84%;7.09%;14.62%
2020;-8.04%;-1.21%;-22.78%;-0.29%;-0.20%;9.46%;3.81%;-9.13%;-5.17%;2.88%;17.28%;8.74%;-2.01%
2021;-7.33%;-8.87%;7.73%;-2.30%;8.90%;0.70%;2.79%;4.67%;-5.64%;-22.07%;-3.07%;-4.94%;-28.24%
2022;15.82%;-1.04%;8.20%;0.17%;0.00%;0.00%;0.00%;0.00%;0.00%;0.00%;0.00%;0.00%;22.49%
