;JAN;FEB;MAR;APR;MAY;JUN;JUL;AUG;SEP;OCT;NOV;DEC;EOY
2000;0.00%;-55.07%;61.29%;-10.00%;-22.22%;-42.86%;900.00%;-49.00%;-1.96%;0.00%;-1.00%;-9.09%;249.31%
2001;0.00%;0.00%;0.00%;0.00%;0.00%;-43.33%;0.00%;0.00%;-21.57%;0.00%;-22.50%;12.90%;-73.67%
2002;0.00%;37.14%;-6.25%;11.11%;0.00%;-40.00%;0.00%;0.00%;0.00%;10.00%;0.00%;0.00%;12.96%
2003;136.36%;-10.26%;-1.43%;0.00%;1.45%;0.00%;-28.57%;-30.00%;2.86%;38.89%;-18.00%;14.63%;117.77%
2004;-4.26%;0.00%;-13.33%;-7.69%;0.00%;0.00%;0.00%;-58.33%;186.67%;-16.28%;0.00%;19.44%;109.00%
2005;-2.33%;0.00%;-2.38%;-48.78%;9.52%;4.35%;66.67%;0.00%;0.00%;0.00%;0.00%;0.00%;26.11%
2006;-25.00%;0.00%;0.00%;0.00%;0.00%;0.00%;0.00%;0.00%;0.00%;-16.67%;-16.00%;19.05%;-28.05%
2007;1324.00%;-36.24%;44.49%;26.52%;-1.69%;21.57%;-10.28%;-2.47%;-22.81%;-23.88%;-15.69%;86.05%;745.88%
2008;-12.50%;-8.57%;-31.25%;26.36%;-14.39%;-99.91%;-22.73%;-11.76%;-65.33%;67.31%;-40.23%;82.69%;49.26%
2009;4.21%;-21.21%;-5.13%;-12.16%;33.85%;-19.54%;90.00%;0.00%;-11.28%;58.47%;-19.79%;13.33%;139.28%
2010;1.18%;-8.14%;-5.70%;0.67%;9.33%;-20.73%;-8.46%;5.04%;140.80%;-33.89%;-7.04%;0.54%;133.43%
2011;-16.13%;-13.46%;-7.41%;40.00%;-14.29%;-23.33%;-0.87%;18.42%;0.00%;-31.85%;-22.83%;-8.45%;-80.02%
2012;0.00%;0.00%;-9.23%;20.34%;-43.66%;0.00%;-37.50%;16.00%;248.28%;-49.50%;-7.84%;-12.77%;112.52%
2013;70.73%;-41.43%;0.00%;-7.32%;7.89%;-9.76%;2.70%;-7.89%;54.29%;75.93%;-38.95%;3.45%;129.06%
2014;5.00%;-17.46%;-1.92%;-1.96%;0.00%;0.00%;0.00%;36.00%;-13.24%;-16.95%;-0.00%;0.00%;18.47%
2015;-44.90%;0.00%;11.11%;16.67%;2.86%;0.00%;0.00%;0.00%;-2.78%;0.00%;-17.14%;-13.79%;-44.52%
2016;0.00%;0.00%;0.00%;-19.20%;0.00%;0.00%;0.00%;0.00%;0.00%;0.00%;-0.99%;0.00%;-20.19%
2017;0.00%;0.00%;0.00%;0.00%;0.00%;0.00%;0.00%;0.00%;0.00%;0.50%;-0.50%;75.00%;77.15%
2018;-5.71%;-16.36%;0.00%;0.00%;18.48%;0.00%;0.00%;0.00%;0.00%;0.61%;-9.42%;0.00%;-12.11%
2019;0.00%;0.00%;0.34%;0.00%;-26.42%;-0.91%;-8.26%;7350.00%;0.00%;-53.36%;-32.36%;-30.87%;587.03%
2020;13.91%;-1.41%;0.00%;-9.56%;-6.09%;96.81%;-8.18%;-14.29%;-16.67%;-5.00%;13.16%;11.63%;143.91%
2021;4.17%;0.00%;0.00%;-9.08%;-12.01%;17.50%;-0.45%;0.00%;-18.89%;0.00%;0.00%;5.40%;-5.05%
