;JAN;FEB;MAR;APR;MAY;JUN;JUL;AUG;SEP;OCT;NOV;DEC;EOY
2000;0.00%;-16.87%;20.29%;-16.87%;-0.00%;20.29%;0.00%;966581.76%;-0.86%;-9.57%;-12.50%;16.48%;1033262.97%
2001;0.00%;-16.04%;-1.12%;-2.27%;-6.98%;2.50%;-10.98%;-16.44%;-19.67%;24.49%;9.84%;8.96%;-24.82%
2002;-15.07%;12.90%;-2.86%;-14.71%;-10.34%;-11.54%;-6.52%;2.33%;-15.91%;5.41%;10.26%;23.26%;-20.09%
2003;-3.77%;11.76%;-5.26%;1.85%;1.82%;-5.36%;16.98%;8.06%;1.49%;10.29%;1.33%;32.89%;73.91%
2004;2.97%;4.81%;13.76%;-15.32%;4.76%;-2.73%;111.25%;23.69%;17.31%;-14.63%;13.57%;8.18%;158.48%
2005;4.65%;10.00%;-0.61%;-17.68%;-1.21%;-2.52%;15.38%;7.11%;30.71%;-8.73%;6.09%;-3.28%;36.69%
2006;23.73%;-2.74%;0.00%;19.72%;-6.00%;-7.38%;1.08%;-3.07%;-0.00%;13.10%;9.76%;11.11%;57.30%
2007;17.40%;-0.32%;4.26%;11.30%;9.00%;2.70%;5.67%;4.35%;26.07%;1.75%;-2.33%;-1.90%;79.33%
2008;-13.01%;2.68%;1.15%;5.31%;-0.00%;-12.24%;-16.28%;-9.44%;-18.71%;-27.21%;-3.06%;-1.12%;-79.65%
2009;14.66%;-0.94%;-5.24%;25.63%;11.80%;-11.63%;11.13%;4.15%;11.93%;12.50%;10.40%;-0.25%;86.75%
2010;1.29%;2.50%;-0.00%;-5.20%;-6.48%;-6.69%;10.42%;-0.51%;11.39%;6.12%;-0.50%;1.71%;16.84%
2011;7.52%;-5.94%;-1.55%;-0.02%;0.86%;-2.28%;0.76%;-8.67%;-8.79%;8.80%;-8.26%;-1.35%;-15.72%
2012;6.77%;6.12%;-8.77%;2.17%;-7.91%;1.47%;-10.00%;-9.48%;7.93%;1.31%;-2.82%;6.48%;-3.05%
2013;1.15%;-6.47%;-10.73%;-9.05%;-11.37%;-20.75%;12.12%;12.54%;-0.45%;7.71%;-0.57%;-2.40%;-27.11%
2014;-10.59%;-0.83%;-2.78%;-4.81%;0.61%;4.27%;8.77%;-6.56%;-9.67%;-10.32%;-1.35%;-9.64%;-40.60%
2015;-15.24%;10.99%;-14.49%;14.07%;-7.17%;-4.57%;-8.73%;-6.65%;-8.12%;-7.35%;-25.36%;-6.92%;-78.50%
2016;-35.36%;25.44%;46.11%;38.40%;-17.99%;21.11%;27.80%;-7.47%;-2.46%;27.82%;17.45%;1.45%;124.79%
2017;35.14%;21.35%;-7.85%;-1.95%;-4.03%;4.60%;12.31%;15.51%;-11.94%;-2.89%;6.24%;24.98%;88.95%
2018;8.69%;7.89%;-3.45%;15.43%;-13.23%;-5.76%;12.31%;-3.65%;17.79%;-4.36%;-8.25%;3.35%;28.38%
2019;-10.96%;-1.65%;8.21%;3.61%;-1.67%;6.47%;-0.73%;-9.06%;10.96%;-0.00%;5.72%;18.66%;32.03%
2020;-1.05%;-10.83%;-13.49%;-1.78%;19.38%;5.31%;15.57%;3.01%;0.66%;4.11%;31.32%;9.89%;66.51%
2021;-4.18%;0.82%;5.17%;11.07%;0.00%;3.58%;2.65%;-10.51%;-5.89%;-3.54%;3.37%;9.96%;16.61%
