;JAN;FEB;MAR;APR;MAY;JUN;JUL;AUG;SEP;OCT;NOV;DEC;EOY
2000;12150.18%;-20.71%;21.62%;0.00%;-18.52%;-8.91%;0.00%;0.00%;0.00%;0.00%;-0.20%;0.00%;7640.29%
2001;14.10%;-12.27%;29.97%;0.00%;-11.61%;0.00%;0.00%;0.00%;0.00%;0.00%;0.00%;0.00%;19.92%
2002;0.00%;0.00%;0.00%;0.00%;0.00%;0.00%;0.00%;0.00%;0.00%;0.00%;0.00%;0.00%;0.00%
2003;0.00%;0.00%;0.00%;0.00%;0.00%;0.00%;0.00%;0.00%;-21.74%;-11.11%;0.00%;0.00%;-32.85%
2004;50.00%;0.00%;0.00%;0.00%;0.00%;-4.25%;0.00%;0.00%;-12.97%;0.00%;0.00%;0.00%;28.62%
2005;0.00%;17.00%;0.00%;0.00%;0.00%;-10.26%;0.00%;0.00%;0.00%;0.00%;0.00%;0.00%;6.74%
2006;0.00%;0.00%;90.48%;0.00%;0.00%;-9.95%;0.00%;0.00%;-5.55%;0.00%;0.00%;99.88%;175.16%
2007;-11.76%;-3.33%;-1.72%;0.00%;-1.75%;1.79%;5.26%;0.00%;1.00%;0.99%;0.00%;0.65%;-6.86%
2008;0.00%;-18.51%;-10.52%;0.67%;43.18%;-11.11%;0.00%;-12.29%;0.00%;-22.64%;-20.53%;25.83%;-26.92%
2009;3.43%;0.00%;0.00%;0.37%;0.00%;7.89%;-2.44%;25.00%;0.00%;4.00%;-13.46%;7.81%;42.56%
2010;8.51%;0.98%;17.01%;-10.39%;22.22%;-6.03%;6.09%;-2.74%;-3.13%;3.23%;0.00%;-4.69%;30.37%
2011;0.00%;0.00%;7.54%;0.00%;0.00%;0.00%;0.00%;0.00%;0.00%;0.00%;-31.37%;4.06%;-19.77%
2012;-8.88%;0.00%;12.14%;0.00%;0.00%;0.00%;0.00%;0.00%;0.00%;-1.26%;0.00%;4.22%;6.56%
2013;-3.13%;22.73%;-3.70%;3.08%;0.75%;-0.33%;-3.38%;-3.85%;4.00%;-0.00%;0.04%;-20.25%;-3.28%
2014;0.40%;19.52%;-30.42%;3.59%;-2.89%;4.17%;-8.57%;-0.62%;-17.61%;22.14%;-9.38%;-17.24%;-32.55%
2015;3.48%;-17.39%;-5.26%;0.00%;-0.11%;-16.57%;-6.67%;-49.86%;1.14%;32.11%;6.61%;0.00%;-62.63%
2016;0.00%;0.20%;19.76%;5.00%;0.00%;3.17%;-28.46%;28.82%;0.17%;6.67%;56.25%;0.00%;103.15%
2017;-30.00%;28.57%;-25.56%;-13.43%;15.66%;-1.54%;-8.75%;-13.70%;17.06%;-15.25%;-11.00%;12.36%;-39.14%
2018;-10.00%;6.00%;-0.21%;34.24%;-21.68%;-14.00%;-6.74%;-7.48%;-16.44%;-6.13%;-28.87%;5.31%;-63.89%
2019;11.93%;-13.52%;-9.95%;21.05%;-14.35%;-11.17%;-2.86%;301.18%;-37.68%;-23.06%;-16.82%;72.79%;252.20%
2020;-15.32%;-36.68%;-52.38%;10.83%;-18.05%;55.96%;-17.65%;-19.29%;-8.85%;-27.18%;6.67%;42.50%;-66.75%
2021;-11.40%;-11.88%;7.87%;7.29%;-4.85%;4.08%;-7.84%;-4.26%;-27.78%;-12.31%;12.28%;-39.02%;-86.63%
2022;-37.55%;42.44%;18.77%;-4.71%;-8.29%;-16.02%;-13.31%;0.00%;0.00%;0.00%;0.00%;0.00%;1.33%
