;JAN;FEB;MAR;APR;MAY;JUN;JUL;AUG;SEP;OCT;NOV;DEC;EOY
2000;0.00%;0.00%;0.00%;0.00%;0.00%;0.00%;0.00%;0.00%;0.00%;0.00%;0.00%;0.00%;0.00%
2001;0.00%;0.00%;0.00%;0.00%;0.00%;0.00%;0.00%;0.00%;0.00%;0.00%;0.00%;0.00%;0.00%
2002;0.00%;0.00%;0.00%;0.00%;0.00%;0.00%;0.00%;0.00%;0.00%;0.00%;0.00%;0.00%;0.00%
2003;0.00%;0.00%;0.00%;0.00%;0.00%;0.00%;0.00%;0.00%;0.00%;0.00%;0.00%;0.00%;0.00%
2004;0.00%;0.00%;0.00%;0.00%;0.00%;0.00%;0.00%;0.00%;0.00%;0.00%;0.00%;0.00%;0.00%
2005;0.00%;0.00%;0.00%;0.00%;0.00%;0.00%;-99.99%;0.00%;0.00%;0.00%;0.00%;0.00%;-99.99%
2006;0.00%;0.00%;0.00%;0.00%;0.00%;0.00%;0.00%;0.00%;0.00%;0.00%;0.00%;0.00%;0.00%
2007;0.00%;0.00%;0.00%;0.00%;0.00%;0.00%;0.00%;0.00%;0.00%;0.00%;0.00%;0.00%;0.00%
2008;0.00%;0.00%;0.00%;0.00%;0.00%;0.00%;0.00%;0.00%;0.00%;0.00%;0.00%;0.00%;0.00%
2009;0.00%;0.00%;0.00%;0.00%;0.00%;0.00%;0.00%;0.00%;0.00%;0.00%;0.00%;0.00%;0.00%
2010;0.00%;0.00%;0.00%;0.00%;0.00%;0.00%;0.00%;0.00%;0.00%;0.00%;0.00%;0.00%;0.00%
2011;0.00%;0.00%;0.00%;0.00%;1022.40%;-19.51%;-10.61%;3.39%;-34.75%;23.12%;-18.37%;4.50%;708.52%
2012;4.31%;23.39%;11.52%;-5.00%;-17.19%;-5.93%;10.36%;-0.41%;2.46%;-4.00%;-2.08%;-15.74%;21.73%
2013;46.46%;1.38%;-10.20%;1.89%;-26.39%;-13.64%;-4.09%;0.00%;-23.78%;30.40%;-1.23%;-1.86%;1.23%
2014;1.27%;-7.50%;10.81%;21.95%;0.00%;11.50%;-8.07%;-12.20%;6.67%;-10.42%;0.58%;8.46%;37.33%
2015;-4.89%;10.86%;-7.73%;-14.53%;-2.47%;-5.41%;-9.29%;0.00%;6.30%;-11.85%;9.24%;8.16%;-15.32%
2016;-7.41%;-4.00%;-8.33%;-4.55%;-0.00%;19.05%;36.00%;-10.59%;-11.18%;-19.26%;-5.50%;-0.97%;2.94%
2017;15.69%;-2.54%;-0.00%;1.74%;-2.56%;-4.39%;12.84%;-9.76%;-0.90%;-4.55%;-1.90%;2.91%;20.27%
2018;-3.77%;-1.96%;9.00%;-3.67%;-4.76%;4.00%;-5.77%;-3.06%;-26.32%;312.86%;-50.52%;-32.17%;135.05%
2019;37.11%;-17.29%;-10.00%;-42.42%;-7.02%;-25.28%;23.74%;-17.14%;9.85%;-5.83%;-3.81%;120.30%;63.41%
2020;5.62%;-27.23%;-36.26%;26.15%;27.27%;34.57%;-9.55%;-5.63%;-22.89%;76.33%;-20.85%;0.60%;44.49%
2021;3.27%;2.31%;9.86%;25.38%;23.72%;0.83%;5.57%;-18.32%;-18.25%;-31.40%;-3.73%;53.17%;67.56%
2022;-22.07%;-11.50%;16.33%;-10.60%;-7.05%;0.00%;0.00%;0.00%;0.00%;0.00%;0.00%;0.00%;-32.28%
