;JAN;FEB;MAR;APR;MAY;JUN;JUL;AUG;SEP;OCT;NOV;DEC;EOY
2021;0.00%;0.00%;0.00%;-2.22%;30.47%;3.05%;13.31%;-8.05%;-5.86%;-6.99%;-6.53%;9.37%;26.99%
2022;7.75%;-11.23%;9.88%;0.00%;0.00%;0.00%;0.00%;0.00%;0.00%;0.00%;0.00%;0.00%;8.06%
