;JAN;FEB;MAR;APR;MAY;JUN;JUL;AUG;SEP;OCT;NOV;DEC;EOY
2021;0.00%;0.00%;0.00%;0.00%;0.00%;0.00%;-14.67%;-15.84%;-19.46%;-13.75%;3.10%;25.38%;-34.06%
2022;-7.90%;-25.88%;1.05%;3.12%;0.00%;0.00%;0.00%;0.00%;0.00%;0.00%;0.00%;0.00%;-29.82%
