;JAN;FEB;MAR;APR;MAY;JUN;JUL;AUG;SEP;OCT;NOV;DEC;EOY
2008;-6.94%;-0.03%;13.47%;-8.03%;0.00%;-12.68%;8.09%;-9.12%;-1.60%;-2.03%;38.06%;7.74%;26.25%
2009;0.00%;0.00%;0.00%;-3.49%;0.02%;0.00%;0.00%;0.00%;0.00%;0.00%;0.00%;0.00%;-3.47%
2010;0.00%;-36.14%;20.75%;-3.13%;-11.29%;27.27%;0.00%;-17.14%;24.14%;44.17%;-31.73%;7.23%;18.76%
2011;1.15%;1.44%;-4.85%;-8.59%;11.48%;5.71%;-3.46%;3.35%;-5.97%;-0.95%;-1.12%;-11.91%;-7.42%
2012;1.93%;-7.82%;4.59%;-9.44%;5.26%;-0.10%;-2.90%;-2.16%;-13.07%;8.36%;-12.75%;10.27%;-1.55%
2013;8.56%;13.56%;1.21%;-9.00%;4.40%;-2.63%;1.62%;-4.26%;2.78%;0.54%;18.28%;2.27%;39.56%
2014;0.00%;-1.33%;-0.09%;-4.06%;-3.01%;-3.68%;-0.50%;-3.94%;11.68%;0.00%;-14.99%;7.43%;-3.74%
2015;0.62%;0.00%;-7.79%;-2.11%;0.00%;0.00%;0.00%;-9.09%;0.00%;0.00%;-1.50%;0.00%;6.08%
2016;-34.64%;0.00%;17.48%;-8.76%;4.89%;-30.92%;5.00%;6.90%;-10.91%;-0.25%;-25.06%;-4.68%;-58.34%
2017;40.35%;-16.75%;7.81%;-10.31%;1.86%;-5.49%;38.06%;13.08%;-7.02%;11.11%;4.00%;31.15%;109.83%
2018;37.10%;-8.02%;4.65%;13.22%;-7.85%;-6.28%;-4.20%;-5.22%;-1.38%;-17.51%;3.08%;-10.45%;-1.80%
2019;5.00%;1.27%;-2.51%;-3.54%;-8.33%;-2.18%;20.63%;30.97%;7.06%;-5.38%;-10.69%;12.87%;78.70%
2020;-6.68%;-6.30%;-32.81%;-13.33%;19.68%;34.97%;-11.76%;-10.79%;-4.45%;21.04%;-5.38%;-8.46%;23.70%
2021;-4.97%;-1.50%;3.42%;10.09%;4.83%;22.42%;-2.60%;-17.33%;-7.42%;6.62%;-5.07%;-13.94%;2.10%
2022;9.80%;-3.28%;-3.58%;-4.49%;-7.57%;0.00%;0.00%;0.00%;0.00%;0.00%;0.00%;0.00%;-2.74%
