;JAN;FEB;MAR;APR;MAY;JUN;JUL;AUG;SEP;OCT;NOV;DEC;EOY
2000;-15.66%;-6.19%;0.00%;-31.66%;-3.47%;19.60%;-6.02%;22.06%;-14.87%;-10.96%;23.46%;-1.56%;-24.20%
2001;-8.54%;3.46%;6.69%;6.27%;-2.95%;-9.12%;-13.38%;7.72%;-17.56%;-4.35%;20.00%;-7.20%;-18.18%
2002;5.71%;7.72%;25.09%;-28.37%;-20.00%;0.00%;0.00%;0.00%;-5.00%;5.26%;-2.50%;-3.59%;-15.47%
2003;25.00%;-0.00%;-0.43%;-1.71%;2.17%;0.00%;-8.51%;20.47%;54.05%;60.15%;1.57%;-6.16%;139.95%
2004;25.45%;0.00%;-15.05%;-3.08%;0.00%;3.18%;30.66%;17.69%;25.05%;0.00%;24.36%;57.54%;156.41%
2005;-4.91%;-3.40%;22.22%;2.00%;0.00%;0.00%;-17.14%;-4.22%;-0.99%;4.55%;-4.35%;18.00%;19.14%
2006;30.97%;-8.82%;-3.29%;-3.27%;0.00%;-6.90%;11.11%;3.00%;-9.06%;-3.91%;0.00%;14.81%;26.17%
2007;6.45%;45.39%;-5.38%;5.73%;10.37%;13.25%;10.03%;-0.06%;6.09%;5.71%;0.00%;16.22%;108.75%
2008;-2.33%;-11.90%;8.19%;-7.91%;-7.89%;-7.32%;13.11%;-19.48%;-21.56%;-41.40%;-24.04%;-9.79%;-131.54%
2009;10.86%;12.37%;-15.05%;21.81%;23.85%;2.15%;27.68%;5.38%;23.18%;-4.06%;11.24%;-0.91%;115.23%
2010;19.15%;-7.38%;2.07%;15.68%;-1.62%;8.30%;13.98%;0.56%;8.16%;16.75%;1.70%;-4.25%;72.84%
2011;-16.60%;2.29%;5.06%;3.43%;4.08%;-8.19%;-5.49%;-8.10%;2.81%;27.71%;-8.19%;13.23%;12.25%
2012;16.83%;9.49%;11.57%;-7.74%;-24.10%;-6.77%;-5.56%;29.86%;-7.32%;-6.39%;3.25%;6.90%;16.52%
2013;-4.57%;-0.34%;2.22%;-9.04%;7.45%;-7.13%;4.15%;11.31%;-1.93%;-0.29%;-4.06%;1.97%;1.16%
2014;-7.07%;-2.04%;-4.26%;-10.36%;-3.32%;1.18%;-15.61%;7.45%;-6.76%;2.28%;-17.35%;-13.48%;-71.27%
2015;-8.36%;10.87%;-16.94%;9.45%;8.91%;5.18%;-3.17%;22.87%;1.07%;5.61%;-9.06%;-15.46%;11.21%
2016;-13.09%;-9.63%;34.22%;14.84%;-0.69%;-5.19%;26.28%;5.20%;-3.79%;-7.48%;-18.40%;-11.80%;11.76%
2017;13.37%;9.01%;18.27%;0.24%;-11.73%;12.81%;1.44%;19.67%;6.39%;4.19%;-4.96%;8.08%;77.06%
2018;3.48%;-6.17%;18.47%;7.37%;-15.34%;-11.10%;10.23%;-2.39%;-14.13%;1.47%;25.34%;-0.92%;13.30%
2019;-6.13%;-2.82%;-1.24%;-7.32%;-0.50%;12.79%;-1.34%;-10.67%;-1.64%;-9.07%;10.95%;20.83%;2.33%
2020;-7.10%;-10.50%;-40.77%;15.34%;8.65%;-2.10%;-4.96%;-10.51%;19.13%;-3.07%;16.49%;0.19%;-10.70%
2021;-9.74%;-10.01%;-4.45%;13.13%;21.82%;-3.32%;-9.67%;7.46%;13.37%;-4.88%;-13.95%;13.44%;14.79%
2022;-7.30%;0.00%;0.00%;0.00%;0.00%;0.00%;0.00%;0.00%;0.00%;0.00%;0.00%;0.00%;-7.45%
