;JAN;FEB;MAR;APR;MAY;JUN;JUL;AUG;SEP;OCT;NOV;DEC;EOY
2011;0.00%;0.00%;0.00%;0.00%;1.69%;-6.33%;0.71%;3.89%;-23.13%;6.19%;12.50%;-15.19%;-21.09%
2012;9.61%;25.10%;6.37%;5.57%;-11.42%;7.91%;1.02%;3.39%;-18.92%;-18.44%;-11.74%;-22.76%;-27.89%
2013;-4.21%;7.19%;8.20%;-2.41%;2.94%;-11.20%;5.53%;-6.95%;-8.26%;-22.14%;-10.09%;10.20%;-31.32%
2014;-6.48%;-7.92%;2.80%;5.65%;-6.93%;11.91%;-3.23%;-5.89%;-25.89%;-21.13%;18.93%;-13.51%;-52.06%
2015;-16.32%;-10.37%;1.85%;21.82%;23.13%;10.61%;-6.85%;-26.47%;16.00%;18.97%;-25.22%;20.16%;25.26%
2016;8.06%;20.30%;57.82%;20.03%;-9.21%;-4.35%;5.91%;-14.88%;0.50%;-6.19%;9.63%;-8.94%;71.59%
2017;14.29%;11.56%;-10.22%;-0.40%;2.86%;-4.95%;1.63%;8.32%;28.21%;0.58%;-16.15%;0.41%;37.00%
2018;-1.36%;23.03%;18.83%;-5.57%;-8.42%;-11.04%;6.33%;-9.88%;-5.28%;-0.28%;-2.10%;5.43%;10.91%
2019;6.50%;-7.76%;-6.48%;-11.80%;-0.69%;-10.37%;7.97%;-11.25%;15.45%;-1.37%;-9.57%;20.19%;-9.87%
2020;-17.60%;-18.06%;-52.61%;-6.50%;-10.70%;57.49%;5.32%;-3.97%;-5.64%;-7.97%;28.57%;33.67%;-7.65%
2021;-11.59%;-0.28%;-0.00%;32.00%;14.50%;16.26%;-2.60%;-6.84%;-10.57%;-19.84%;-15.00%;9.71%;13.67%
2022;-0.00%;-12.60%;-3.68%;0.00%;0.00%;0.00%;0.00%;0.00%;0.00%;0.00%;0.00%;0.00%;-11.89%
