;JAN;FEB;MAR;APR;MAY;JUN;JUL;AUG;SEP;OCT;NOV;DEC;EOY
2020;0.00%;0.00%;0.00%;0.00%;0.00%;0.00%;0.00%;0.00%;0.00%;0.00%;0.00%;44.74%;40.19%
2021;26.43%;-2.65%;-13.41%;-4.59%;-10.30%;-12.14%;5.94%;-8.58%;-20.22%;-19.68%;-20.56%;-0.00%;-71.05%
