;JAN;FEB;MAR;APR;MAY;JUN;JUL;AUG;SEP;OCT;NOV;DEC;EOY
2013;0.00%;0.00%;0.00%;3.37%;2.82%;1.51%;-7.31%;-2.40%;2.46%;-3.43%;-1.48%;-2.40%;-6.02%
2014;-4.06%;13.15%;1.64%;-2.92%;7.59%;-4.71%;4.01%;9.67%;-6.11%;7.93%;5.00%;-7.64%;25.78%
2015;7.71%;-3.68%;5.46%;1.76%;-5.79%;-4.54%;-1.08%;-11.19%;1.98%;6.38%;-10.60%;-7.20%;-17.11%
2016;-5.86%;1.86%;17.76%;0.62%;0.71%;13.82%;19.93%;-3.57%;-0.12%;14.90%;-11.63%;4.14%;51.66%
2017;8.01%;7.69%;2.97%;-5.45%;-5.57%;1.63%;1.38%;1.96%;0.43%;-3.89%;-4.04%;6.52%;12.37%
2018;0.54%;-0.77%;-1.81%;-0.72%;-10.28%;-2.69%;7.57%;-7.03%;4.28%;10.41%;4.57%;1.15%;4.97%
2019;17.57%;6.26%;1.48%;2.49%;4.37%;6.03%;2.55%;-1.96%;-2.69%;-2.73%;5.20%;8.15%;46.59%
2020;7.00%;-7.68%;-18.63%;3.37%;10.19%;-3.62%;0.83%;-3.06%;-0.55%;-2.79%;8.21%;9.51%;4.85%
2021;-4.66%;-7.82%;8.73%;7.25%;2.89%;-3.76%;-7.32%;3.60%;-4.03%;-2.51%;2.36%;-0.62%;-5.37%
2022;1.58%;0.00%;0.00%;0.00%;0.00%;0.00%;0.00%;0.00%;0.00%;0.00%;0.00%;0.00%;1.64%
