;JAN;FEB;MAR;APR;MAY;JUN;JUL;AUG;SEP;OCT;NOV;DEC;EOY
2004;0.00%;0.00%;0.00%;0.00%;0.00%;0.00%;0.00%;-40.00%;0.00%;0.00%;16.67%;6.00%;-17.33%
2005;0.00%;0.00%;0.00%;0.00%;0.00%;0.00%;0.00%;0.00%;0.00%;0.00%;0.00%;0.00%;0.00%
2006;0.00%;0.00%;0.00%;0.00%;0.00%;0.00%;0.00%;0.00%;0.00%;0.00%;0.00%;0.00%;0.00%
2007;-86.52%;0.00%;0.00%;0.00%;1900.00%;0.05%;0.00%;0.00%;0.00%;0.00%;0.00%;0.00%;1813.53%
2008;0.00%;0.00%;0.00%;0.00%;0.00%;0.00%;0.00%;0.00%;0.00%;0.00%;0.00%;0.00%;0.00%
2009;0.00%;0.00%;0.00%;0.00%;0.00%;0.00%;0.00%;0.00%;0.00%;0.54%;0.00%;3.03%;3.57%
2010;0.00%;0.00%;0.00%;0.00%;0.06%;0.00%;0.00%;0.77%;0.00%;0.00%;0.00%;2.32%;3.16%
2011;0.00%;0.00%;0.00%;0.00%;0.20%;0.00%;0.00%;0.00%;0.00%;0.00%;25.00%;1.14%;26.34%
2012;0.00%;0.00%;0.00%;0.00%;0.00%;0.00%;0.00%;0.00%;0.00%;0.00%;0.00%;0.00%;0.00%
2013;0.00%;0.00%;0.00%;0.00%;0.43%;0.00%;0.00%;0.00%;0.00%;0.00%;0.00%;0.00%;0.43%
2014;0.00%;0.00%;0.00%;0.00%;0.53%;0.00%;0.00%;0.00%;0.00%;0.00%;0.00%;0.00%;0.53%
2015;0.00%;0.00%;0.00%;0.00%;0.65%;0.00%;0.00%;0.00%;0.00%;0.00%;0.52%;0.00%;1.17%
2016;0.00%;0.00%;0.00%;1.31%;0.00%;0.00%;0.00%;0.00%;0.00%;0.00%;0.00%;0.00%;1.31%
2017;0.00%;0.00%;0.00%;0.00%;0.00%;0.00%;0.00%;0.00%;0.00%;0.00%;-11.60%;6.74%;-5.13%
2018;10.54%;5.28%;53.38%;23.68%;4.97%;4.34%;-0.93%;6.20%;1.63%;-21.28%;8.03%;-6.87%;83.77%
2019;20.80%;3.61%;-2.33%;-10.58%;-21.24%;2.40%;-6.64%;-5.18%;15.72%;-3.00%;18.14%;2.90%;13.78%
2020;-0.03%;-3.86%;-6.16%;10.11%;-3.93%;-2.83%;14.16%;19.52%;-9.26%;9.88%;12.89%;3.61%;54.12%
2021;6.00%;17.92%;-6.31%;0.18%;-11.56%;-1.51%;-9.60%;12.82%;-10.62%;-9.70%;14.08%;7.03%;7.81%
2022;-0.34%;-6.98%;0.15%;-9.73%;9.09%;-7.12%;-11.57%;0.00%;0.00%;0.00%;0.00%;0.00%;-25.61%
