;JAN;FEB;MAR;APR;MAY;JUN;JUL;AUG;SEP;OCT;NOV;DEC;EOY
2020;0.00%;3.40%;-15.49%;26.44%;15.11%;64.89%;10.88%;28.27%;-2.98%;16.00%;-4.35%;21.91%;165.02%
2021;27.03%;12.62%;-20.60%;25.91%;-9.07%;3.44%;-7.95%;-1.69%;-6.57%;-20.02%;-27.92%;-0.23%;-19.03%
2022;-26.29%;2.99%;-9.31%;0.00%;0.00%;0.00%;0.00%;0.00%;0.00%;0.00%;0.00%;0.00%;-29.99%
