;JAN;FEB;MAR;APR;MAY;JUN;JUL;AUG;SEP;OCT;NOV;DEC;EOY
2000;0.00%;-66.67%;0.00%;0.00%;100.00%;0.00%;0.00%;0.00%;0.00%;0.00%;0.00%;0.00%;166.67%
2001;0.00%;0.00%;0.00%;0.00%;0.00%;0.00%;75.66%;0.00%;0.00%;0.00%;0.00%;0.00%;75.66%
2002;0.00%;0.00%;0.00%;0.00%;0.00%;0.00%;0.00%;0.00%;0.00%;125.99%;-13.46%;33.36%;124.92%
2003;0.00%;0.00%;0.00%;0.00%;0.00%;149.98%;0.00%;0.00%;99.99%;-3.16%;0.00%;-0.18%;247.04%
2004;3.45%;-3.33%;0.00%;0.00%;0.00%;37.93%;22.50%;-16.33%;-7.32%;-10.53%;17.65%;5.00%;45.63%
2005;0.00%;66.66%;35.57%;-15.70%;-10.63%;-3.50%;10.14%;-23.82%;-13.64%;0.00%;-10.00%;0.00%;21.48%
2006;0.00%;13.89%;-17.07%;-0.06%;-5.89%;0.00%;0.00%;0.00%;0.00%;-34.96%;-0.10%;0.19%;-40.62%
2007;82.52%;0.00%;-14.21%;-23.25%;43.88%;27.78%;21.48%;0.00%;0.00%;0.00%;0.00%;0.00%;130.61%
2008;0.00%;-35.61%;-16.62%;-10.00%;44.81%;-23.22%;19.52%;0.00%;-28.12%;-20.00%;0.00%;79.00%;12.88%
2009;0.00%;-43.41%;0.00%;9.50%;46.46%;0.00%;-18.41%;8.62%;-6.61%;15.42%;-6.14%;6.92%;8.29%
2010;41.37%;-13.49%;11.65%;-19.28%;-1.59%;13.34%;-0.91%;9.54%;12.36%;10.00%;0.00%;8.14%;67.28%
2011;1.72%;3.31%;-16.48%;-9.00%;-7.40%;6.25%;0.00%;-11.76%;0.00%;3.40%;0.00%;0.00%;-29.06%
2012;-0.06%;0.00%;-0.00%;-12.02%;-1.95%;0.00%;-4.84%;8.25%;-0.00%;0.00%;0.00%;9.24%;-0.00%
2013;5.71%;0.00%;0.00%;16.70%;0.00%;0.29%;5.37%;0.00%;9.39%;0.06%;0.80%;0.00%;38.22%
2014;0.11%;13.19%;-2.50%;2.73%;10.72%;2.00%;0.00%;5.53%;-16.67%;2.86%;-1.11%;7.27%;31.91%
2015;0.00%;0.00%;0.00%;1.53%;0.00%;0.00%;0.00%;0.00%;-23.53%;0.00%;0.00%;-11.54%;-34.64%
2016;0.00%;0.00%;0.00%;1.33%;-4.26%;-0.09%;0.00%;4.87%;0.00%;-5.45%;0.00%;0.00%;-3.61%
2017;0.00%;0.10%;7.59%;26.89%;-7.14%;-18.92%;-0.38%;6.67%;2.68%;0.00%;-2.17%;-2.22%;35.89%
2018;4.55%;8.70%;8.00%;-5.67%;-2.40%;-1.64%;16.67%;-3.57%;2.15%;8.05%;0.74%;-4.73%;31.56%
2019;18.81%;26.49%;-0.88%;-5.94%;0.00%;7.79%;2.49%;0.00%;4.76%;-4.09%;1.90%;6.51%;59.85%
2020;4.85%;4.12%;-8.80%;-7.69%;-12.98%;38.12%;4.69%;-15.18%;10.36%;0.78%;6.21%;11.50%;43.79%
2021;35.53%;-5.04%;17.93%;67.32%;30.42%;18.35%;-2.35%;7.06%;-10.60%;-3.28%;-4.93%;0.00%;142.43%
