;JAN;FEB;MAR;APR;MAY;JUN;JUL;AUG;SEP;OCT;NOV;DEC;EOY
2006;0.00%;0.00%;0.00%;0.00%;0.00%;0.00%;0.00%;0.00%;0.00%;0.00%;0.00%;6.51%;6.59%
2007;14.62%;5.23%;-0.61%;11.71%;13.54%;3.85%;-0.00%;0.93%;3.67%;-4.42%;-7.78%;-11.65%;30.51%
2008;-12.95%;17.47%;-11.31%;7.52%;1.17%;-5.53%;0.00%;-2.44%;-22.55%;-2.11%;-6.81%;-9.90%;-44.29%
2009;3.91%;-3.77%;-0.00%;20.74%;14.15%;-8.17%;3.92%;5.79%;12.34%;40.47%;12.87%;101.48%;194.30%
2010;-4.93%;14.40%;-6.92%;-8.02%;-2.46%;13.54%;4.93%;13.27%;6.42%;25.69%;10.42%;-1.22%;66.49%
2011;-10.32%;-0.44%;17.81%;-0.60%;12.20%;-8.77%;3.81%;7.49%;1.05%;-2.84%;-7.04%;10.01%;23.85%
2012;9.77%;2.40%;3.68%;22.88%;6.19%;-5.56%;5.38%;9.55%;4.13%;-1.44%;2.86%;-0.65%;60.39%
2013;-5.41%;-9.75%;2.76%;22.34%;5.63%;-5.96%;8.49%;-5.78%;10.44%;4.02%;3.26%;4.89%;36.18%
2014;-8.44%;-4.78%;7.15%;12.73%;6.15%;1.77%;6.40%;5.37%;-7.82%;9.25%;9.05%;2.62%;41.45%
2015;4.97%;1.16%;5.54%;6.21%;19.16%;-1.14%;10.07%;-12.05%;-0.51%;10.55%;0.71%;-3.03%;43.01%
2016;6.88%;0.50%;14.73%;6.64%;7.17%;21.13%;-2.33%;1.42%;3.09%;-7.19%;1.32%;9.79%;64.91%
2017;-11.03%;6.60%;-3.46%;7.69%;13.18%;-1.71%;11.67%;33.20%;5.57%;8.92%;-3.11%;5.93%;71.69%
2018;4.53%;-7.94%;-0.66%;1.06%;-7.12%;-4.25%;6.10%;-1.73%;-0.08%;3.20%;5.14%;10.07%;11.49%
2019;18.91%;1.53%;0.85%;5.05%;3.80%;13.77%;-4.16%;0.45%;-3.37%;-8.48%;10.83%;7.59%;46.25%
2020;4.68%;-6.63%;-10.64%;4.02%;-2.96%;7.60%;-2.88%;4.80%;-4.45%;5.08%;16.69%;13.09%;34.98%
2021;-2.61%;-8.05%;2.92%;14.96%;20.28%;0.48%;-0.23%;-3.46%;33.61%;-18.53%;-6.11%;2.09%;32.31%
2022;890.48%;-7.93%;9.42%;-91.10%;0.00%;0.00%;0.00%;0.00%;0.00%;0.00%;0.00%;0.00%;782.56%
