;JAN;FEB;MAR;APR;MAY;JUN;JUL;AUG;SEP;OCT;NOV;DEC;EOY
2007;0.00%;0.00%;0.00%;0.73%;38.55%;-2.17%;1.78%;-16.16%;-0.31%;-16.41%;-26.25%;-4.07%;-25.68%
2008;16.08%;-0.61%;-3.77%;4.64%;38.69%;-11.58%;-13.97%;-2.90%;-50.75%;-39.39%;-17.50%;0.00%;-92.77%
2009;4.85%;6.94%;-18.92%;24.39%;6.25%;-1.60%;43.48%;26.89%;17.01%;-9.18%;-0.56%;7.81%;105.87%
2010;-6.50%;-2.90%;-2.69%;-12.27%;-13.25%;7.44%;16.15%;-0.99%;3.68%;3.39%;3.86%;8.36%;7.36%
2011;-7.43%;-0.93%;25.86%;5.94%;16.18%;1.06%;-5.26%;1.11%;-10.99%;7.90%;14.19%;9.82%;57.90%
2012;6.07%;8.47%;-1.84%;-0.17%;0.17%;0.17%;2.50%;28.13%;-3.55%;16.05%;-2.27%;-0.12%;52.08%
2013;0.70%;-1.96%;-9.41%;-4.38%;-5.49%;-8.55%;-8.87%;15.93%;-2.29%;-12.81%;-18.82%;-5.96%;-59.15%
2014;-5.63%;8.21%;-8.51%;-8.79%;-10.99%;20.69%;-3.64%;-0.27%;-2.97%;-12.26%;-7.62%;-19.24%;-50.93%
2015;-8.51%;-5.12%;-1.96%;-6.00%;-5.32%;5.06%;4.81%;-14.80%;-13.17%;20.69%;-22.29%;-6.62%;-49.54%
2016;-1.57%;-7.20%;34.48%;-5.13%;-24.32%;-3.57%;70.37%;-6.52%;-6.98%;8.75%;-14.37%;-5.37%;28.07%
2017;46.10%;23.30%;-2.76%;-2.02%;-10.33%;-12.90%;-3.17%;7.10%;19.39%;-5.56%;-14.48%;-7.41%;36.34%
2018;8.57%;-5.26%;-13.89%;8.39%;-30.36%;-5.98%;-2.73%;11.21%;-5.04%;39.82%;22.78%;-1.03%;21.05%
2019;-2.60%;22.46%;6.99%;4.20%;1.23%;16.60%;32.64%;5.76%;4.95%;6.13%;26.00%;27.25%;146.17%
2020;10.38%;-10.93%;-50.07%;18.86%;14.90%;48.54%;29.86%;-22.17%;-1.55%;-7.31%;14.15%;6.40%;38.51%
2021;-7.55%;-10.25%;7.41%;4.41%;11.57%;-4.59%;2.61%;-11.39%;-10.44%;-13.11%;-5.81%;18.72%;-15.80%
2022;15.23%;-8.55%;0.00%;0.00%;0.00%;0.00%;0.00%;0.00%;0.00%;0.00%;0.00%;0.00%;6.70%
