;JAN;FEB;MAR;APR;MAY;JUN;JUL;AUG;SEP;OCT;NOV;DEC;EOY
2019;0.00%;0.00%;0.00%;0.00%;0.00%;0.00%;0.00%;0.00%;0.00%;0.00%;-6.89%;7.04%;0.89%
2020;-9.54%;-4.69%;-56.07%;41.04%;0.21%;8.87%;-1.75%;19.05%;-4.48%;2.43%;12.88%;-3.23%;4.61%
2021;-3.03%;-11.84%;6.90%;4.50%;14.13%;2.21%;-17.48%;-24.98%;-18.90%;-15.95%;6.60%;-4.80%;-61.40%
2022;6.99%;-21.43%;6.58%;-20.51%;-29.00%;-26.05%;21.30%;0.00%;0.00%;0.00%;0.00%;0.00%;-67.45%
