;JAN;FEB;MAR;APR;MAY;JUN;JUL;AUG;SEP;OCT;NOV;DEC;EOY
2000;3.60%;0.00%;0.00%;27.57%;13.66%;-9.48%;-0.95%;-3.85%;-4.00%;0.00%;0.00%;-16.67%;8.82%
2001;0.00%;0.00%;4.72%;-16.45%;0.00%;0.00%;0.00%;0.00%;0.00%;0.00%;0.00%;0.00%;-11.72%
2002;0.00%;0.00%;41.40%;-9.09%;0.00%;-11.09%;0.00%;0.00%;0.00%;0.00%;0.00%;0.00%;21.22%
2003;0.00%;15.00%;8.70%;20.00%;8.33%;23.08%;-6.25%;-2.00%;11.56%;-0.00%;1.22%;4.82%;839.21%
2004;1.15%;5.68%;7.56%;-0.14%;0.11%;-12.51%;8.58%;15.79%;18.18%;5.38%;8.03%;3.38%;62.91%
2005;4.58%;18.74%;-5.26%;0.00%;0.00%;0.00%;0.00%;-11.11%;0.00%;0.00%;0.00%;-21.88%;-15.30%
2006;-4.00%;16.67%;1.43%;0.00%;0.00%;0.00%;0.00%;-14.08%;-1.64%;-16.58%;-0.10%;4.00%;-16.00%
2007;5.77%;0.00%;-1.81%;6.47%;0.00%;0.00%;-99.85%;-14.29%;-16.67%;0.00%;-13.33%;0.00%;-12.29%
2008;-7.69%;-8.33%;-18.18%;33.33%;-8.33%;0.00%;-18.18%;0.00%;-22.22%;-28.57%;-20.00%;25.00%;-24.30%
2009;0.00%;-20.00%;25.00%;20.00%;33.33%;0.00%;-12.50%;42.86%;10.00%;9.09%;0.00%;16.67%;162.99%
2010;7.14%;0.00%;-13.33%;3.34%;-7.69%;0.00%;0.00%;8.33%;0.00%;-7.69%;0.00%;0.00%;6.68%
2011;0.00%;0.00%;0.00%;3.63%;-8.33%;9.09%;-8.33%;-9.09%;10.00%;18.18%;7.69%;14.29%;63.51%
2012;-6.25%;13.33%;5.88%;2.39%;16.67%;-9.52%;31.58%;-4.00%;0.00%;4.17%;4.00%;3.85%;63.36%
2013;18.52%;3.13%;-6.06%;-12.90%;-20.99%;-4.76%;0.00%;-15.00%;17.65%;-10.00%;5.56%;5.26%;-19.77%
2014;20.00%;-4.17%;0.00%;1.86%;17.39%;0.00%;-29.63%;-21.05%;-33.33%;0.00%;-10.00%;-22.22%;-80.68%
2015;-4.29%;-10.30%;8.15%;-7.69%;8.33%;-22.62%;-26.44%;-20.54%;-11.90%;8.11%;24.64%;8.88%;-34.09%
2016;-21.32%;7.02%;-48.12%;60.49%;11.76%;11.28%;31.76%;28.21%;3.60%;-5.41%;12.65%;8.51%;91.33%
2017;-11.52%;39.81%;5.13%;68.81%;7.30%;-0.72%;4.09%;23.42%;3.52%;-6.86%;-2.24%;-5.36%;132.54%
2018;19.11%;1.07%;5.77%;1.00%;25.19%;-10.88%;12.91%;18.28%;3.97%;-2.41%;16.89%;17.50%;106.52%
2019;-7.18%;15.46%;8.24%;-7.66%;-19.39%;9.70%;19.81%;-6.32%;-18.68%;3.71%;-11.01%;14.29%;1.53%
2020;1.88%;-2.39%;-26.16%;25.14%;3.87%;-3.16%;-5.26%;-2.80%;-3.92%;13.02%;14.09%;32.05%;40.76%
2021;31.16%;4.84%;29.57%;-1.01%;19.52%;26.72%;18.62%;-0.93%;-27.20%;20.83%;-40.00%;29.32%;93.88%
2022;-10.07%;-12.92%;-2.30%;-7.92%;-20.38%;0.00%;0.00%;0.00%;0.00%;0.00%;0.00%;0.00%;-50.77%
