;JAN;FEB;MAR;APR;MAY;JUN;JUL;AUG;SEP;OCT;NOV;DEC;EOY
2009;0.00%;0.00%;0.00%;0.00%;0.00%;0.00%;0.00%;0.00%;0.00%;0.00%;0.00%;0.77%;0.95%
2010;5.98%;2.57%;-4.95%;-6.68%;0.39%;12.30%;2.05%;6.21%;-2.78%;4.76%;3.64%;17.61%;42.28%
2011;-6.19%;-11.80%;9.98%;-3.30%;10.87%;-12.58%;-7.26%;9.86%;-2.43%;-3.52%;-4.85%;4.19%;-15.04%
2012;6.78%;7.18%;-1.59%;1.91%;-1.71%;5.63%;-16.04%;3.59%;9.98%;-1.48%;-3.73%;0.66%;11.72%
2013;-3.47%;-1.12%;-13.64%;0.53%;4.82%;-9.09%;6.59%;-3.44%;-0.54%;-5.45%;13.45%;-5.26%;-17.00%
2014;0.27%;8.40%;-3.60%;-19.07%;14.44%;-1.87%;-11.19%;7.17%;-11.51%;16.11%;1.14%;2.07%;0.52%
2015;-14.93%;-0.29%;15.86%;2.31%;5.68%;6.08%;-1.91%;-7.25%;-2.11%;0.86%;-1.10%;-1.30%;3.17%
2016;-8.75%;11.64%;32.21%;16.62%;3.88%;5.97%;13.53%;23.25%;0.31%;10.17%;-7.55%;-3.53%;91.79%
2017;6.54%;14.06%;-1.28%;24.16%;8.09%;-5.58%;12.05%;6.24%;-7.03%;-2.00%;-9.18%;12.89%;56.83%
2018;1.77%;-9.57%;2.36%;-3.80%;-5.86%;7.61%;3.52%;-5.51%;-17.12%;-2.11%;3.60%;-8.43%;-31.63%
2019;13.35%;-10.23%;5.63%;1.72%;-4.58%;7.83%;10.21%;2.87%;10.08%;-3.67%;11.98%;7.12%;51.87%
2020;1.91%;-2.04%;-31.99%;12.65%;2.41%;5.31%;4.15%;1.91%;1.46%;3.29%;-2.89%;1.73%;0.92%
2021;-1.93%;2.17%;-2.71%;-0.20%;3.60%;-2.08%;-9.88%;1.86%;-6.51%;-14.87%;-7.22%;4.08%;-32.05%
2022;12.40%;-11.18%;-6.95%;-9.93%;5.27%;7.38%;-1.72%;0.00%;0.00%;0.00%;0.00%;0.00%;-2.50%
