;JAN;FEB;MAR;APR;MAY;JUN;JUL;AUG;SEP;OCT;NOV;DEC;EOY
2000;0.00%;0.00%;0.00%;0.00%;0.00%;25.88%;0.00%;55.76%;0.00%;100.00%;-95.00%;0.00%;86.63%
2001;0.00%;-56.00%;0.00%;0.00%;0.00%;0.00%;0.00%;81.82%;0.00%;0.00%;0.00%;0.00%;21.48%
2002;0.00%;0.00%;0.00%;25.00%;0.00%;-36.00%;1.06%;0.00%;0.00%;0.00%;0.00%;0.00%;-9.45%
2003;0.00%;-14.00%;0.00%;0.00%;0.00%;0.00%;0.00%;8.30%;-10.85%;-21.74%;5.56%;21.05%;-4.09%
2004;0.00%;-13.04%;0.00%;0.00%;-5.00%;0.00%;-5.26%;0.00%;-2.22%;-11.36%;53.85%;70.00%;69.03%
2005;-1.96%;-32.50%;-3.70%;-3.85%;17.60%;1.36%;-2.68%;2.76%;-22.15%;6.03%;-6.50%;20.87%;-11.53%
2006;-7.91%;-10.16%;0.87%;16.38%;-7.41%;-4.80%;-3.36%;12.17%;0.78%;-3.85%;3.20%;-13.95%;-3.79%
2007;38.74%;-11.04%;-5.11%;46.15%;32.63%;21.16%;36.33%;-31.78%;8.96%;-4.61%;-1.72%;-32.63%;114.47%
2008;13.54%;18.81%;-16.60%;22.22%;-6.11%;-15.38%;-9.09%;4.21%;1.01%;-7.50%;-5.41%;0.00%;27.31%
2009;-2.86%;0.00%;-23.53%;-11.54%;34.78%;-9.68%;35.71%;-17.89%;-16.67%;0.00%;0.77%;-3.82%;-12.97%
2010;11.11%;3.57%;10.34%;-9.38%;-1.38%;-11.89%;26.19%;15.09%;1.09%;-14.05%;-13.84%;7.30%;39.75%
2011;0.68%;4.73%;-10.32%;90.65%;70.56%;411.59%;-71.95%;-32.32%;-20.90%;-1.89%;-1.92%;-15.69%;234.38%
2012;11.63%;2.08%;-12.24%;-18.60%;-34.29%;-21.74%;-5.56%;-0.00%;0.00%;0.00%;-5.88%;-6.25%;-83.62%
2013;-13.33%;-0.00%;-23.08%;0.00%;17.08%;-4.98%;-1.87%;1.45%;-5.49%;0.40%;-15.78%;3.58%;-22.35%
2014;-10.82%;0.41%;3.05%;1.97%;-12.27%;-1.43%;-2.79%;-8.28%;5.26%;-1.90%;-2.91%;-6.50%;-30.27%
2015;-15.37%;-7.42%;-1.02%;-13.45%;-0.60%;11.22%;2.70%;-22.98%;-11.39%;-3.86%;37.17%;16.57%;-0.19%
2016;-16.39%;5.20%;-1.14%;34.04%;19.23%;4.69%;37.93%;-8.33%;-22.73%;18.71%;5.05%;-1.13%;82.62%
2017;14.79%;6.40%;-5.86%;7.88%;0.00%;1.92%;12.45%;7.38%;12.19%;10.53%;17.94%;-2.61%;92.71%
2018;0.83%;-7.75%;-0.99%;-7.10%;7.59%;2.00%;-1.40%;18.96%;0.80%;3.56%;0.00%;3.05%;26.38%
2019;2.96%;5.90%;-0.27%;8.65%;3.45%;3.00%;5.91%;1.11%;-3.85%;5.63%;-3.98%;-1.04%;31.32%
2020;-3.22%;-2.94%;-24.85%;-2.02%;-11.11%;4.26%;11.46%;-7.77%;-0.65%;-1.30%;-0.44%;10.62%;-17.33%
2021;-8.80%;0.22%;-7.88%;26.84%;79.78%;27.08%;-1.64%;4.15%;-5.44%;-13.69%;-12.16%;-22.01%;64.81%
2022;-0.69%;8.07%;-20.99%;-21.57%;0.00%;0.00%;0.00%;0.00%;0.00%;0.00%;0.00%;0.00%;-36.18%
