;JAN;FEB;MAR;APR;MAY;JUN;JUL;AUG;SEP;OCT;NOV;DEC;EOY
2021;0.00%;0.00%;0.00%;19.43%;-5.69%;-9.44%;16.69%;-11.62%;1.14%;-17.29%;-32.01%;-4.49%;-47.87%
2022;-4.10%;0.00%;0.00%;0.00%;0.00%;0.00%;0.00%;0.00%;0.00%;0.00%;0.00%;0.00%;-4.07%
