;JAN;FEB;MAR;APR;MAY;JUN;JUL;AUG;SEP;OCT;NOV;DEC;EOY
2000;0.00%;0.00%;0.00%;0.00%;0.00%;0.71%;48.59%;-33.65%;0.00%;114.29%;0.00%;0.00%;149.16%
2001;6.67%;-6.25%;0.00%;-16.67%;-12.00%;0.00%;0.00%;-0.00%;0.00%;0.00%;0.00%;-1.98%;-29.40%
2002;0.00%;0.17%;0.00%;0.00%;48.15%;-15.63%;0.00%;0.00%;11.11%;0.00%;0.00%;0.00%;49.40%
2003;6.67%;0.00%;0.00%;-37.50%;75.00%;-71.43%;0.00%;0.00%;200.00%;0.00%;0.00%;0.00%;164.55%
2004;6.67%;0.00%;0.00%;0.00%;0.00%;0.00%;0.00%;0.00%;0.00%;0.00%;0.00%;0.00%;6.67%
2005;0.00%;0.00%;0.00%;0.00%;0.00%;0.00%;9.37%;-8.57%;-1.56%;0.00%;0.00%;0.00%;1.65%
2006;-4.76%;0.00%;5.00%;0.00%;1.59%;0.00%;-9.38%;-1.72%;0.00%;0.00%;-29.82%;0.00%;-38.89%
2007;-15.00%;352.94%;-48.05%;0.00%;-91.00%;-17.50%;-11.11%;-19.32%;-2.82%;-10.14%;-9.68%;3.57%;3081.94%
2008;-24.14%;6.82%;-19.15%;5.26%;-5.00%;7.89%;-14.63%;-11.43%;-19.35%;-12.00%;-4.55%;0.00%;-35.94%
2009;-9.52%;-10.53%;47.06%;12.00%;-0.00%;7.14%;70.00%;-13.73%;-9.09%;2.50%;-4.88%;-0.00%;96.15%
2010;20.51%;12.77%;-5.66%;-22.00%;-10.26%;0.00%;25.71%;-6.82%;21.95%;-2.00%;6.12%;-13.46%;54.58%
2011;0.00%;4.44%;-2.13%;10.87%;17.65%;106.67%;-31.45%;-36.47%;-11.11%;-4.17%;-10.87%;-7.32%;125.43%
2012;7.89%;-2.44%;-7.50%;5.41%;-17.95%;-25.00%;0.00%;-4.17%;-0.00%;-13.04%;-25.00%;13.33%;-66.42%
2013;-5.88%;-12.50%;-7.14%;7.69%;128.57%;-6.25%;-6.67%;3.57%;3.45%;-10.00%;3.70%;21.43%;154.95%
2014;-11.76%;3.33%;-3.23%;0.00%;-6.67%;14.29%;37.50%;-4.55%;9.52%;-15.22%;2.56%;-22.50%;12.58%
2015;12.90%;-11.43%;12.90%;-5.71%;9.09%;-2.78%;-5.71%;-12.12%;-10.34%;-10.26%;17.00%;0.12%;24.20%
2016;-2.68%;-1.00%;-36.71%;20.00%;-4.83%;-7.18%;10.38%;5.81%;8.89%;-23.00%;-2.70%;-17.23%;-40.70%
2017;-3.83%;7.21%;4.41%;29.33%;69.59%;-33.74%;28.44%;1.31%;0.00%;-2.35%;-10.35%;17.05%;106.52%
2018;3.21%;-20.33%;10.46%;-6.69%;3.11%;-0.52%;-15.83%;-4.39%;9.67%;7.32%;-6.69%;1.79%;-6.70%
2019;2.79%;-0.14%;-20.57%;-0.00%;-2.88%;-0.19%;3.71%;71.56%;-38.79%;-3.75%;6.19%;50.33%;91.62%
2020;11.86%;-4.76%;-53.17%;2.22%;1.96%;88.27%;-4.87%;-0.48%;-10.17%;-2.13%;6.12%;0.64%;80.24%
2021;31.21%;-10.58%;-0.11%;6.09%;1.54%;29.47%;17.38%;-4.45%;-11.61%;-4.87%;15.70%;-43.21%;63.93%
2022;2.77%;0.00%;0.00%;0.00%;0.00%;0.00%;0.00%;0.00%;0.00%;0.00%;0.00%;0.00%;3.01%
