;JAN;FEB;MAR;APR;MAY;JUN;JUL;AUG;SEP;OCT;NOV;DEC;EOY
2016;0.00%;0.00%;0.00%;0.00%;0.00%;0.00%;0.00%;0.00%;0.00%;0.00%;0.00%;0.00%;0.00%
2017;7.73%;0.00%;0.00%;0.00%;0.00%;10.87%;4.82%;102.16%;-12.90%;-10.91%;6.25%;-4.59%;115.79%
2018;4.61%;2.30%;-0.59%;7.02%;-5.45%;-8.82%;3.10%;-4.75%;1.35%;6.67%;-2.12%;6.00%;14.16%
2019;21.20%;107.65%;-6.63%;2.68%;10.20%;-4.19%;1.99%;27.43%;-8.30%;7.00%;7.73%;42.81%;186.79%
2020;-6.37%;-10.09%;-40.91%;12.18%;4.28%;60.80%;51.24%;-15.80%;-14.69%;-2.61%;14.95%;3.23%;37.26%
2021;4.40%;-4.11%;3.78%;13.07%;39.02%;-4.19%;4.54%;-2.52%;-13.68%;-8.58%;-2.60%;-4.73%;24.88%
2022;16.96%;3.75%;-1.81%;-15.05%;4.49%;0.00%;0.00%;0.00%;0.00%;0.00%;0.00%;0.00%;12.79%
