;JAN;FEB;MAR;APR;MAY;JUN;JUL;AUG;SEP;OCT;NOV;DEC;EOY
2005;0.00%;0.00%;0.00%;0.00%;-3.91%;14.03%;9.52%;17.39%;14.20%;4.32%;22.28%;21.31%;94.30%
2006;23.68%;2.51%;1.38%;19.57%;-17.05%;9.59%;11.25%;-3.93%;8.30%;15.12%;4.11%;15.79%;92.02%
2007;0.00%;-12.84%;12.59%;-0.79%;5.04%;-0.78%;-12.56%;2.63%;-2.31%;3.67%;-10.13%;6.65%;-2.54%
2008;-15.03%;23.99%;-15.84%;30.44%;0.00%;-17.67%;4.18%;-10.87%;-39.51%;-12.38%;-22.66%;6.81%;-63.73%
2009;15.49%;-2.44%;1.38%;39.84%;9.42%;-1.71%;25.90%;10.67%;5.42%;4.72%;5.95%;-4.34%;107.74%
2010;5.28%;-0.20%;-4.57%;3.97%;-1.90%;9.69%;16.31%;0.74%;16.12%;-0.90%;0.04%;-4.47%;43.35%
2011;-6.71%;-6.19%;8.51%;6.12%;-2.16%;6.08%;-3.98%;3.55%;-10.04%;5.90%;4.18%;-6.57%;3.12%
2012;12.38%;10.56%;6.16%;-3.13%;-1.29%;-5.16%;9.77%;7.94%;-0.98%;0.44%;-0.14%;5.26%;44.30%
2013;-1.98%;2.57%;-3.64%;-1.09%;-3.45%;-3.57%;2.96%;-3.11%;4.57%;26.75%;-4.81%;-1.78%;13.49%
2014;-7.88%;2.16%;6.32%;0.87%;7.04%;2.65%;-0.68%;10.35%;-11.14%;1.07%;-2.83%;2.30%;12.40%
2015;-1.15%;-0.06%;4.86%;-4.03%;-8.78%;-3.67%;-8.66%;-19.68%;9.06%;7.00%;2.19%;-6.59%;-27.24%
2016;-11.07%;4.83%;29.19%;11.75%;0.77%;3.76%;17.41%;0.02%;-1.61%;0.33%;-12.54%;-0.61%;42.93%
2017;7.69%;4.56%;8.65%;13.51%;-3.48%;3.84%;15.40%;14.74%;-2.79%;0.28%;3.84%;10.48%;76.51%
2018;16.86%;0.62%;10.97%;-2.89%;-11.33%;-3.78%;0.08%;-9.35%;5.98%;26.37%;-6.40%;10.85%;38.72%
2019;11.93%;3.75%;-4.03%;9.50%;5.11%;8.00%;7.37%;6.91%;-3.14%;-5.02%;4.31%;10.76%;57.01%
2020;13.12%;-7.63%;-46.78%;30.00%;12.55%;6.53%;24.47%;-5.28%;17.70%;7.08%;10.78%;2.71%;65.65%
2021;-7.35%;-9.20%;3.13%;7.65%;-2.53%;2.31%;-2.89%;-10.76%;-1.59%;-16.83%;12.83%;3.93%;-17.78%
2022;10.57%;-1.84%;6.48%;-13.36%;5.02%;0.00%;0.00%;0.00%;0.00%;0.00%;0.00%;0.00%;7.76%
