;JAN;FEB;MAR;APR;MAY;JUN;JUL;AUG;SEP;OCT;NOV;DEC;EOY
2007;0.00%;0.00%;0.00%;0.00%;0.00%;0.00%;0.00%;0.00%;0.00%;0.00%;0.00%;0.00%;0.00%
2008;0.80%;3.52%;6.48%;2.06%;-1.52%;-6.36%;5.15%;-16.15%;1.99%;-2.56%;0.00%;0.00%;2.08%
2009;14.00%;-7.89%;11.79%;0.00%;-2.02%;0.00%;0.00%;0.00%;0.00%;0.00%;0.00%;0.00%;16.58%
2010;0.00%;0.00%;15.35%;0.48%;0.00%;-1.50%;-7.78%;10.73%;-0.10%;4.90%;5.00%;9.71%;38.28%
2011;0.42%;4.25%;-0.00%;47.21%;0.00%;0.00%;-11.40%;2.61%;0.13%;0.46%;0.87%;0.00%;42.61%
2012;8.91%;0.00%;0.00%;4.12%;-3.03%;0.00%;-2.19%;2.24%;-0.63%;0.00%;-5.66%;-31.60%;-31.77%
2013;-0.28%;-8.00%;0.00%;1.01%;0.00%;0.00%;0.00%;0.00%;0.00%;0.00%;10.00%;0.00%;2.79%
2014;2.52%;0.00%;-2.47%;8.79%;0.58%;0.00%;0.00%;3.59%;-17.93%;0.00%;0.00%;-2.47%;-7.15%
2015;0.92%;1.28%;0.00%;6.78%;0.00%;0.83%;0.00%;0.00%;0.00%;7.58%;0.00%;0.00%;17.43%
2016;0.00%;8.35%;0.00%;7.43%;25.12%;0.00%;0.00%;1.74%;2.04%;32.24%;0.28%;0.72%;77.54%
2017;0.00%;0.00%;2.25%;0.00%;0.00%;0.00%;1.32%;0.00%;57.45%;0.00%;0.00%;0.27%;56.04%
2018;0.00%;0.00%;1.84%;-14.90%;0.00%;0.00%;-5.68%;0.00%;0.00%;-0.71%;-2.37%;-3.09%;-24.81%
2019;17.47%;-8.02%;0.00%;5.01%;-2.92%;0.00%;13.58%;0.00%;0.00%;2.80%;0.00%;0.00%;27.81%
2020;17.67%;0.00%;0.00%;0.14%;0.00%;0.00%;0.00%;-20.03%;0.12%;4.23%;-5.03%;8.24%;4.77%
2021;-9.84%;0.57%;-5.87%;12.03%;8.03%;43.80%;0.25%;-26.78%;-8.46%;6.12%;-10.00%;2.06%;8.58%
2022;2.45%;18.03%;5.56%;8.82%;18.13%;-11.16%;-5.08%;0.00%;0.00%;0.00%;0.00%;0.00%;38.78%
