;JAN;FEB;MAR;APR;MAY;JUN;JUL;AUG;SEP;OCT;NOV;DEC;EOY
2005;0.00%;0.00%;0.00%;0.00%;0.00%;0.00%;-0.26%;37.40%;1.16%;-10.50%;36.67%;-4.52%;54.55%
2006;35.29%;2.90%;0.23%;7.73%;-18.48%;14.67%;-4.65%;-0.61%;11.66%;11.98%;10.40%;11.73%;84.71%
2007;-14.88%;6.54%;-6.32%;-1.22%;0.09%;1.80%;-5.58%;1.48%;7.67%;5.95%;-17.70%;-10.03%;-26.39%
2008;-1.26%;8.85%;-22.35%;5.37%;-8.50%;-14.57%;-9.03%;11.21%;15.70%;-21.43%;25.45%;-28.84%;17.41%
2009;37.47%;-3.11%;-9.79%;11.19%;16.77%;-12.53%;-17.46%;-1.45%;7.71%;-6.30%;15.64%;12.42%;62.09%
2010;-2.10%;5.00%;-4.76%;-10.94%;14.92%;4.14%;-4.79%;0.58%;3.86%;-3.58%;-1.43%;-1.30%;6.46%
2011;9.99%;2.14%;8.10%;6.41%;2.44%;1.14%;-15.73%;29.60%;-10.49%;3.45%;-6.11%;9.35%;74.69%
2012;4.98%;7.11%;12.13%;-1.85%;-14.02%;14.46%;-23.48%;-6.44%;-2.00%;-8.05%;4.44%;9.04%;-5.27%
2013;7.32%;-1.70%;3.12%;-4.82%;-2.32%;-0.86%;5.08%;10.85%;9.36%;10.80%;1.32%;6.85%;47.33%
2014;2.51%;-9.34%;3.40%;2.53%;3.06%;6.25%;-6.97%;4.74%;2.38%;4.50%;-7.80%;-6.20%;4.78%
2015;2.92%;-0.50%;-10.90%;-8.65%;-0.58%;7.69%;-8.12%;-6.28%;-14.66%;12.52%;-9.47%;-10.33%;-44.42%
2016;-7.14%;9.11%;15.25%;-2.09%;-6.81%;-3.93%;21.49%;-0.00%;-4.93%;12.15%;-6.32%;-5.66%;22.46%
2017;14.30%;9.05%;3.48%;2.19%;-3.31%;-1.31%;8.68%;6.02%;2.39%;5.02%;-2.05%;11.02%;55.23%
2018;3.05%;4.44%;2.13%;11.07%;-15.36%;-1.72%;-5.20%;-0.89%;-4.56%;-1.19%;2.33%;-0.08%;-3.15%
2019;6.01%;-4.68%;-0.25%;-0.85%;-5.90%;5.73%;5.07%;1.91%;-3.17%;-2.78%;18.56%;15.73%;35.21%
2020;7.55%;-3.70%;-22.88%;2.57%;6.74%;4.26%;10.92%;-9.08%;-8.80%;-7.78%;13.84%;10.44%;8.25%
2021;-9.22%;-3.76%;-1.02%;-3.79%;-0.16%;-4.16%;-1.82%;10.07%;-5.24%;-4.51%;22.99%;-2.97%;-3.91%
2022;0.91%;4.30%;0.00%;0.00%;0.00%;0.00%;0.00%;0.00%;0.00%;0.00%;0.00%;0.00%;5.59%
