Date;Open;High;Low;Close;Adj Close;Volume;MM200;Mayer;Variation;Gain;Loss;Simple RS;Classic RS;Simple RSI;Classic RSI
2010-01-04;44.0;44.0;44.0;44.0;33.60480880737305;0;;;;0.0;0.0;;;;
2010-01-05;44.0;44.0;44.0;44.0;33.60480880737305;0;;;0.0;0.0;0.0;;;;
2010-01-06;44.0;44.0;44.0;44.0;33.60480880737305;0;;;0.0;0.0;0.0;;;;
2010-01-07;44.0;44.0;44.0;44.0;33.60480880737305;0;;;0.0;0.0;0.0;;;;
2010-01-08;44.0;44.0;44.0;44.0;33.60480880737305;0;;;0.0;0.0;0.0;;;;
2010-01-11;44.0;44.0;44.0;44.0;33.60480880737305;0;;;0.0;0.0;0.0;;;;
2010-01-12;44.0;44.0;44.0;44.0;33.60480880737305;0;;;0.0;0.0;0.0;;;;
2010-01-13;44.0;44.0;44.0;44.0;33.60480880737305;0;;;0.0;0.0;0.0;;;;
2010-01-14;44.0;44.0;44.0;44.0;33.60480880737305;0;;;0.0;0.0;0.0;;;;
2010-01-15;44.0;44.0;44.0;44.0;33.60480880737305;0;;;0.0;0.0;0.0;;;;
2010-01-18;44.0;44.0;44.0;44.0;33.60480880737305;0;;;0.0;0.0;0.0;;;;
2010-01-19;44.0;44.0;44.0;44.0;33.60480880737305;0;;;0.0;0.0;0.0;;;;
2010-01-20;44.0;44.0;44.0;44.0;33.60480880737305;0;;;0.0;0.0;0.0;;;;
2010-01-21;44.0;44.0;44.0;44.0;33.60480880737305;0;;;0.0;0.0;0.0;;;;
2010-01-22;44.0;44.0;44.0;44.0;33.60480880737305;0;;;0.0;0.0;0.0;;;;
2010-01-26;44.0;44.0;44.0;44.0;33.60480880737305;0;;;0.0;0.0;0.0;;;;
2010-01-27;44.0;44.0;44.0;44.0;33.60480880737305;0;;;0.0;0.0;0.0;;;;
2010-01-28;44.0;44.0;44.0;44.0;33.60480880737305;0;;;0.0;0.0;0.0;;;;
2010-01-29;44.0;44.0;44.0;44.0;33.60480880737305;0;;;0.0;0.0;0.0;;;;
2010-02-01;44.0;44.0;44.0;44.0;33.60480880737305;0;;;0.0;0.0;0.0;;;;
2010-02-02;44.0;44.0;44.0;44.0;33.60480880737305;0;;;0.0;0.0;0.0;;;;
2010-02-03;44.0;44.0;44.0;44.0;33.60480880737305;0;;;0.0;0.0;0.0;;;;
2010-02-04;44.0;44.0;44.0;44.0;33.60480880737305;0;;;0.0;0.0;0.0;;;;
2010-02-05;44.0;44.0;44.0;44.0;33.60480880737305;0;;;0.0;0.0;0.0;;;;
2010-02-08;44.0;44.0;44.0;44.0;33.60480880737305;0;;;0.0;0.0;0.0;;;;
2010-02-09;44.0;44.0;44.0;44.0;33.60480880737305;0;;;0.0;0.0;0.0;;;;
2010-02-10;44.0;44.0;44.0;44.0;33.60480880737305;0;;;0.0;0.0;0.0;;;;
2010-02-11;44.0;44.0;44.0;44.0;33.60480880737305;0;;;0.0;0.0;0.0;;;;
2010-02-12;44.0;44.0;44.0;44.0;33.60480880737305;0;;;0.0;0.0;0.0;;;;
2010-02-17;44.0;44.0;44.0;44.0;33.60480880737305;0;;;0.0;0.0;0.0;;;;
2010-02-18;44.0;44.0;44.0;44.0;33.60480880737305;0;;;0.0;0.0;0.0;;;;
2010-02-19;44.0;44.0;44.0;44.0;33.60480880737305;0;;;0.0;0.0;0.0;;;;
2010-02-22;44.0;44.0;44.0;44.0;33.60480880737305;0;;;0.0;0.0;0.0;;;;
2010-02-23;44.0;44.0;44.0;44.0;33.60480880737305;0;;;0.0;0.0;0.0;;;;
2010-02-24;44.0;44.0;44.0;44.0;33.60480880737305;0;;;0.0;0.0;0.0;;;;
2010-02-25;44.0;44.0;44.0;44.0;33.60480880737305;0;;;0.0;0.0;0.0;;;;
2010-02-26;44.0;44.0;44.0;44.0;33.60480880737305;0;;;0.0;0.0;0.0;;;;
2010-03-01;44.0;44.0;44.0;44.0;33.60480880737305;0;;;0.0;0.0;0.0;;;;
2010-03-02;44.0;44.0;44.0;44.0;33.60480880737305;0;;;0.0;0.0;0.0;;;;
2010-03-03;44.0;44.0;44.0;44.0;33.60480880737305;0;;;0.0;0.0;0.0;;;;
2010-03-04;44.0;44.0;44.0;44.0;33.60480880737305;0;;;0.0;0.0;0.0;;;;
2010-03-05;44.0;44.0;44.0;44.0;33.60480880737305;0;;;0.0;0.0;0.0;;;;
2010-03-08;44.0;44.0;44.0;44.0;33.60480880737305;0;;;0.0;0.0;0.0;;;;
2010-03-09;44.0;44.0;44.0;44.0;33.60480880737305;0;;;0.0;0.0;0.0;;;;
2010-03-10;44.0;44.0;44.0;44.0;33.60480880737305;0;;;0.0;0.0;0.0;;;;
2010-03-11;44.0;44.0;44.0;44.0;33.60480880737305;0;;;0.0;0.0;0.0;;;;
2010-03-12;44.0;44.0;44.0;44.0;33.60480880737305;0;;;0.0;0.0;0.0;;;;
2010-03-15;44.0;44.0;44.0;44.0;33.60480880737305;0;;;0.0;0.0;0.0;;;;
2010-03-16;44.0;44.0;44.0;44.0;33.60480880737305;0;;;0.0;0.0;0.0;;;;
2010-03-17;44.0;44.0;44.0;44.0;33.60480880737305;0;;;0.0;0.0;0.0;;;;
2010-03-18;44.0;44.0;44.0;44.0;33.60480880737305;0;;;0.0;0.0;0.0;;;;
2010-03-19;44.0;44.0;44.0;44.0;33.60480880737305;0;;;0.0;0.0;0.0;;;;
2010-03-22;44.0;44.0;44.0;44.0;33.60480880737305;0;;;0.0;0.0;0.0;;;;
2010-03-23;44.0;44.0;44.0;44.0;33.60480880737305;0;;;0.0;0.0;0.0;;;;
2010-03-24;44.0;44.0;44.0;44.0;33.60480880737305;0;;;0.0;0.0;0.0;;;;
2010-03-25;44.0;44.0;44.0;44.0;33.60480880737305;0;;;0.0;0.0;0.0;;;;
2010-03-26;44.0;44.0;44.0;44.0;33.60480880737305;0;;;0.0;0.0;0.0;;;;
2010-03-29;44.0;44.0;44.0;44.0;33.60480880737305;0;;;0.0;0.0;0.0;;;;
2010-03-30;45.0;45.0;45.0;45.0;34.368553161621094;100;;;0.7637443542480469;0.7637443542480469;0.0;inf;inf;100.0;100.0
2010-03-31;45.0;45.0;45.0;45.0;34.368553161621094;0;;;0.0;0.0;0.0;inf;inf;100.0;100.0
2010-04-01;45.0;45.0;45.0;45.0;34.368553161621094;0;;;0.0;0.0;0.0;inf;inf;100.0;100.0
2010-04-05;45.0;45.0;45.0;45.0;34.368553161621094;0;;;0.0;0.0;0.0;inf;inf;100.0;100.0
2010-04-06;45.0;45.0;45.0;45.0;34.368553161621094;0;;;0.0;0.0;0.0;inf;inf;100.0;100.0
2010-04-07;45.0;45.0;45.0;45.0;34.368553161621094;0;;;0.0;0.0;0.0;inf;inf;100.0;100.0
2010-04-08;45.0;45.0;45.0;45.0;34.368553161621094;0;;;0.0;0.0;0.0;inf;inf;100.0;100.0
2010-04-09;45.0;45.0;45.0;45.0;34.368553161621094;0;;;0.0;0.0;0.0;inf;inf;100.0;100.0
2010-04-12;45.0;45.0;45.0;45.0;34.368553161621094;0;;;0.0;0.0;0.0;inf;inf;100.0;100.0
2010-04-13;45.0;45.0;45.0;45.0;34.368553161621094;0;;;0.0;0.0;0.0;inf;inf;100.0;100.0
2010-04-14;45.0;45.0;45.0;45.0;34.368553161621094;0;;;0.0;0.0;0.0;inf;inf;100.0;100.0
2010-04-15;45.0;45.0;45.0;45.0;34.368553161621094;0;;;0.0;0.0;0.0;inf;inf;100.0;100.0
2010-04-16;45.0;45.0;45.0;45.0;34.368553161621094;0;;;0.0;0.0;0.0;inf;inf;100.0;100.0
2010-04-19;45.0;45.0;45.0;45.0;34.368553161621094;0;;;0.0;0.0;0.0;inf;inf;100.0;100.0
2010-04-20;45.0;45.0;45.0;45.0;34.368553161621094;0;;;0.0;0.0;0.0;;inf;;100.0
2010-04-22;45.0;45.0;45.0;45.0;34.368553161621094;0;;;0.0;0.0;0.0;;inf;;100.0
2010-04-23;45.0;45.0;45.0;45.0;34.368553161621094;0;;;0.0;0.0;0.0;;inf;;100.0
2010-04-26;45.0;45.0;45.0;45.0;34.368553161621094;0;;;0.0;0.0;0.0;;inf;;100.0
2010-04-27;45.0;45.0;45.0;45.0;34.368553161621094;0;;;0.0;0.0;0.0;;inf;;100.0
2010-04-28;45.0;45.0;45.0;45.0;34.368553161621094;0;;;0.0;0.0;0.0;;inf;;100.0
2010-04-29;45.0;45.0;45.0;45.0;34.368553161621094;0;;;0.0;0.0;0.0;;inf;;100.0
2010-04-30;45.0;45.0;45.0;45.0;34.368553161621094;0;;;0.0;0.0;0.0;;inf;;100.0
2010-05-03;45.0;45.0;45.0;45.0;34.368553161621094;0;;;0.0;0.0;0.0;;inf;;100.0
2010-05-04;45.0;45.0;45.0;45.0;34.368553161621094;0;;;0.0;0.0;0.0;;inf;;100.0
2010-05-05;45.0;45.0;45.0;45.0;34.368553161621094;0;;;0.0;0.0;0.0;;inf;;100.0
2010-05-06;45.0;45.0;45.0;45.0;34.368553161621094;0;;;0.0;0.0;0.0;;inf;;100.0
2010-05-07;45.0;45.0;45.0;45.0;34.368553161621094;0;;;0.0;0.0;0.0;;inf;;100.0
2010-05-10;45.0;45.0;45.0;45.0;34.368553161621094;0;;;0.0;0.0;0.0;;inf;;100.0
2010-05-11;45.0;45.0;45.0;45.0;34.368553161621094;0;;;0.0;0.0;0.0;;inf;;100.0
2010-05-12;45.0;45.0;45.0;45.0;34.368553161621094;0;;;0.0;0.0;0.0;;inf;;100.0
2010-05-13;45.0;45.0;45.0;45.0;34.368553161621094;0;;;0.0;0.0;0.0;;inf;;100.0
2010-05-14;45.0;45.0;45.0;45.0;34.368553161621094;0;;;0.0;0.0;0.0;;inf;;100.0
2010-05-17;45.0;45.0;45.0;45.0;34.368553161621094;0;;;0.0;0.0;0.0;;inf;;100.0
2010-05-18;45.0;45.0;45.0;45.0;34.368553161621094;0;;;0.0;0.0;0.0;;inf;;100.0
2010-05-19;45.0;45.0;45.0;45.0;34.368553161621094;0;;;0.0;0.0;0.0;;inf;;100.0
2010-05-20;45.0;45.0;45.0;45.0;34.368553161621094;0;;;0.0;0.0;0.0;;inf;;100.0
2010-05-21;45.0;45.0;45.0;45.0;34.368553161621094;0;;;0.0;0.0;0.0;;inf;;100.0
2010-05-24;45.0;45.0;45.0;45.0;34.368553161621094;0;;;0.0;0.0;0.0;;inf;;100.0
2010-05-25;45.0;45.0;45.0;45.0;34.368553161621094;0;;;0.0;0.0;0.0;;inf;;100.0
2010-05-26;45.0;45.0;45.0;45.0;34.368553161621094;0;;;0.0;0.0;0.0;;inf;;100.0
2010-05-27;45.0;45.0;45.0;45.0;34.368553161621094;0;;;0.0;0.0;0.0;;inf;;100.0
2010-05-28;45.0;45.0;45.0;45.0;34.368553161621094;0;;;0.0;0.0;0.0;;inf;;100.0
2010-05-31;45.0;45.0;45.0;45.0;34.368553161621094;0;;;0.0;0.0;0.0;;inf;;100.0
2010-06-01;45.0;45.0;45.0;45.0;34.368553161621094;0;;;0.0;0.0;0.0;;inf;;100.0
2010-06-02;45.0;45.0;45.0;45.0;34.368553161621094;0;;;0.0;0.0;0.0;;inf;;100.0
2010-06-04;45.0;45.0;45.0;45.0;34.368553161621094;0;;;0.0;0.0;0.0;;inf;;100.0
2010-06-07;45.0;45.0;45.0;45.0;34.368553161621094;0;;;0.0;0.0;0.0;;inf;;100.0
2010-06-08;45.0;45.0;45.0;45.0;34.368553161621094;0;;;0.0;0.0;0.0;;inf;;100.0
2010-06-09;45.0;45.0;45.0;45.0;34.368553161621094;0;;;0.0;0.0;0.0;;inf;;100.0
2010-06-10;45.0;45.0;45.0;45.0;34.368553161621094;0;;;0.0;0.0;0.0;;inf;;100.0
2010-06-11;45.0;45.0;45.0;45.0;34.368553161621094;0;;;0.0;0.0;0.0;;inf;;100.0
2010-06-14;45.0;45.0;45.0;45.0;34.368553161621094;0;;;0.0;0.0;0.0;;inf;;100.0
2010-06-15;45.0;45.0;45.0;45.0;34.368553161621094;0;;;0.0;0.0;0.0;;inf;;100.0
2010-06-16;45.0;45.0;45.0;45.0;34.368553161621094;0;;;0.0;0.0;0.0;;inf;;100.0
2010-06-17;45.0;45.0;45.0;45.0;34.368553161621094;0;;;0.0;0.0;0.0;;inf;;100.0
2010-06-18;45.0;45.0;45.0;45.0;34.368553161621094;0;;;0.0;0.0;0.0;;inf;;100.0
2010-06-21;45.0;45.0;45.0;45.0;34.368553161621094;0;;;0.0;0.0;0.0;;inf;;100.0
2010-06-22;45.0;45.0;45.0;45.0;34.368553161621094;0;;;0.0;0.0;0.0;;inf;;100.0
2010-06-23;45.0;45.0;45.0;45.0;34.368553161621094;0;;;0.0;0.0;0.0;;inf;;100.0
2010-06-24;45.0;45.0;45.0;45.0;34.368553161621094;0;;;0.0;0.0;0.0;;inf;;100.0
2010-06-25;45.0;45.0;45.0;45.0;34.368553161621094;0;;;0.0;0.0;0.0;;inf;;100.0
2010-06-28;45.0;45.0;45.0;45.0;34.368553161621094;0;;;0.0;0.0;0.0;;inf;;100.0
2010-06-29;45.0;45.0;45.0;45.0;34.368553161621094;0;;;0.0;0.0;0.0;;inf;;100.0
2010-06-30;45.0;45.0;45.0;45.0;34.368553161621094;0;;;0.0;0.0;0.0;;inf;;100.0
2010-07-01;45.0;45.0;45.0;45.0;34.368553161621094;0;;;0.0;0.0;0.0;;inf;;100.0
2010-07-02;45.0;45.0;45.0;45.0;34.368553161621094;0;;;0.0;0.0;0.0;;inf;;100.0
2010-07-05;45.0;45.0;45.0;45.0;34.368553161621094;0;;;0.0;0.0;0.0;;inf;;100.0
2010-07-06;45.0;45.0;45.0;45.0;34.368553161621094;0;;;0.0;0.0;0.0;;inf;;100.0
2010-07-07;45.0;45.0;45.0;45.0;34.368553161621094;0;;;0.0;0.0;0.0;;inf;;100.0
2010-07-08;45.0;45.0;45.0;45.0;34.368553161621094;0;;;0.0;0.0;0.0;;inf;;100.0
2010-07-12;45.0;45.0;45.0;45.0;34.368553161621094;0;;;0.0;0.0;0.0;;inf;;100.0
2010-07-13;45.0;45.0;45.0;45.0;34.368553161621094;0;;;0.0;0.0;0.0;;inf;;100.0
2010-07-14;45.0;45.0;45.0;45.0;34.368553161621094;0;;;0.0;0.0;0.0;;inf;;100.0
2010-07-15;45.0;45.0;45.0;45.0;34.368553161621094;0;;;0.0;0.0;0.0;;inf;;100.0
2010-07-16;45.0;45.0;45.0;45.0;34.368553161621094;0;;;0.0;0.0;0.0;;inf;;100.0
2010-07-19;45.0;45.0;45.0;45.0;34.368553161621094;0;;;0.0;0.0;0.0;;inf;;100.0
2010-07-20;45.0;45.0;45.0;45.0;34.368553161621094;0;;;0.0;0.0;0.0;;inf;;100.0
2010-07-21;45.0;45.0;45.0;45.0;34.368553161621094;0;;;0.0;0.0;0.0;;inf;;100.0
2010-07-22;45.0;45.0;45.0;45.0;34.368553161621094;0;;;0.0;0.0;0.0;;inf;;100.0
2010-07-23;45.0;45.0;45.0;45.0;34.368553161621094;0;;;0.0;0.0;0.0;;inf;;100.0
2010-07-26;45.0;45.0;45.0;45.0;34.368553161621094;0;;;0.0;0.0;0.0;;inf;;100.0
