Date;Open;High;Low;Close;Adj Close;Volume;MM200;Mayer;Variation;Gain;Loss;Simple RS;Classic RS;Simple RSI;Classic RSI
2010-01-04;3.450000047683716;3.450000047683716;3.434999942779541;3.444999933242798;1.5058794021606445;32400;;;;0.0;0.0;;;;
2010-01-05;3.424999952316284;3.450000047683716;3.4149999618530273;3.430000066757202;1.499321699142456;16600;;;-0.0065577030181884766;0.0;-0.0065577030181884766;;;;
2010-01-06;3.4000000953674316;3.440000057220459;3.4000000953674316;3.434999942779541;1.5015077590942383;15400;;;0.0021860599517822266;0.0021860599517822266;0.0;;;;
2010-01-07;3.424999952316284;3.424999952316284;3.380000114440918;3.4000000953674316;1.4862079620361328;30000;;;-0.015299797058105469;0.0;-0.015299797058105469;;;;
2010-01-08;3.4000000953674316;3.700000047683716;3.4000000953674316;3.6050000190734863;1.5758178234100342;1572000;;;0.08960986137390137;0.08960986137390137;0.0;;;;
2010-01-11;3.615000009536743;3.700000047683716;3.615000009536743;3.6449999809265137;1.593302607536316;255400;;;0.01748478412628174;0.01748478412628174;0.0;;;;
2010-01-12;3.5950000286102295;3.5950000286102295;3.4749999046325684;3.505000114440918;1.5321060419082642;142800;;;-0.06119656562805176;0.0;-0.06119656562805176;;;;
2010-01-13;3.5399999618530273;3.625;3.5399999618530273;3.565000057220459;1.5583326816558838;62400;;;0.02622663974761963;0.02622663974761963;0.0;;;;
2010-01-14;3.569999933242798;3.575000047683716;3.450000047683716;3.4749999046325684;1.5189926624298096;119600;;;-0.03934001922607422;0.0;-0.03934001922607422;;;;
2010-01-15;3.4800000190734863;3.5;3.4600000381469727;3.5;1.5299203395843506;74400;;;0.010927677154541016;0.010927677154541016;0.0;;;;
2010-01-18;3.5;3.5399999618530273;3.4100000858306885;3.4749999046325684;1.5189926624298096;45600;;;-0.010927677154541016;0.0;-0.010927677154541016;;;;
2010-01-19;3.450000047683716;3.5799999237060547;3.450000047683716;3.5199999809265137;1.5386626720428467;102800;;;0.01967000961303711;0.01967000961303711;0.0;;;;
2010-01-20;3.549999952316284;3.575000047683716;3.450000047683716;3.494999885559082;1.5277347564697266;77600;;;-0.010927915573120117;0.0;-0.010927915573120117;;;;
2010-01-21;3.4749999046325684;3.4800000190734863;3.359999895095825;3.434999942779541;1.5015077590942383;201200;;;-0.02622699737548828;0.0;-0.02622699737548828;0.974356356577547;0.974356356577547;49.35058219512852;49.35058219512852
2010-01-22;3.380000114440918;3.424999952316284;3.359999895095825;3.424999952316284;1.4971364736557007;31600;;;-0.004371285438537598;0.0;-0.004371285438537598;0.9499969660421713;0.9481735193757679;48.71786892932152;48.669870006219
2010-01-26;3.424999952316284;3.424999952316284;3.359999895095825;3.390000104904175;1.481836199760437;22800;;;-0.015300273895263672;0.0;-0.015300273895263672;0.9047581634329371;0.8609649655645326;47.49989687941778;46.26443707946725
2010-01-27;3.375;3.4000000953674316;3.3299999237060547;3.3499999046325684;1.4643511772155762;14000;;;-0.01748502254486084;0.0;-0.01748502254486084;0.8152108440877809;0.7734187035777976;44.90998093929184;43.61173715025436
2010-01-28;3.390000104904175;3.5;3.380000114440918;3.380000114440918;1.4774662256240845;66800;;;0.0131150484085083;0.0131150484085083;0.0;0.9529446868583162;0.8555560205981343;48.79527276275855;46.107797937695665
2010-01-29;3.424999952316284;3.440000057220459;3.4100000858306885;3.4200000762939453;1.4949506521224976;18200;;;0.017484426498413086;0.017484426498413086;0.0;0.5647054671457906;0.9734812391645089;36.090208604938326;49.328122297055174
2010-02-01;3.3550000190734863;3.450000047683716;3.3450000286102295;3.424999952316284;1.4971364736557007;13000;;;0.002185821533203125;0.002185821533203125;0.0;0.48235369609856266;0.9893577360134594;32.53971689537249;49.732520104507024
2010-02-02;3.450000047683716;3.450000047683716;3.375;3.424999952316284;1.4971364736557007;47000;;;0.0;0.0;0.0;0.7192984806410436;0.9893577360134596;41.836742644758914;49.732520104507024
2010-02-03;3.380000114440918;3.424999952316284;3.365000009536743;3.369999885559082;1.4730939865112305;110000;;;-0.024042487144470215;0.0;-0.024042487144470215;0.4264719919084259;0.8227303889633588;29.89697619915161;45.13725090364407
2010-02-04;3.375;3.375;3.234999895095825;3.244999885559082;1.4184540510177612;124200;;;-0.05463993549346924;0.0;-0.05463993549346924;0.38666646304126173;0.582587568197321;27.88460479481259;36.812343272791495
2010-02-05;3.2100000381469727;3.25;3.174999952316284;3.2249999046325684;1.4097126722335815;45200;;;-0.008741378784179688;0.0;-0.008741378784179688;0.30380170698466313;0.55469302715507;23.301220220617253;35.67862063227375
2010-02-08;3.2249999046325684;3.25;3.2249999046325684;3.234999895095825;1.4140833616256714;20200;;;0.004370689392089844;0.004370689392089844;0.0;0.35135184936767266;0.5804747950887134;26.000027271363706;36.72787423706626
2010-02-09;3.299999952316284;3.299999952316284;3.244999885559082;3.299999952316284;1.4424970149993896;15200;;;0.02841365337371826;0.02841365337371826;0.0;0.40541329398393494;0.7609736754881113;28.84655323237388;43.21323402390911
2010-02-10;3.309999942779541;3.309999942779541;3.299999952316284;3.309999942779541;1.44686758518219;30400;;;0.004370570182800293;0.004370570182800293;0.0;0.46377179336381397;0.7908736085632704;31.683339948643592;44.16133024584294
2010-02-11;3.309999942779541;3.3399999141693115;3.25;3.299999952316284;1.4424970149993896;8400;;;-0.004370570182800293;0.0;-0.004370570182800293;0.542378381076786;0.7662019606526567;35.16506635019958;43.381333376480086
2010-02-12;3.3450000286102295;3.3450000286102295;3.299999952316284;3.305000066757202;1.4446810483932495;26000;;;0.0021840333938598633;0.0021840333938598633;0.0;0.5789407205396871;0.7829898823337713;36.666400011635865;43.91443216205517
2010-02-17;3.3450000286102295;3.3450000286102295;3.325000047683716;3.3450000286102295;1.4621667861938477;11800;;;0.017485737800598145;0.017485737800598145;0.0;0.8200080287814361;0.9277357937574258;45.0551874395006;48.125671410040034
2010-02-18;3.3499999046325684;3.3949999809265137;3.3399999141693115;3.375;1.475279688835144;29800;;;0.013112902641296387;0.013112902641296387;0.0;1.1190542669283026;1.0446334660738907;52.809136811321004;51.09147841934711
2010-02-19;3.3949999809265137;3.4000000953674316;3.3299999237060547;3.4000000953674316;1.4862079620361328;29400;;;0.01092827320098877;0.01092827320098877;0.0;1.0952317256407893;1.149549835523223;52.27258217970292;53.478631503484564
2010-02-22;3.440000057220459;3.4749999046325684;3.3499999046325684;3.450000047683716;1.5080645084381104;36800;;;0.02185654640197754;0.02185654640197754;0.0;1.1428612243466787;1.375523554337169;53.33342221893615;57.9040166461736
2010-02-23;3.4200000762939453;3.424999952316284;3.319999933242798;3.424999952316284;1.4971364736557007;11600;;;-0.010928034782409668;0.0;-0.010928034782409668;1.0;1.2263114887390676;50.0;55.0826555467143
2010-02-24;3.3399999141693115;3.4200000762939453;3.3299999237060547;3.4200000762939453;1.4949506521224976;9800;;;-0.002185821533203125;0.0;-0.002185821533203125;0.979164441373856;1.1983111789384269;49.473627400771186;54.51053474226957
2010-02-25;3.4200000762939453;3.4200000762939453;3.4200000762939453;3.4200000762939453;1.4949506521224976;0;;;0.0;0.0;0.0;1.2702833783690155;1.1983111789384269;55.95263527329325;54.51053474226957
2010-02-26;3.375;3.490000009536743;3.3350000381469727;3.490000009536743;1.5255485773086548;31400;;;0.030597925186157227;0.030597925186157227;0.0;5.083555305048228;1.5689993133471016;83.56224362470766;61.07433759111759
2010-03-01;3.3949999809265137;3.424999952316284;3.3499999046325684;3.365000009536743;1.4748238325119019;102800;;;-0.05072474479675293;0.0;-0.05072474479675293;1.9545807263448567;0.9441612890203689;66.15425020939907;48.56393830864292
2010-03-02;3.375;3.4000000953674316;3.325000047683716;3.375;1.4792065620422363;129800;;;0.004382729530334473;0.004382729530334473;0.0;1.9547572442238454;0.9812169171767289;66.15627216229468;49.52597106706424
2010-03-03;3.375;3.375;3.3399999141693115;3.3499999046325684;1.4682490825653076;59400;;;-0.010957479476928711;0.0;-0.010957479476928711;1.325289339826351;0.8922010198197828;56.99459921513774;47.15149238767231
2010-03-04;3.3499999046325684;3.384999990463257;3.325000047683716;3.3350000381469727;1.4616755247116089;55000;;;-0.0065735578536987305;0.0;-0.0065735578536987305;1.1727070620278877;0.842803689072267;53.97446726818967;45.734860097689754
2010-03-05;3.315000057220459;3.380000114440918;3.315000057220459;3.375;1.4792065620422363;10600;;;0.01753103733062744;0.01753103733062744;0.0;1.4511455101101998;1.0018166684661527;59.20274843434156;50.04537549553787
2010-03-08;3.375;3.375;3.3450000286102295;3.375;1.4792065620422363;46800;;;0.0;0.0;0.0;1.4243046215963597;1.0018166684661525;58.751058299698386;50.04537549553787
2010-03-09;3.3399999141693115;3.3949999809265137;3.3350000381469727;3.3550000190734863;1.4704413414001465;60800;;;-0.008765220642089844;0.0;-0.008765220642089844;1.0918019431137962;0.9172418558317555;52.19432684380106;47.84173958239761
2010-03-10;3.3450000286102295;3.575000047683716;3.3450000286102295;3.450000047683716;1.5120784044265747;743600;;;0.04163706302642822;0.04163706302642822;0.0;1.4082628626145013;1.3491135192689108;58.47629361711943;57.430750289529676
2010-03-11;3.450000047683716;3.4749999046325684;3.3499999046325684;3.3499999046325684;1.4682490825653076;174200;;;-0.04382932186126709;0.0;-0.04382932186126709;0.8659426770353087;0.9057003470623051;46.40778560310096;47.52585307855296
2010-03-12;3.369999885559082;3.369999885559082;3.3399999141693115;3.3499999046325684;1.4682490825653076;31000;;;0.0;0.0;0.0;0.7027905101831063;0.905700347062305;41.272869796974206;47.52585307855296
2010-03-15;3.3499999046325684;3.380000114440918;3.325000047683716;3.325000047683716;1.457293152809143;30600;;;-0.01095592975616455;0.0;-0.01095592975616455;0.7026442006144089;0.826910135636495;41.26782332802448;45.26277015527092
2010-03-16;3.4100000858306885;3.4100000858306885;3.325000047683716;3.4000000953674316;1.4901641607284546;25600;;;0.03287100791931152;0.03287100791931152;0.0;0.9636854000873678;1.1079941820869346;49.07534577812168;52.56153890282608
2010-03-17;3.4000000953674316;3.4100000858306885;3.375;3.375;1.4792065620422363;15800;;;-0.010957598686218262;0.0;-0.010957598686218262;0.88971935303401;1.006437169385307;47.082089285138274;50.160412932025146
2010-03-18;3.3499999046325684;3.4049999713897705;3.3399999141693115;3.3499999046325684;1.4682490825653076;6200;;;-0.010957479476928711;0.0;-0.010957479476928711;0.6272508584669502;0.9160187786590012;38.54666016633045;47.80844472203513
2010-03-19;3.3399999141693115;3.3499999046325684;3.319999933242798;3.319999933242798;1.4551018476486206;44400;;;-0.013147234916687012;0.0;-0.013147234916687012;0.8301934238954721;0.8207423657638845;45.36096639056042;45.0773476355918
2010-03-22;3.3499999046325684;3.3499999046325684;3.309999942779541;3.309999942779541;1.450718641281128;7200;;;-0.004383206367492676;0.0;-0.004383206367492676;0.7636387373968156;0.7911957892959113;43.29904538862475;44.17137389581052
2010-03-23;3.365000009536743;3.365000009536743;3.319999933242798;3.3399999141693115;1.4638673067092896;37600;;;0.013148665428161621;0.013148665428161621;0.0;0.960009182536643;0.907494461106039;48.97983086457787;47.57520819115976
2010-03-24;3.305000066757202;3.315000057220459;3.299999952316284;3.299999952316284;1.4463367462158203;16200;;;-0.01753056049346924;0.0;-0.01753056049346924;0.8727352752089411;0.777641208676941;46.602169925568894;43.745678536318486
2010-03-25;3.305000066757202;3.305000066757202;3.265000104904175;3.299999952316284;1.4463367462158203;9800;;;0.0;0.0;0.0;0.727281538994115;0.777641208676941;42.10555850771429;43.745678536318486
2010-03-26;3.299999952316284;3.319999933242798;3.299999952316284;3.299999952316284;1.4463367462158203;1200;;;0.0;0.0;0.0;0.727281538994115;0.7776412086769409;42.10555850771429;43.74567853631848
2010-03-29;3.2950000762939453;3.3499999046325684;3.265000104904175;3.299999952316284;1.4463367462158203;51800;;;0.0;0.0;0.0;0.7843207946053532;0.777641208676941;43.956265990770184;43.745678536318486
2010-03-30;3.359999895095825;3.359999895095825;3.255000114440918;3.259999990463257;1.4288047552108765;88000;;;-0.017531991004943848;0.0;-0.017531991004943848;0.35593232840766703;0.6521215930715123;26.25000679979763;39.471767441713055
2010-03-31;3.25;3.319999933242798;3.25;3.305000066757202;1.4485267400741577;32400;;;0.01972198486328125;0.01972198486328125;0.0;0.7692321640787587;0.8476619480817305;43.478305430836365;45.87754534652756
2010-04-01;3.2899999618530273;3.380000114440918;3.25;3.325000047683716;1.4613896608352661;42400;;;0.012862920761108398;0.012862920761108398;0.0;0.9197390518381307;0.9850060632656575;47.90958703254434;49.62232012758502
2010-04-05;3.325000047683716;3.3450000286102295;3.2950000762939453;3.305000066757202;1.4525989294052124;49600;;;-0.008790731430053711;0.0;-0.008790731430053711;0.9436459676484521;0.8945789188664643;48.55030099901042;47.21782291347859
2010-04-06;3.25;3.305000066757202;3.25;3.265000104904175;1.4350181818008423;22600;;;-0.017580747604370117;0.0;-0.017580747604370117;0.45334828576796865;0.7468997506379524;31.19336845871142;42.75573056583191
