Date;Open;High;Low;Close;Adj Close;Volume
2010-01-04;11.800000190734863;11.800000190734863;11.800000190734863;11.800000190734863;7.768181324005127;0
2010-01-05;11.800000190734863;11.800000190734863;11.800000190734863;11.800000190734863;7.768181324005127;0
2010-01-06;11.800000190734863;11.800000190734863;11.800000190734863;11.800000190734863;7.768181324005127;0
2010-01-07;11.800000190734863;11.800000190734863;11.800000190734863;11.800000190734863;7.768181324005127;0
2010-01-08;11.800000190734863;11.800000190734863;11.800000190734863;11.800000190734863;7.768181324005127;0
2010-01-11;11.800000190734863;11.800000190734863;11.800000190734863;11.800000190734863;7.768181324005127;0
2010-01-12;11.800000190734863;11.800000190734863;11.800000190734863;11.800000190734863;7.768181324005127;0
2010-01-13;11.800000190734863;11.800000190734863;11.800000190734863;11.800000190734863;7.768181324005127;0
2010-01-14;11.800000190734863;11.800000190734863;11.800000190734863;11.800000190734863;7.768181324005127;0
2010-01-15;11.800000190734863;11.800000190734863;11.800000190734863;11.800000190734863;7.768181324005127;0
2010-01-18;11.800000190734863;11.800000190734863;11.800000190734863;11.800000190734863;7.768181324005127;0
2010-01-19;11.800000190734863;11.800000190734863;11.800000190734863;11.800000190734863;7.768181324005127;0
2010-01-20;11.800000190734863;11.800000190734863;11.800000190734863;11.800000190734863;7.768181324005127;0
2010-01-21;11.800000190734863;11.800000190734863;11.800000190734863;11.800000190734863;7.768181324005127;0
2010-01-22;12.989999771118164;12.989999771118164;12.789999961853027;12.789999961853027;8.419917106628418;4000
2010-01-26;12.779999732971191;12.779999732971191;10.760000228881836;11.829999923706055;7.787930011749268;900
2010-01-27;10.619999885559082;10.65999984741211;10.619999885559082;10.65999984741211;7.017695426940918;300
2010-01-28;10.65999984741211;10.65999984741211;10.65999984741211;10.65999984741211;7.017695426940918;0
2010-01-29;10.65999984741211;10.65999984741211;10.65999984741211;10.65999984741211;7.017695426940918;0
2010-02-01;10.65999984741211;10.65999984741211;10.65999984741211;10.65999984741211;7.017695426940918;0
2010-02-02;11.0;11.0;10.699999809265137;10.699999809265137;7.044028282165527;500
2010-02-03;10.699999809265137;10.699999809265137;10.699999809265137;10.699999809265137;7.044028282165527;0
2010-02-04;10.699999809265137;10.699999809265137;10.699999809265137;10.699999809265137;7.044028282165527;0
2010-02-05;10.699999809265137;10.699999809265137;10.699999809265137;10.699999809265137;7.044028282165527;0
2010-02-08;10.699999809265137;10.699999809265137;10.699999809265137;10.699999809265137;7.044028282165527;0
2010-02-09;10.75;10.779999732971191;10.75;10.770000457763672;7.090111255645752;3200
2010-02-10;10.770000457763672;10.770000457763672;10.770000457763672;10.770000457763672;7.090111255645752;0
2010-02-11;10.770000457763672;10.770000457763672;10.770000457763672;10.770000457763672;7.090111255645752;0
2010-02-12;10.770000457763672;10.770000457763672;10.770000457763672;10.770000457763672;7.090111255645752;0
2010-02-17;10.770000457763672;10.770000457763672;10.770000457763672;10.770000457763672;7.090111255645752;0
2010-02-18;10.770000457763672;10.770000457763672;10.770000457763672;10.770000457763672;7.090111255645752;0
2010-02-19;10.770000457763672;10.770000457763672;10.770000457763672;10.770000457763672;7.090111255645752;0
2010-02-22;10.770000457763672;10.770000457763672;10.770000457763672;10.770000457763672;7.090111255645752;0
2010-02-23;10.770000457763672;10.770000457763672;10.770000457763672;10.770000457763672;7.090111255645752;0
2010-02-24;10.770000457763672;10.770000457763672;10.770000457763672;10.770000457763672;7.090111255645752;0
2010-02-25;10.770000457763672;10.770000457763672;10.770000457763672;10.770000457763672;7.090111255645752;0
2010-02-26;10.770000457763672;10.770000457763672;10.770000457763672;10.770000457763672;7.090111255645752;0
2010-03-01;10.770000457763672;10.770000457763672;10.770000457763672;10.770000457763672;7.090111255645752;0
2010-03-02;10.770000457763672;10.770000457763672;10.770000457763672;10.770000457763672;7.090111255645752;0
2010-03-03;10.770000457763672;10.770000457763672;10.770000457763672;10.770000457763672;7.090111255645752;0
2010-03-04;10.75;10.75;10.75;10.75;7.076944828033447;1000
2010-03-05;10.75;10.75;10.75;10.75;7.076944828033447;0
2010-03-08;10.75;10.75;10.75;10.75;7.076944828033447;0
2010-03-09;10.75;10.75;10.75;10.75;7.076944828033447;0
2010-03-10;10.75;10.75;10.75;10.75;7.076944828033447;100
2010-03-11;10.75;10.75;10.75;10.75;7.076944828033447;100
2010-03-12;10.75;10.75;10.75;10.75;7.076944828033447;0
2010-03-15;10.75;10.75;10.75;10.75;7.076944828033447;0
2010-03-16;10.75;10.75;10.75;10.75;7.076944828033447;0
2010-03-17;10.75;10.75;10.75;10.75;7.076944828033447;100
2010-03-18;10.75;10.75;10.75;10.75;7.076944828033447;0
2010-03-19;10.75;10.75;10.75;10.75;7.076944828033447;0
2010-03-22;10.75;10.75;10.75;10.75;7.076944828033447;500
2010-03-23;10.75;10.75;10.75;10.75;7.076944828033447;0
2010-03-24;10.75;10.75;10.75;10.75;7.076944828033447;0
2010-03-25;10.75;10.75;10.75;10.75;7.076944828033447;0
2010-03-26;10.75;10.75;10.75;10.75;7.076944828033447;0
2010-03-29;10.75;10.75;10.75;10.75;7.076944828033447;0
2010-03-30;10.75;10.75;10.75;10.75;7.076944828033447;0
2010-03-31;10.75;10.75;10.75;10.75;7.076944828033447;0
2010-04-01;10.75;10.75;10.75;10.75;7.076944828033447;0
2010-04-05;10.75;10.75;10.75;10.75;7.076944828033447;0
2010-04-06;10.75;10.75;10.75;10.75;7.076944828033447;0
2010-04-07;10.75;10.75;10.75;10.75;7.076944828033447;0
2010-04-08;10.75;10.75;10.75;10.75;7.076944828033447;500
2010-04-09;10.75;10.75;10.75;10.75;7.076944828033447;500
2010-04-12;10.75;10.75;10.75;10.75;7.076944828033447;500
2010-04-13;10.75;10.75;10.75;10.75;7.076944828033447;0
2010-04-14;10.75;10.75;10.75;10.75;7.076944828033447;0
2010-04-15;10.75;10.75;10.75;10.75;7.076944828033447;0
2010-04-16;10.75;10.75;10.75;10.75;7.076944828033447;0
