Date;Open;High;Low;Close;Adj Close;Volume;MM200;Mayer
2010-01-04;30.899999618530273;30.899999618530273;30.040000915527344;30.889999389648438;19.388935089111328;3100;;
2010-01-05;30.110000610351562;31.100000381469727;30.110000610351562;31.0;19.457983016967773;15300;;
2010-01-06;30.969999313354492;31.0;30.5;30.520000457763672;19.156696319580078;23300;;
2010-01-07;30.5;30.75;30.040000915527344;30.200000762939453;18.955841064453125;43000;;
2010-01-08;30.200000762939453;31.0;29.799999237060547;30.489999771118164;19.137868881225586;14200;;
2010-01-11;30.399999618530273;30.700000762939453;30.15999984741211;30.649999618530273;19.238292694091797;11100;;
2010-01-12;30.639999389648438;31.09000015258789;30.049999237060547;30.049999237060547;18.8616886138916;6800;;
2010-01-13;30.059999465942383;30.399999618530273;30.010000228881836;30.299999237060547;19.01861000061035;36500;;
2010-01-14;31.170000076293945;31.200000762939453;30.299999237060547;30.299999237060547;19.01861000061035;2400;;
2010-01-15;30.110000610351562;30.299999237060547;30.06999969482422;30.299999237060547;19.01861000061035;32700;;
2010-01-18;30.25;31.0;30.25;31.0;19.457983016967773;38900;;
2010-01-19;31.200000762939453;31.200000762939453;30.799999237060547;30.799999237060547;19.332447052001953;13300;;
2010-01-20;31.299999237060547;31.299999237060547;29.459999084472656;30.0;18.830303192138672;51300;;
2010-01-21;29.989999771118164;30.0;28.600000381469727;29.389999389648438;18.44742202758789;54900;;
2010-01-22;27.68000030517578;29.0;27.68000030517578;28.600000381469727;17.951557159423828;75800;;
2010-01-26;28.5;29.5;28.299999237060547;29.040000915527344;18.227737426757812;5200;;
2010-01-27;28.5;28.6299991607666;28.299999237060547;28.299999237060547;17.763254165649414;29000;;
2010-01-28;28.299999237060547;28.649999618530273;28.0;28.649999618530273;17.982938766479492;76300;;
2010-01-29;29.200000762939453;29.200000762939453;28.15999984741211;28.15999984741211;17.675376892089844;15700;;
2010-02-01;28.149999618530273;28.600000381469727;28.149999618530273;28.600000381469727;17.951557159423828;4800;;
2010-02-02;29.0;29.25;28.649999618530273;29.25;18.35954475402832;17000;;
2010-02-03;28.90999984741211;28.90999984741211;28.90999984741211;28.90999984741211;18.14613914489746;100;;
2010-02-04;28.899999618530273;28.899999618530273;27.579999923706055;27.989999771118164;17.568674087524414;4800;;
2010-02-05;27.15999984741211;27.329999923706055;25.8700008392334;27.0;16.947275161743164;7900;;
2010-02-08;27.6200008392334;27.6200008392334;26.760000228881836;27.149999618530273;17.041425704956055;1500;;
2010-02-09;28.40999984741211;28.40999984741211;27.3799991607666;27.850000381469727;17.480796813964844;1200;;
2010-02-10;27.5;28.100000381469727;27.5;27.829999923706055;17.468250274658203;6100;;
2010-02-11;27.850000381469727;28.329999923706055;27.770000457763672;27.799999237060547;17.449413299560547;32100;;
2010-02-12;28.59000015258789;28.59000015258789;27.440000534057617;28.0;17.574954986572266;35400;;
2010-02-17;28.5;28.5;28.0;28.350000381469727;17.794635772705078;8400;;
2010-02-18;28.350000381469727;28.6299991607666;28.0;28.6299991607666;17.970388412475586;4200;;
2010-02-19;28.6299991607666;28.6299991607666;28.0;28.350000381469727;17.794635772705078;7200;;
2010-02-22;28.700000762939453;28.700000762939453;27.899999618530273;27.899999618530273;17.51218605041504;2500;;
2010-02-23;27.600000381469727;28.5;27.600000381469727;28.5;17.888792037963867;700;;
2010-02-24;27.649999618530273;27.799999237060547;27.600000381469727;27.600000381469727;17.32387924194336;2400;;
2010-02-25;27.59000015258789;28.950000762939453;27.59000015258789;28.950000762939453;18.171247482299805;12900;;
2010-02-26;28.899999618530273;29.489999771118164;28.850000381469727;29.489999771118164;18.51018714904785;3600;;
2010-03-01;29.600000381469727;29.600000381469727;29.1299991607666;29.5;18.516468048095703;22200;;
2010-03-02;29.600000381469727;29.700000762939453;29.200000762939453;29.200000762939453;18.32816505432129;1500;;
2010-03-03;29.690000534057617;29.799999237060547;29.309999465942383;29.600000381469727;18.579233169555664;2100;;
2010-03-04;29.200000762939453;29.5;29.139999389648438;29.139999389648438;18.290498733520508;1300;;
2010-03-05;29.309999465942383;30.100000381469727;29.299999237060547;30.100000381469727;18.89307403564453;13200;;
2010-03-08;29.510000228881836;30.0;29.510000228881836;30.0;18.830303192138672;3500;;
2010-03-09;29.969999313354492;30.649999618530273;29.940000534057617;29.940000534057617;18.792638778686523;93200;;
2010-03-10;30.399999618530273;30.399999618530273;29.719999313354492;30.200000762939453;18.955841064453125;2500;;
2010-03-11;29.950000762939453;30.049999237060547;29.950000762939453;30.030000686645508;18.849138259887695;2600;;
2010-03-12;30.030000686645508;30.06999969482422;29.700000762939453;30.0;18.830303192138672;9900;;
2010-03-15;30.0;30.0;29.5;29.5;18.516468048095703;7000;;
2010-03-16;30.0;30.0;29.950000762939453;29.950000762939453;18.798919677734375;9300;;
2010-03-17;30.299999237060547;30.299999237060547;29.799999237060547;29.899999618530273;18.76753807067871;9700;;
2010-03-18;29.899999618530273;29.899999618530273;29.899999618530273;29.899999618530273;18.76753807067871;0;;
2010-03-19;29.899999618530273;29.899999618530273;29.799999237060547;29.799999237060547;18.704771041870117;1900;;
2010-03-22;29.200000762939453;29.510000228881836;29.0;29.5;18.516468048095703;4500;;
2010-03-23;29.989999771118164;29.989999771118164;28.600000381469727;28.600000381469727;17.951557159423828;13400;;
2010-03-24;29.100000381469727;29.100000381469727;28.600000381469727;28.600000381469727;17.951557159423828;7500;;
2010-03-25;28.329999923706055;28.799999237060547;27.520000457763672;27.520000457763672;17.273666381835938;41000;;
2010-03-26;27.610000610351562;28.09000015258789;27.510000228881836;28.010000228881836;17.58123207092285;35000;;
2010-03-29;28.799999237060547;29.75;28.510000228881836;29.200000762939453;18.32816505432129;15600;;
2010-03-30;29.600000381469727;29.989999771118164;29.280000686645508;29.989999771118164;18.824026107788086;30700;;
2010-03-31;30.0;30.299999237060547;29.75;29.899999618530273;18.76753807067871;13400;;
2010-04-01;30.690000534057617;30.690000534057617;29.920000076293945;30.299999237060547;19.01861000061035;31300;;
2010-04-05;30.5;30.600000381469727;30.40999984741211;30.600000381469727;19.206911087036133;38000;;
2010-04-06;30.559999465942383;31.5;30.559999465942383;31.399999618530273;19.709056854248047;6100;;
2010-04-07;31.399999618530273;32.09000015258789;31.0;31.299999237060547;19.646282196044922;16500;;
2010-04-08;30.25;30.260000228881836;30.25;30.260000228881836;18.993499755859375;7;;
2010-04-09;31.899999618530273;32.09000015258789;31.399999618530273;31.809999465942383;19.96639633178711;18200;;
2010-04-12;31.600000381469727;31.979999542236328;31.299999237060547;31.299999237060547;19.646282196044922;17500;;
2010-04-13;31.200000762939453;31.450000762939453;30.290000915527344;31.399999618530273;19.709056854248047;12200;;
2010-04-14;31.40999984741211;31.5;31.40999984741211;31.450000762939453;19.740440368652344;1700;;
2010-04-15;31.299999237060547;31.299999237060547;30.610000610351562;31.149999618530273;19.552133560180664;13400;;
2010-04-16;30.600000381469727;30.600000381469727;30.0;30.5;19.14414405822754;2800;;
2010-04-19;29.90999984741211;30.020000457763672;29.90999984741211;30.020000457763672;18.84286117553711;300;;
2010-04-20;30.0;30.489999771118164;29.799999237060547;30.489999771118164;19.137868881225586;2200;;
2010-04-22;29.799999237060547;30.059999465942383;29.799999237060547;30.059999465942383;18.867965698242188;1600;;
2010-04-23;30.299999237060547;30.799999237060547;30.299999237060547;30.649999618530273;19.238292694091797;16300;;
2010-04-26;30.649999618530273;30.649999618530273;30.5;30.5;19.14414405822754;1500;;
2010-04-27;29.850000381469727;29.899999618530273;29.450000762939453;29.790000915527344;18.69849395751953;4800;;
2010-04-28;29.1200008392334;29.5;28.700000762939453;29.15999984741211;18.303058624267578;7200;;
2010-04-29;29.25;29.5;29.100000381469727;29.100000381469727;18.265398025512695;5800;;
2010-04-30;29.299999237060547;29.5;29.299999237060547;29.5;18.516468048095703;1200;;
2010-05-03;29.5;29.950000762939453;29.0;29.950000762939453;18.798919677734375;33;;
2010-05-04;27.850000381469727;27.8700008392334;27.010000228881836;27.299999237060547;17.13557243347168;4500;;
