Date;Open;High;Low;Close;Adj Close;Volume;ret;tret
2010-01-04;8.427864074707031;8.584660530090332;8.239706993103027;8.467062950134277;5.3373942375183105;19643;;
2010-01-05;8.561141967773438;8.623861312866211;8.435704231262207;8.616021156311035;5.43129301071167;68751;1.76;1.76
2010-01-06;8.545461654663086;8.772817611694336;8.545461654663086;8.678739547729492;5.470828533172607;93113;0.73;2.49
2010-01-07;8.474903106689453;8.545461654663086;8.420023918151855;8.506261825561523;5.362104415893555;44643;-1.99;0.5000000000000002
2010-01-08;8.5141019821167;8.780657768249512;8.5141019821167;8.772817611694336;5.53013277053833;116328;3.13;3.63
2010-01-11;8.764978408813477;8.780657768249512;8.623861312866211;8.780657768249512;5.5350751876831055;23469;0.09;3.7199999999999998
2010-01-12;8.741458892822266;8.741458892822266;8.663060188293457;8.741458892822266;5.5103654861450195;7270;-0.45;3.2699999999999996
2010-01-13;8.851217269897461;8.968814849853516;8.7571382522583;8.819856643676758;5.559786796569824;70409;0.9;4.17
2010-01-14;8.859057426452637;8.898256301879883;8.780657768249512;8.819856643676758;5.559786796569824;14413;0.0;4.17
2010-01-15;8.83553695678711;8.83553695678711;8.780657768249512;8.83553695678711;5.569669246673584;90307;0.18;4.35
2010-01-18;8.717939376831055;8.819856643676758;8.717939376831055;8.819856643676758;5.559786796569824;4209;-0.18;4.17
2010-01-19;8.804178237915039;8.804178237915039;8.623861312866211;8.780657768249512;5.5350751876831055;26531;-0.44;3.73
2010-01-20;8.631699562072754;8.741458892822266;8.498422622680664;8.741458892822266;5.5103654861450195;16837;-0.45;3.28
2010-01-21;8.741458892822266;8.741458892822266;8.372984886169434;8.616021156311035;5.43129301071167;12372;-1.43;1.8499999999999999
2010-01-22;8.600340843200684;8.686579704284668;8.467062950134277;8.655220031738281;5.456002712249756;56633;0.45;2.3
2010-01-26;8.490583419799805;8.545461654663086;8.420023918151855;8.545461654663086;5.386815071105957;27806;-1.27;1.0299999999999998
2010-01-27;8.365144729614258;8.498422622680664;8.349465370178223;8.498422622680664;5.357161998748779;6887;-0.55;0.47999999999999976
2010-01-28;8.5141019821167;8.600340843200684;8.325944900512695;8.420023918151855;5.307742595672607;42730;-0.92;-0.4400000000000003
2010-01-29;8.427864074707031;8.592500686645508;8.357304573059082;8.545461654663086;5.386815071105957;14413;1.49;1.0499999999999998
2010-02-01;8.365144729614258;8.623861312866211;8.341625213623047;8.623861312866211;5.4362359046936035;14923;0.92;1.9699999999999998
2010-02-02;8.600340843200684;8.616021156311035;8.435704231262207;8.60818099975586;5.426352024078369;13265;-0.18;1.7899999999999998
2010-02-03;8.623861312866211;8.623861312866211;8.482743263244629;8.623861312866211;5.4362359046936035;21428;0.18;1.9699999999999998
2010-02-04;8.435704231262207;8.435704231262207;8.28674602508545;8.388664245605469;5.287975311279297;12882;-2.73;-0.7600000000000002
2010-02-05;8.325944900512695;8.325944900512695;8.18482780456543;8.271065711975098;5.213842391967773;55102;-1.4;-2.16
2010-02-08;8.075069427490234;8.467062950134277;8.075069427490234;8.427864074707031;5.312684535980225;17219;1.9;-0.26000000000000023
2010-02-09;8.271065711975098;8.490583419799805;8.271065711975098;8.459222793579102;5.332450866699219;5229;0.37;0.10999999999999976
2010-02-10;8.467062950134277;8.616021156311035;8.388664245605469;8.616021156311035;5.43129301071167;18240;1.85;1.96
2010-02-11;8.623861312866211;8.623861312866211;8.372984886169434;8.623861312866211;5.4362359046936035;7142;0.09;2.05
2010-02-12;8.568981170654297;8.600340843200684;8.372984886169434;8.600340843200684;5.421409606933594;11607;-0.27;1.7799999999999998
2010-02-17;8.647379875183105;8.741458892822266;8.647379875183105;8.717939376831055;5.495541095733643;3061;1.37;3.15
2010-02-18;8.623861312866211;8.694418907165527;8.623861312866211;8.694418907165527;5.480713367462158;14923;-0.27;2.88
2010-02-19;8.647379875183105;8.686579704284668;8.623861312866211;8.663060188293457;5.460947036743164;14158;-0.36;2.52
2010-02-22;8.663060188293457;8.663060188293457;8.498422622680664;8.600340843200684;5.421409606933594;4847;-0.72;1.8
2010-02-23;8.474903106689453;8.616021156311035;8.474903106689453;8.616021156311035;5.43129301071167;2806;0.18;1.98
2010-02-24;8.592500686645508;8.616021156311035;8.592500686645508;8.616021156311035;5.43129301071167;4209;0.0;1.98
2010-02-25;8.372984886169434;8.537622451782227;8.365144729614258;8.537622451782227;5.381872653961182;2040;-0.91;1.0699999999999998
2010-02-26;8.365144729614258;8.52978229522705;8.365144729614258;8.52978229522705;5.3769307136535645;4209;-0.09;0.9799999999999999
2010-03-01;8.537622451782227;8.623861312866211;8.41218376159668;8.623861312866211;5.4362359046936035;19770;1.1;2.08
2010-03-02;8.616021156311035;8.623861312866211;8.467062950134277;8.584660530090332;5.411523342132568;60715;-0.45;1.6300000000000001
2010-03-03;8.576821327209473;8.576821327209473;8.467062950134277;8.545461654663086;5.386815071105957;5357;-0.46;1.1700000000000002
2010-03-04;8.553301811218262;8.60818099975586;8.5141019821167;8.60818099975586;5.426352024078369;28316;0.73;1.9000000000000001
2010-03-05;8.506261825561523;8.60818099975586;8.474903106689453;8.545461654663086;5.386815071105957;248600;-0.73;1.1700000000000002
2010-03-08;8.545461654663086;8.592500686645508;8.506261825561523;8.545461654663086;5.386815071105957;178191;0.0;1.1700000000000002
2010-03-09;8.561141967773438;8.584660530090332;8.521942138671875;8.576821327209473;5.406583786010742;17474;0.37;1.54
2010-03-10;8.576821327209473;8.60818099975586;8.490583419799805;8.600340843200684;5.421409606933594;42602;0.27;1.81
2010-03-11;8.553301811218262;8.568981170654297;8.427864074707031;8.561141967773438;5.39669942855835;4974;-0.46;1.35
2010-03-12;8.506261825561523;8.561141967773438;8.467062950134277;8.561141967773438;5.39669942855835;39413;0.0;1.35
2010-03-15;8.568981170654297;8.568981170654297;8.467062950134277;8.537622451782227;5.381872653961182;34949;-0.27;1.08
2010-03-16;8.459222793579102;8.459222793579102;8.365144729614258;8.380824089050293;5.283030986785889;33418;-1.84;-0.76
2010-03-17;8.467062950134277;8.467062950134277;8.357304573059082;8.404343605041504;5.297858238220215;36990;0.28;-0.48
2010-03-18;8.388664245605469;8.467062950134277;8.349465370178223;8.451382637023926;5.32750940322876;14541;0.56;0.08000000000000007
2010-03-19;8.427864074707031;8.427864074707031;8.239706993103027;8.372984886169434;5.278090000152588;58419;-0.93;-0.85
2010-03-22;8.231866836547852;8.365144729614258;8.153468132019043;8.231866836547852;5.18913459777832;51276;-1.69;-2.54
2010-03-23;8.200507164001465;8.349465370178223;8.200507164001465;8.349465370178223;5.2632646560668945;38776;1.43;-1.11
