Date;Open;High;Low;Close;Adj Close;Volume;ret;tret
2011-03-14;13.489999771118164;13.5;13.430000305175781;13.5;13.459894180297852;197600;;
2011-03-15;13.399999618530273;13.449999809265137;13.300000190734863;13.34000015258789;13.300369262695312;288800;-1.19;-1.19
2011-03-16;13.34000015258789;13.399999618530273;13.34000015258789;13.380000114440918;13.340250968933105;46200;0.3;-0.8899999999999999
2011-03-17;13.399999618530273;13.399999618530273;13.319999694824219;13.399999618530273;13.36019229888916;7700;0.15;-0.7399999999999999
2011-03-18;13.449999809265137;13.979999542236328;13.449999809265137;13.979999542236328;13.938467979431152;33800;4.33;3.5900000000000003
2011-03-21;13.449999809265137;13.850000381469727;13.449999809265137;13.779999732971191;13.739062309265137;369;-1.43;2.16
2011-03-22;13.600000381469727;13.829999923706055;13.579999923706055;13.699999809265137;13.659299850463867;5300;-0.58;1.58
2011-03-23;13.600000381469727;13.600000381469727;13.449999809265137;13.449999809265137;13.410042762756348;42100;-1.82;-0.24
2011-03-24;13.449999809265137;13.449999809265137;13.449999809265137;13.449999809265137;13.410042762756348;0;0.0;-0.24
2011-03-25;13.449999809265137;13.449999809265137;13.449999809265137;13.449999809265137;13.410042762756348;0;0.0;-0.24
2011-03-28;13.399999618530273;13.470000267028809;13.25;13.40999984741211;13.370162010192871;18500;-0.3;-0.54
2011-03-29;13.449999809265137;13.470000267028809;13.390000343322754;13.449999809265137;13.410042762756348;4600;0.3;-0.24000000000000005
2011-03-30;13.479999542236328;13.699999809265137;13.479999542236328;13.699999809265137;13.659299850463867;33900;1.86;1.62
2011-03-31;13.600000381469727;13.630000114440918;13.5600004196167;13.619999885559082;13.579537391662598;6200;-0.58;1.04
2011-04-01;13.619999885559082;13.619999885559082;13.619999885559082;13.619999885559082;13.579537391662598;0;0.0;1.04
2011-04-04;13.630000114440918;13.640000343322754;13.550000190734863;13.550000190734863;13.509745597839355;603400;-0.51;0.53
2011-04-05;13.550000190734863;13.550000190734863;13.550000190734863;13.550000190734863;13.509745597839355;0;0.0;0.53
2011-04-06;13.5600004196167;13.640000343322754;13.399999618530273;13.550000190734863;13.509745597839355;7600;0.0;0.53
2011-04-07;13.550000190734863;13.569999694824219;13.550000190734863;13.569999694824219;13.529685974121094;200;0.15;0.68
2011-04-08;13.449999809265137;13.5;13.449999809265137;13.5;13.459894180297852;9600;-0.52;0.16000000000000003
2011-04-11;13.5;13.600000381469727;13.5;13.5;13.459894180297852;6800;0.0;0.16000000000000003
2011-04-12;13.369999885559082;13.550000190734863;13.369999885559082;13.399999618530273;13.36019229888916;28200;-0.74;-0.58
2011-04-13;13.5;13.890000343322754;13.5;13.84000015258789;13.798883438110352;54800;3.28;2.6999999999999997
2011-04-14;13.880000114440918;14.170000076293945;13.880000114440918;14.170000076293945;14.127904891967773;20300;2.38;5.08
2011-04-15;14.199999809265137;14.449999809265137;14.199999809265137;14.350000381469727;14.30737018585205;27100;1.27;6.35
2011-04-18;14.350000381469727;14.350000381469727;14.350000381469727;14.350000381469727;14.30737018585205;0;0.0;6.35
2011-04-19;14.420000076293945;14.899999618530273;14.270000457763672;14.699999809265137;14.656329154968262;99200;2.44;8.79
2011-04-20;14.770000457763672;15.210000038146973;14.770000457763672;15.199999809265137;15.1548433303833;58700;3.4;12.19
2011-04-25;15.329999923706055;15.34000015258789;14.529999732971191;14.640000343322754;14.59650707244873;15600;-3.68;8.51
2011-04-26;14.800000190734863;15.0;14.739999771118164;14.739999771118164;14.696210861206055;33700;0.68;9.19
2011-04-27;15.09000015258789;15.09000015258789;14.539999961853027;14.899999618530273;14.855735778808594;18500;1.09;10.28
2011-04-28;14.949999809265137;15.600000381469727;14.899999618530273;15.0;14.955438613891602;6600;0.67;10.95
2011-04-29;15.5;16.0;15.479999542236328;15.649999618530273;15.603507041931152;3800;4.33;15.28
2011-05-02;15.5;15.5;15.0;15.0;14.955438613891602;19400;-4.15;11.129999999999999
2011-05-03;15.0;15.25;14.989999771118164;15.149999618530273;15.104991912841797;218100;1.0;12.129999999999999
2011-05-04;15.100000381469727;15.399999618530273;15.100000381469727;15.100000381469727;15.05514144897461;10600;-0.33;11.799999999999999
2011-05-05;15.5;15.789999961853027;15.489999771118164;15.789999961853027;15.743091583251953;6500;4.57;16.369999999999997
2011-05-06;15.989999771118164;16.049999237060547;15.9399995803833;16.049999237060547;16.0023193359375;59400;1.65;18.019999999999996
2011-05-09;16.010000228881836;16.579999923706055;16.0;16.5;16.45098304748535;311;2.8;20.819999999999997
2011-05-10;16.5;16.5;16.5;16.5;16.45098304748535;0;0.0;20.819999999999997
2011-05-11;16.649999618530273;16.649999618530273;16.5;16.549999237060547;16.500831604003906;85700;0.3;21.119999999999997
2011-05-12;16.549999237060547;16.549999237060547;16.549999237060547;16.549999237060547;16.500831604003906;100;0.0;21.119999999999997
2011-05-13;16.600000381469727;16.600000381469727;16.0;16.149999618530273;16.102022171020508;12300;-2.42;18.699999999999996
2011-05-16;16.149999618530273;16.149999618530273;16.149999618530273;16.149999618530273;16.102022171020508;0;0.0;18.699999999999996
2011-05-17;15.859999656677246;15.859999656677246;15.859999656677246;15.859999656677246;15.812883377075195;400;-1.8;16.899999999999995
2011-05-18;15.600000381469727;15.899999618530273;15.5;15.899999618530273;15.852764129638672;44800;0.25;17.149999999999995
2011-05-19;15.899999618530273;15.899999618530273;15.899999618530273;15.899999618530273;15.852764129638672;0;0.0;17.149999999999995
2011-05-20;16.3799991607666;16.3799991607666;16.3799991607666;16.3799991607666;16.331336975097656;100;3.02;20.169999999999995
2011-05-23;16.3799991607666;16.3799991607666;16.3799991607666;16.3799991607666;16.331336975097656;0;0.0;20.169999999999995
2011-05-24;16.3700008392334;16.979999542236328;16.3700008392334;16.979999542236328;16.929553985595703;6000;3.66;23.829999999999995
2011-05-25;16.5;16.979999542236328;16.5;16.979999542236328;16.929553985595703;1300;0.0;23.829999999999995
2011-05-26;17.0;17.0;17.0;17.0;16.94949722290039;100;0.12;23.949999999999996
2011-05-27;16.989999771118164;16.989999771118164;16.850000381469727;16.889999389648438;16.83982276916504;6900;-0.65;23.299999999999997
2011-05-30;16.799999237060547;17.030000686645508;16.799999237060547;17.030000686645508;16.97941017150879;1100;0.83;24.129999999999995
2011-05-31;17.020000457763672;17.030000686645508;16.75;16.940000534057617;16.889677047729492;446400;-0.53;23.599999999999994
2011-06-01;16.899999618530273;16.899999618530273;16.799999237060547;16.799999237060547;16.750089645385742;700;-0.83;22.769999999999996
2011-06-02;16.799999237060547;16.799999237060547;16.610000610351562;16.690000534057617;16.640419006347656;5600;-0.65;22.119999999999997
2011-06-03;16.670000076293945;16.68000030517578;16.290000915527344;16.350000381469727;16.301427841186523;50800;-2.04;20.08
2011-06-06;16.350000381469727;16.350000381469727;16.0;16.299999237060547;16.251575469970703;25700;-0.31;19.77
2011-06-07;16.5;16.5;16.290000915527344;16.450000762939453;16.4011287689209;5800;0.92;20.69
2011-06-08;16.40999984741211;16.40999984741211;15.6899995803833;15.6899995803833;15.643387794494629;12500;-4.62;16.07
2011-06-09;15.899999618530273;16.200000762939453;15.899999618530273;16.200000762939453;16.151874542236328;127200;3.25;19.32
2011-06-10;16.190000534057617;16.190000534057617;16.0;16.139999389648438;16.092052459716797;185400;-0.37;18.95
2011-06-13;16.100000381469727;16.100000381469727;16.0;16.0;15.95246696472168;300;-0.87;18.08
2011-06-14;16.020000457763672;16.100000381469727;16.020000457763672;16.100000381469727;16.05217170715332;4800;0.63;18.709999999999997
2011-06-15;16.049999237060547;16.049999237060547;16.0;16.0;15.95246696472168;104600;-0.62;18.089999999999996
2011-06-16;16.020000457763672;16.049999237060547;15.899999618530273;16.0;15.95246696472168;59200;0.0;18.089999999999996
2011-06-17;16.0;16.200000762939453;16.0;16.170000076293945;16.121963500976562;3500;1.06;19.149999999999995
2011-06-20;16.170000076293945;16.170000076293945;16.170000076293945;16.170000076293945;16.121963500976562;0;0.0;19.149999999999995
2011-06-21;15.9399995803833;15.9399995803833;15.75;15.850000381469727;15.802912712097168;1800;-1.98;17.169999999999995
2011-06-22;15.850000381469727;15.850000381469727;15.850000381469727;15.850000381469727;15.802912712097168;100;0.0;17.169999999999995
2011-06-24;15.800000190734863;15.800000190734863;15.399999618530273;15.600000381469727;15.553655624389648;11500;-1.58;15.589999999999995
2011-06-27;15.510000228881836;15.779999732971191;15.5;15.779999732971191;15.733121871948242;9700;1.15;16.739999999999995
2011-06-28;15.779999732971191;16.049999237060547;15.779999732971191;16.049999237060547;16.0023193359375;31800;1.71;18.449999999999996
2011-06-29;16.020000457763672;16.100000381469727;16.020000457763672;16.09000015258789;16.042200088500977;1300;0.25;18.699999999999996
2011-06-30;16.100000381469727;16.399999618530273;16.059999465942383;16.399999618530273;16.35127830505371;11900;1.93;20.629999999999995
2011-07-01;16.59000015258789;16.59000015258789;16.489999771118164;16.549999237060547;16.500831604003906;300;0.91;21.539999999999996
2011-07-04;16.5;16.5;16.399999618530273;16.399999618530273;16.35127830505371;700;-0.91;20.629999999999995
2011-07-05;16.549999237060547;16.549999237060547;16.270000457763672;16.270000457763672;16.22166633605957;800;-0.79;19.839999999999996
2011-07-06;16.200000762939453;16.200000762939453;16.0;16.200000762939453;16.151874542236328;17100;-0.43;19.409999999999997
2011-07-07;16.200000762939453;16.200000762939453;16.149999618530273;16.200000762939453;16.151874542236328;34300;0.0;19.409999999999997
2011-07-08;16.200000762939453;16.200000762939453;15.0;16.0;15.95246696472168;18700;-1.23;18.179999999999996
2011-07-11;16.0;16.0;15.520000457763672;15.699999809265137;15.653359413146973;4600;-1.87;16.309999999999995
2011-07-12;15.729999542236328;15.75;15.729999542236328;15.75;15.70320987701416;400;0.32;16.629999999999995
2011-07-13;15.699999809265137;15.75;15.699999809265137;15.75;15.70320987701416;1700;0.0;16.629999999999995
2011-07-14;15.739999771118164;15.739999771118164;15.399999618530273;15.680000305175781;15.633418083190918;4200;-0.44;16.189999999999994
2011-07-15;15.720000267028809;15.75;15.720000267028809;15.720000267028809;15.673298835754395;22500;0.26;16.449999999999996
2011-07-18;15.420000076293945;15.65999984741211;15.420000076293945;15.600000381469727;15.553655624389648;1800;-0.76;15.689999999999996
2011-07-19;15.829999923706055;15.829999923706055;15.649999618530273;15.649999618530273;15.603507041931152;2100;0.32;16.009999999999994
2011-07-20;15.729999542236328;15.75;15.699999809265137;15.699999809265137;15.653359413146973;5500;0.32;16.329999999999995
2011-07-21;15.6899995803833;15.699999809265137;15.649999618530273;15.649999618530273;15.603507041931152;8000;-0.32;16.009999999999994
2011-07-22;15.699999809265137;15.800000190734863;15.5;15.800000190734863;15.75306224822998;4500;0.96;16.969999999999995
2011-07-25;15.760000228881836;16.010000228881836;15.760000228881836;16.010000228881836;15.962437629699707;16500;1.33;18.299999999999997
2011-07-26;16.079999923706055;16.079999923706055;15.899999618530273;15.899999618530273;15.852764129638672;31500;-0.69;17.609999999999996
2011-07-27;16.149999618530273;16.149999618530273;15.8100004196167;15.899999618530273;15.852764129638672;2300;0.0;17.609999999999996
