;Date;Open;High;Low;Close;Adj Close;Volume;Retornos
0;2001-01-02;1320.280029296875;1320.280029296875;1276.050048828125;1283.27001953125;1283.27001953125;1129400000;
1;2001-01-03;1283.27001953125;1347.760009765625;1274.6199951171875;1347.56005859375;1347.56005859375;1880700000;5.01
2;2001-01-04;1347.56005859375;1350.239990234375;1329.1400146484375;1333.3399658203125;1333.3399658203125;2131000000;-1.06
3;2001-01-05;1333.3399658203125;1334.77001953125;1294.949951171875;1298.3499755859375;1298.3499755859375;1430800000;-2.62
4;2001-01-08;1298.3499755859375;1298.3499755859375;1276.2900390625;1295.8599853515625;1295.8599853515625;1115500000;-0.19
5;2001-01-09;1295.8599853515625;1311.719970703125;1295.1400146484375;1300.800048828125;1300.800048828125;1191300000;0.38
6;2001-01-10;1300.800048828125;1313.760009765625;1287.280029296875;1313.27001953125;1313.27001953125;1296500000;0.96
7;2001-01-11;1313.27001953125;1332.18994140625;1309.719970703125;1326.8199462890625;1326.8199462890625;1411200000;1.03
8;2001-01-12;1326.8199462890625;1333.2099609375;1311.5899658203125;1318.550048828125;1318.550048828125;1276000000;-0.62
9;2001-01-16;1318.3199462890625;1327.81005859375;1313.3299560546875;1326.6500244140625;1326.6500244140625;1205700000;0.61
10;2001-01-17;1326.6500244140625;1346.9200439453125;1325.4100341796875;1329.469970703125;1329.469970703125;1349100000;0.21
11;2001-01-18;1329.8900146484375;1352.7099609375;1327.4100341796875;1347.969970703125;1347.969970703125;1445000000;1.39
12;2001-01-19;1347.969970703125;1354.550048828125;1336.739990234375;1342.5400390625;1342.5400390625;1407800000;-0.4
13;2001-01-22;1342.5400390625;1353.6199951171875;1333.8399658203125;1342.9000244140625;1342.9000244140625;1164000000;0.03
14;2001-01-23;1342.9000244140625;1362.9000244140625;1339.6300048828125;1360.4000244140625;1360.4000244140625;1232600000;1.3
15;2001-01-24;1360.4000244140625;1369.75;1357.280029296875;1364.300048828125;1364.300048828125;1309000000;0.29
16;2001-01-25;1364.300048828125;1367.3499755859375;1354.6300048828125;1357.510009765625;1357.510009765625;1258000000;-0.5
17;2001-01-26;1357.510009765625;1357.510009765625;1342.75;1354.949951171875;1354.949951171875;1098000000;-0.19
18;2001-01-29;1354.9200439453125;1365.5400390625;1350.3599853515625;1364.1700439453125;1364.1700439453125;1053100000;0.68
19;2001-01-30;1364.1700439453125;1375.6800537109375;1356.199951171875;1373.72998046875;1373.72998046875;1149800000;0.7
20;2001-01-31;1373.72998046875;1383.3699951171875;1364.6600341796875;1366.010009765625;1366.010009765625;1295300000;-0.56
21;2001-02-01;1366.010009765625;1373.5;1359.3399658203125;1373.469970703125;1373.469970703125;1118800000;0.55
22;2001-02-02;1373.469970703125;1376.3800048828125;1348.719970703125;1349.469970703125;1349.469970703125;1048400000;-1.75
23;2001-02-05;1349.469970703125;1354.56005859375;1344.47998046875;1354.31005859375;1354.31005859375;1013000000;0.36
24;2001-02-06;1354.31005859375;1363.550048828125;1350.0400390625;1352.260009765625;1352.260009765625;1059600000;-0.15
25;2001-02-07;1352.260009765625;1352.260009765625;1334.260009765625;1340.8900146484375;1340.8900146484375;1158300000;-0.84
26;2001-02-08;1341.0999755859375;1350.3199462890625;1332.4200439453125;1332.530029296875;1332.530029296875;1107200000;-0.62
27;2001-02-09;1332.530029296875;1332.530029296875;1309.97998046875;1314.760009765625;1314.760009765625;1075500000;-1.33
28;2001-02-12;1314.760009765625;1330.9599609375;1313.6400146484375;1330.31005859375;1330.31005859375;1039100000;1.18
29;2001-02-13;1330.31005859375;1336.6199951171875;1317.510009765625;1318.800048828125;1318.800048828125;1075200000;-0.87
30;2001-02-14;1318.800048828125;1320.72998046875;1304.719970703125;1315.9200439453125;1315.9200439453125;1150300000;-0.22
31;2001-02-15;1315.9200439453125;1331.2900390625;1315.9200439453125;1326.6099853515625;1326.6099853515625;1153700000;0.81
32;2001-02-16;1326.6099853515625;1326.6099853515625;1293.1800537109375;1301.530029296875;1301.530029296875;1257200000;-1.89
33;2001-02-20;1301.530029296875;1307.1600341796875;1278.43994140625;1278.93994140625;1278.93994140625;1112200000;-1.74
34;2001-02-21;1278.93994140625;1282.969970703125;1253.1600341796875;1255.27001953125;1255.27001953125;1208500000;-1.85
35;2001-02-22;1255.27001953125;1259.93994140625;1228.3299560546875;1252.8199462890625;1252.8199462890625;1365900000;-0.2
36;2001-02-23;1252.8199462890625;1252.8199462890625;1215.43994140625;1245.8599853515625;1245.8599853515625;1231300000;-0.56
37;2001-02-26;1245.8599853515625;1267.68994140625;1241.7099609375;1267.6500244140625;1267.6500244140625;1130800000;1.75
38;2001-02-27;1267.6500244140625;1272.760009765625;1252.260009765625;1257.93994140625;1257.93994140625;1114100000;-0.77
39;2001-02-28;1257.93994140625;1263.469970703125;1229.6500244140625;1239.93994140625;1239.93994140625;1225300000;-1.43
40;2001-03-01;1239.93994140625;1241.3599853515625;1214.5;1241.22998046875;1241.22998046875;1294900000;0.1
41;2001-03-02;1241.22998046875;1251.010009765625;1219.739990234375;1234.1800537109375;1234.1800537109375;1294000000;-0.57
42;2001-03-05;1234.1800537109375;1242.550048828125;1234.0400390625;1241.4100341796875;1241.4100341796875;929200000;0.59
43;2001-03-06;1241.4100341796875;1267.4200439453125;1241.4100341796875;1253.800048828125;1253.800048828125;1091800000;1.0
44;2001-03-07;1253.800048828125;1263.8599853515625;1253.800048828125;1261.8900146484375;1261.8900146484375;1132200000;0.65
45;2001-03-08;1261.8900146484375;1266.5;1257.5999755859375;1264.739990234375;1264.739990234375;1114100000;0.23
46;2001-03-09;1264.739990234375;1264.739990234375;1228.4200439453125;1233.4200439453125;1233.4200439453125;1085900000;-2.48
47;2001-03-12;1233.4200439453125;1233.4200439453125;1176.780029296875;1180.1600341796875;1180.1600341796875;1229000000;-4.32
48;2001-03-13;1180.1600341796875;1197.8299560546875;1171.5;1197.6600341796875;1197.6600341796875;1360900000;1.48
49;2001-03-14;1197.6600341796875;1197.6600341796875;1155.3499755859375;1166.7099609375;1166.7099609375;1397400000;-2.58
50;2001-03-15;1166.7099609375;1182.0400390625;1166.7099609375;1173.56005859375;1173.56005859375;1259500000;0.59
51;2001-03-16;1173.56005859375;1173.56005859375;1148.6400146484375;1150.530029296875;1150.530029296875;1543560000;-1.96
52;2001-03-19;1150.530029296875;1173.5;1147.1800537109375;1170.81005859375;1170.81005859375;1126200000;1.76
