;Date;Open;High;Low;Close;Adj Close;Volume;Retornos
0;2001-01-02;418.510009765625;423.760009765625;417.8999938964844;418.7000122070313;418.7000122070313;0;
1;2001-01-03;419.5700073242188;448.8900146484375;419.5700073242188;448.8900146484375;448.8900146484375;0;7.21
2;2001-01-04;449.30999755859375;460.9200134277344;449.30999755859375;459.5499877929688;459.5499877929688;0;2.37
3;2001-01-05;460.6700134277344;468.1400146484375;460.6700134277344;464.0799865722656;464.0799865722656;0;0.99
4;2001-01-08;464.0799865722656;466.25;462.3200073242188;465.9800109863281;465.9800109863281;0;0.41
5;2001-01-09;467.6600036621094;494.7900085449219;466.6400146484375;492.4500122070313;492.4500122070313;0;5.68
6;2001-01-10;491.8900146484375;498.4800109863281;485.2999877929688;494.4500122070313;494.4500122070313;0;0.41
7;2001-01-11;495.2900085449219;507.9299926757813;495.1199951171875;501.5400085449219;501.5400085449219;0;1.43
8;2001-01-12;501.989990234375;506.9599914550781;498.4599914550781;499.5499877929688;499.5499877929688;0;-0.4
9;2001-01-15;499.5499877929688;503.4800109863281;498.2999877929688;503.4800109863281;503.4800109863281;0;0.79
10;2001-01-16;503.4599914550781;504.9299926757813;501.6000061035156;503.1499938964844;503.1499938964844;0;-0.07
11;2001-01-17;505.8399963378906;514.2899780273438;505.8399963378906;510.5799865722656;510.5799865722656;0;1.48
12;2001-01-18;510.8599853515625;525.030029296875;510.3699951171875;524.3300170898438;524.3300170898438;0;2.69
13;2001-01-19;524.8900146484375;527.52001953125;521.97998046875;526.7999877929688;526.7999877929688;0;0.47
14;2001-01-22;526.4600219726562;530.3300170898438;524.489990234375;527.72998046875;527.72998046875;0;0.18
15;2001-01-23;528.9600219726562;540.1599731445312;528.7999877929688;539.2000122070312;539.2000122070312;0;2.17
16;2001-01-24;538.8900146484375;538.8900146484375;528.969970703125;532.8800048828125;532.8800048828125;0;-1.17
17;2001-01-25;532.8800048828125;533.1799926757812;526.0499877929688;527.1900024414062;527.1900024414062;0;-1.07
18;2001-01-26;527.1900024414062;527.6699829101562;524.27001953125;525.1900024414062;525.1900024414062;0;-0.38
19;2001-01-29;524.6300048828125;530.2899780273438;519.260009765625;530.2899780273438;530.2899780273438;0;0.97
20;2001-01-30;530.2899780273438;534.719970703125;530.0599975585938;531.5;531.5;0;0.23
21;2001-01-31;531.5;535.969970703125;531.4299926757812;532.7999877929688;532.7999877929688;0;0.24
22;2001-02-01;532.3400268554688;534.02001953125;527.4400024414062;528.0;528.0;0;-0.9
23;2001-02-02;527.5900268554688;529.3800048828125;515.4600219726562;517.7899780273438;517.7899780273438;0;-1.93
24;2001-02-05;517.3900146484375;517.780029296875;508.489990234375;510.6300048828125;510.6300048828125;0;-1.38
