;Data Referência;Demonstração Financeira;Release de Resultados;Acao;Data Divulgação
0;31/12/2021;https://www.rad.cvm.gov.br/ENET/frmGerenciaPaginaFRE.aspx?NumeroSequencialDocumento=112978&CodigoTipoInstituicao=1;;TKNO4;2022-03-25 20:14:12.307868
1;30/09/2021;https://www.rad.cvm.gov.br/ENET/frmGerenciaPaginaFRE.aspx?NumeroSequencialDocumento=110023&CodigoTipoInstituicao=1;;TKNO4;2022-03-25 20:14:12.307868
2;30/06/2021;https://www.rad.cvm.gov.br/ENET/frmGerenciaPaginaFRE.aspx?NumeroSequencialDocumento=107832&CodigoTipoInstituicao=1;;TKNO4;2022-03-25 20:14:12.307868
3;31/03/2021;https://www.rad.cvm.gov.br/ENET/frmGerenciaPaginaFRE.aspx?NumeroSequencialDocumento=104242&CodigoTipoInstituicao=1;;TKNO4;2022-03-25 20:14:12.307868
4;31/12/2020;https://www.rad.cvm.gov.br/ENET/frmGerenciaPaginaFRE.aspx?NumeroSequencialDocumento=102269&CodigoTipoInstituicao=1;;TKNO4;2022-03-25 20:14:12.307868
5;30/09/2020;https://www.rad.cvm.gov.br/ENET/frmGerenciaPaginaFRE.aspx?NumeroSequencialDocumento=98529&CodigoTipoInstituicao=1;;TKNO4;2022-03-25 20:14:12.307868
6;30/06/2020;https://www.rad.cvm.gov.br/ENET/frmGerenciaPaginaFRE.aspx?NumeroSequencialDocumento=96436&CodigoTipoInstituicao=1;;TKNO4;2022-03-25 20:14:12.307868
7;31/03/2020;https://www.rad.cvm.gov.br/ENET/frmGerenciaPaginaFRE.aspx?NumeroSequencialDocumento=93883&CodigoTipoInstituicao=1;;TKNO4;2022-03-25 20:14:12.307868
8;31/12/2019;https://www.rad.cvm.gov.br/ENET/frmGerenciaPaginaFRE.aspx?NumeroSequencialDocumento=91844&CodigoTipoInstituicao=1;;TKNO4;2022-03-25 20:14:12.307868
9;30/09/2019;https://www.rad.cvm.gov.br/ENET/frmGerenciaPaginaFRE.aspx?NumeroSequencialDocumento=89499&CodigoTipoInstituicao=1;;TKNO4;2022-03-25 20:14:12.307868
10;30/06/2019;https://www.rad.cvm.gov.br/ENET/frmGerenciaPaginaFRE.aspx?NumeroSequencialDocumento=86599&CodigoTipoInstituicao=1;;TKNO4;2022-03-25 20:14:12.307868
