;Data Referência;Demonstração Financeira;Release de Resultados;Acao;Data Divulgação
0;31/12/2021;https://www.rad.cvm.gov.br/ENET/frmGerenciaPaginaFRE.aspx?NumeroSequencialDocumento=113110&CodigoTipoInstituicao=1;https://www.rad.cvm.gov.br/ENET/frmDownloadDocumento.aspx?Tela=ext&numProtocolo=357993&descTipo=IPE&CodigoInstituicao=1;MNDL3;2022-03-29 20:44:33.239076
1;30/09/2021;https://www.rad.cvm.gov.br/ENET/frmGerenciaPaginaFRE.aspx?NumeroSequencialDocumento=109995&CodigoTipoInstituicao=1;;MNDL3;2022-03-29 20:44:33.239076
2;30/06/2021;https://www.rad.cvm.gov.br/ENET/frmGerenciaPaginaFRE.aspx?NumeroSequencialDocumento=107867&CodigoTipoInstituicao=1;;MNDL3;2022-03-29 20:44:33.239076
3;31/03/2021;https://www.rad.cvm.gov.br/ENET/frmGerenciaPaginaFRE.aspx?NumeroSequencialDocumento=104304&CodigoTipoInstituicao=1;;MNDL3;2022-03-29 20:44:33.239076
4;31/12/2020;https://www.rad.cvm.gov.br/ENET/frmGerenciaPaginaFRE.aspx?NumeroSequencialDocumento=102317&CodigoTipoInstituicao=1;;MNDL3;2022-03-29 20:44:33.239076
5;30/09/2020;https://www.rad.cvm.gov.br/ENET/frmGerenciaPaginaFRE.aspx?NumeroSequencialDocumento=98520&CodigoTipoInstituicao=1;;MNDL3;2022-03-29 20:44:33.239076
6;30/06/2020;https://www.rad.cvm.gov.br/ENET/frmGerenciaPaginaFRE.aspx?NumeroSequencialDocumento=96650&CodigoTipoInstituicao=1;;MNDL3;2022-03-29 20:44:33.239076
7;31/03/2020;https://www.rad.cvm.gov.br/ENET/frmGerenciaPaginaFRE.aspx?NumeroSequencialDocumento=94395&CodigoTipoInstituicao=1;;MNDL3;2022-03-29 20:44:33.239076
8;31/12/2019;https://www.rad.cvm.gov.br/ENET/frmGerenciaPaginaFRE.aspx?NumeroSequencialDocumento=91934&CodigoTipoInstituicao=1;;MNDL3;2022-03-29 20:44:33.239076
9;30/09/2019;https://www.rad.cvm.gov.br/ENET/frmGerenciaPaginaFRE.aspx?NumeroSequencialDocumento=89625&CodigoTipoInstituicao=1;;MNDL3;2022-03-29 20:44:33.239076
