;Data Referência;Demonstração Financeira;Release de Resultados;Acao;Data Divulgação
0;31/12/2021;https://www.rad.cvm.gov.br/ENET/frmGerenciaPaginaFRE.aspx?NumeroSequencialDocumento=112036&CodigoTipoInstituicao=1;;BNBR3;2022-02-24 22:22:49.295696
1;30/09/2021;https://www.rad.cvm.gov.br/ENET/frmGerenciaPaginaFRE.aspx?NumeroSequencialDocumento=109982&CodigoTipoInstituicao=1;;BNBR3;2022-02-24 22:22:49.295696
2;30/06/2021;https://www.rad.cvm.gov.br/ENET/frmGerenciaPaginaFRE.aspx?NumeroSequencialDocumento=107507&CodigoTipoInstituicao=1;;BNBR3;2022-02-24 22:22:49.295696
3;31/03/2021;https://www.rad.cvm.gov.br/ENET/frmGerenciaPaginaFRE.aspx?NumeroSequencialDocumento=104025&CodigoTipoInstituicao=1;;BNBR3;2022-02-24 22:22:49.295696
4;31/12/2020;https://www.rad.cvm.gov.br/ENET/frmGerenciaPaginaFRE.aspx?NumeroSequencialDocumento=100456&CodigoTipoInstituicao=1;;BNBR3;2022-02-24 22:22:49.295696
5;30/09/2020;https://www.rad.cvm.gov.br/ENET/frmGerenciaPaginaFRE.aspx?NumeroSequencialDocumento=98509&CodigoTipoInstituicao=1;;BNBR3;2022-02-24 22:22:49.295696
6;30/06/2020;https://www.rad.cvm.gov.br/ENET/frmGerenciaPaginaFRE.aspx?NumeroSequencialDocumento=98773&CodigoTipoInstituicao=1;;BNBR3;2022-02-24 22:22:49.295696
7;31/03/2020;https://www.rad.cvm.gov.br/ENET/frmGerenciaPaginaFRE.aspx?NumeroSequencialDocumento=93720&CodigoTipoInstituicao=1;;BNBR3;2022-02-24 22:22:49.295696
8;31/12/2019;https://www.rad.cvm.gov.br/ENET/frmGerenciaPaginaFRE.aspx?NumeroSequencialDocumento=91084&CodigoTipoInstituicao=1;;BNBR3;2022-02-24 22:22:49.295696
9;30/09/2019;https://www.rad.cvm.gov.br/ENET/frmGerenciaPaginaFRE.aspx?NumeroSequencialDocumento=89437&CodigoTipoInstituicao=1;;BNBR3;2022-02-24 22:22:49.295696
10;30/06/2019;https://www.rad.cvm.gov.br/ENET/frmGerenciaPaginaFRE.aspx?NumeroSequencialDocumento=86428&CodigoTipoInstituicao=1;;BNBR3;2022-02-24 22:22:49.295696
11;31/03/2019;https://www.rad.cvm.gov.br/ENET/frmGerenciaPaginaFRE.aspx?NumeroSequencialDocumento=83686&CodigoTipoInstituicao=1;;BNBR3;2022-02-24 22:22:49.295696
12;31/12/2018;https://www.rad.cvm.gov.br/ENET/frmGerenciaPaginaFRE.aspx?NumeroSequencialDocumento=81401&CodigoTipoInstituicao=1;;BNBR3;2022-02-24 22:22:49.295696
13;30/09/2018;https://www.rad.cvm.gov.br/ENET/frmGerenciaPaginaFRE.aspx?NumeroSequencialDocumento=79194&CodigoTipoInstituicao=1;;BNBR3;2022-02-24 22:22:49.295696
14;30/06/2018;https://www.rad.cvm.gov.br/ENET/frmGerenciaPaginaFRE.aspx?NumeroSequencialDocumento=77098&CodigoTipoInstituicao=1;;BNBR3;2022-02-24 22:22:49.295696
15;31/03/2018;https://www.rad.cvm.gov.br/ENET/frmGerenciaPaginaFRE.aspx?NumeroSequencialDocumento=74123&CodigoTipoInstituicao=1;;BNBR3;2022-02-24 22:22:49.295696
