;Data Referência;Demonstração Financeira;Release de Resultados;Acao;Data Divulgação
0;31/12/2021;https://www.rad.cvm.gov.br/ENET/frmGerenciaPaginaFRE.aspx?NumeroSequencialDocumento=113305&CodigoTipoInstituicao=1;;BAZA3;2022-04-01 08:52:14.165599
1;30/09/2021;https://www.rad.cvm.gov.br/ENET/frmGerenciaPaginaFRE.aspx?NumeroSequencialDocumento=110034&CodigoTipoInstituicao=1;;BAZA3;2022-04-01 08:52:14.165599
2;30/06/2021;https://www.rad.cvm.gov.br/ENET/frmGerenciaPaginaFRE.aspx?NumeroSequencialDocumento=108045&CodigoTipoInstituicao=1;;BAZA3;2022-04-01 08:52:14.165599
3;31/03/2021;https://www.rad.cvm.gov.br/ENET/frmGerenciaPaginaFRE.aspx?NumeroSequencialDocumento=104479&CodigoTipoInstituicao=1;;BAZA3;2022-04-01 08:52:14.165599
4;31/12/2020;https://www.rad.cvm.gov.br/ENET/frmGerenciaPaginaFRE.aspx?NumeroSequencialDocumento=102090&CodigoTipoInstituicao=1;;BAZA3;2022-04-01 08:52:14.165599
5;30/09/2020;https://www.rad.cvm.gov.br/ENET/frmGerenciaPaginaFRE.aspx?NumeroSequencialDocumento=98705&CodigoTipoInstituicao=1;;BAZA3;2022-04-01 08:52:14.165599
6;30/06/2020;https://www.rad.cvm.gov.br/ENET/frmGerenciaPaginaFRE.aspx?NumeroSequencialDocumento=96741&CodigoTipoInstituicao=1;;BAZA3;2022-04-01 08:52:14.165599
7;31/03/2020;https://www.rad.cvm.gov.br/ENET/frmGerenciaPaginaFRE.aspx?NumeroSequencialDocumento=94219&CodigoTipoInstituicao=1;;BAZA3;2022-04-01 08:52:14.165599
8;31/12/2019;https://www.rad.cvm.gov.br/ENET/frmGerenciaPaginaFRE.aspx?NumeroSequencialDocumento=91491&CodigoTipoInstituicao=1;;BAZA3;2022-04-01 08:52:14.165599
9;30/09/2019;https://www.rad.cvm.gov.br/ENET/frmGerenciaPaginaFRE.aspx?NumeroSequencialDocumento=89626&CodigoTipoInstituicao=1;;BAZA3;2022-04-01 08:52:14.165599
10;30/06/2019;https://www.rad.cvm.gov.br/ENET/frmGerenciaPaginaFRE.aspx?NumeroSequencialDocumento=86416&CodigoTipoInstituicao=1;;BAZA3;2022-04-01 08:52:14.165599
11;31/03/2019;https://www.rad.cvm.gov.br/ENET/frmGerenciaPaginaFRE.aspx?NumeroSequencialDocumento=83757&CodigoTipoInstituicao=1;;BAZA3;2022-04-01 08:52:14.165599
12;31/12/2018;https://www.rad.cvm.gov.br/ENET/frmGerenciaPaginaFRE.aspx?NumeroSequencialDocumento=81201&CodigoTipoInstituicao=1;;BAZA3;2022-04-01 08:52:14.165599
