;Data Referência;Demonstração Financeira;Release de Resultados;Acao;Data Divulgação
0;31/12/2021;https://www.rad.cvm.gov.br/ENET/frmGerenciaPaginaFRE.aspx?NumeroSequencialDocumento=112728&CodigoTipoInstituicao=1;;TELB4;2022-03-18 20:38:34.891754
1;30/09/2021;https://www.rad.cvm.gov.br/ENET/frmGerenciaPaginaFRE.aspx?NumeroSequencialDocumento=110006&CodigoTipoInstituicao=1;;TELB4;2022-03-18 20:38:34.891754
2;30/06/2021;https://www.rad.cvm.gov.br/ENET/frmGerenciaPaginaFRE.aspx?NumeroSequencialDocumento=107384&CodigoTipoInstituicao=1;;TELB4;2022-03-18 20:38:34.891754
3;31/03/2021;https://www.rad.cvm.gov.br/ENET/frmGerenciaPaginaFRE.aspx?NumeroSequencialDocumento=104283&CodigoTipoInstituicao=1;;TELB4;2022-03-18 20:38:34.891754
4;31/12/2020;https://www.rad.cvm.gov.br/ENET/frmGerenciaPaginaFRE.aspx?NumeroSequencialDocumento=102049&CodigoTipoInstituicao=1;;TELB4;2022-03-18 20:38:34.891754
5;30/09/2020;https://www.rad.cvm.gov.br/ENET/frmGerenciaPaginaFRE.aspx?NumeroSequencialDocumento=98071&CodigoTipoInstituicao=1;;TELB4;2022-03-18 20:38:34.891754
6;30/06/2020;https://www.rad.cvm.gov.br/ENET/frmGerenciaPaginaFRE.aspx?NumeroSequencialDocumento=96176&CodigoTipoInstituicao=1;;TELB4;2022-03-18 20:38:34.891754
7;31/03/2020;https://www.rad.cvm.gov.br/ENET/frmGerenciaPaginaFRE.aspx?NumeroSequencialDocumento=93776&CodigoTipoInstituicao=1;;TELB4;2022-03-18 20:38:34.891754
8;31/12/2019;https://www.rad.cvm.gov.br/ENET/frmGerenciaPaginaFRE.aspx?NumeroSequencialDocumento=91565&CodigoTipoInstituicao=1;;TELB4;2022-03-18 20:38:34.891754
9;30/09/2019;https://www.rad.cvm.gov.br/ENET/frmGerenciaPaginaFRE.aspx?NumeroSequencialDocumento=89237&CodigoTipoInstituicao=1;;TELB4;2022-03-18 20:38:34.891754
10;30/06/2019;https://www.rad.cvm.gov.br/ENET/frmGerenciaPaginaFRE.aspx?NumeroSequencialDocumento=86196&CodigoTipoInstituicao=1;;TELB4;2022-03-18 20:38:34.891754
11;31/03/2019;https://www.rad.cvm.gov.br/ENET/frmGerenciaPaginaFRE.aspx?NumeroSequencialDocumento=83289&CodigoTipoInstituicao=1;;TELB4;2022-03-18 20:38:34.891754
12;31/12/2018;https://www.rad.cvm.gov.br/ENET/frmGerenciaPaginaFRE.aspx?NumeroSequencialDocumento=81236&CodigoTipoInstituicao=1;;TELB4;2022-03-18 20:38:34.891754
13;30/09/2018;https://www.rad.cvm.gov.br/ENET/frmGerenciaPaginaFRE.aspx?NumeroSequencialDocumento=79257&CodigoTipoInstituicao=1;;TELB4;2022-03-18 20:38:34.891754
14;30/06/2018;https://www.rad.cvm.gov.br/ENET/frmGerenciaPaginaFRE.aspx?NumeroSequencialDocumento=76982&CodigoTipoInstituicao=1;;TELB4;2022-03-18 20:38:34.891754
15;31/03/2018;https://www.rad.cvm.gov.br/ENET/frmGerenciaPaginaFRE.aspx?NumeroSequencialDocumento=74535&CodigoTipoInstituicao=1;;TELB4;2022-03-18 20:38:34.891754
