;Data;Valor;Tipo;Data de Pagamento;Por quantas ações
0;18/08/2021;0,3427;JRS CAP PROPRIO;31/08/2021 ;1
1;03/03/2021;0,9023;JRS CAP PROPRIO;15/03/2021 ;1
2;23/07/2020;0,1879;DIVIDENDO;20/08/2020 ;1
3;26/02/2020;0,5797;JRS CAP PROPRIO;09/03/2020 ;1
4;26/02/2020;0,0154;DIVIDENDO;09/03/2020 ;1
5;03/07/2019;0,7813;JRS CAP PROPRIO;15/07/2019 ;1
6;23/11/2018;0,7625;JRS CAP PROPRIO;05/12/2018 ;1
7;13/06/2018;0,7055;JRS CAP PROPRIO;25/06/2018 ;1
8;06/04/2018;0,2608;DIVIDENDO;16/04/2018 ;1
9;17/11/2017;0,7796;JRS CAP PROPRIO;- ;1
10;21/08/2017;0,2056;DIVIDENDO;- ;1
11;16/06/2017;0,8066;JRS CAP PROPRIO;- ;1
12;06/04/2017;1,1679;DIVIDENDO;- ;1
13;03/04/2017;0,5762;DIVIDENDO;- ;1
14;22/02/2017;0,6785;JRS CAP PROPRIO;- ;1
15;22/02/2017;0,0361;DIVIDENDO;- ;1
16;31/08/2016;0,3641;JRS CAP PROPRIO;- ;1
17;18/11/2015;0,6394;JUROS;- ;1
18;28/08/2015;0,5382;JUROS;- ;1
19;21/08/2014;0,1988;DIVIDENDO;- ;1
20;28/07/2014;0,5766;JRS CAP PROPRIO;- ;1
21;26/02/2014;0,2099;DIVIDENDO;- ;1
22;27/12/2013;0,5884;JRS CAP PRÓPRIO;- ;1
23;20/08/2013;0,1898;DIVIDENDO;- ;1
24;03/07/2013;0,5787;JRS CAP PRÓPRIO;- ;1
25;25/02/2013;2,0769;DIVIDENDO;- ;1
26;25/02/2013;0,9240;DIVIDENDO;- ;1
27;29/11/2012;0,5552;JRS CAP PRÓPRIO;-  ;1
28;16/08/2012;1,2873;DIVIDENDO;- ;1
29;15/06/2012;0,5977;JRS CAP PRÓPRIO;- ;1
30;28/02/2012;2,4757;DIVIDENDO;- ;1
31;28/02/2012;1,0389;DIVIDENDO;- ;1
32;06/12/2011;0,5259;JRS CAP PRÓPRIO;- ;1
33;30/08/2011;1,5404;DIVIDENDO;- ;1
34;03/06/2011;0,5173;JRS CAP PRÓPRIO;- ;1
35;01/03/2011;1,4245;DIVIDENDO;- ;1
36;30/11/2010;0,4407;JRS CAP PRÓPRIO;- ;1
37;30/07/2010;0,2008;DIVIDENDO;- ;1
38;30/06/2010;0,4335;JRS CAP PRÓPRIO;- ;1
39;09/03/2010;1,0620;DIVIDENDO;- ;1
40;10/11/2009;0,3855;JRS CAP PRÓPRIO;- ;1
41;24/08/2009;0,3325;DIVIDENDO;- ;1
42;30/06/2009;0,3989;JRS CAP PRÓPRIO;- ;1
43;16/02/2009;0,4628;DIVIDENDO;- ;1
44;26/12/2008;0,3340;JRS CAP PRÓPRIO;- ;1
45;11/07/2008;0,3304;JRS CAP PRÓPRIO;- ;1
46;30/04/2008;0,1831;DIVIDENDO;- ;1
47;07/02/2008;0,4709;JRS CAP PRÓPRIO;- ;1
48;28/12/2006;1,1397;JRS CAP PRÓPRIO;- ;1000
49;30/11/2006;1,1397;JRS CAP PRÓPRIO;- ;1000
50;17/11/2006;2,3333;DIVIDENDO;- ;1000
51;31/10/2006;1,1397;JRS CAP PRÓPRIO;- ;1000
52;17/10/2006;37,9600;DIVIDENDO;- ;1000
53;29/09/2006;1,2444;JRS CAP PRÓPRIO;- ;1000
54;18/09/2006;13,9028;DIVIDENDO;- ;1000
55;31/08/2006;1,1403;JRS CAP PRÓPRIO;- ;1000
56;15/08/2006;5,8420;DIVIDENDO;- ;1000
57;31/07/2006;1,3485;JRS CAP PRÓPRIO;- ;1000
58;21/07/2006;12,4511;DIVIDENDO;- ;1000
59;03/07/2006;3,0423;DIVIDENDO;- ;1000
60;30/06/2006;1,3485;JRS CAP PRÓPRIO;- ;1000
61;31/05/2006;1,3485;JRS CAP PRÓPRIO;-  ;1000
62;17/05/2006;8,4781;DIVIDENDO;- ;1000
63;28/04/2006;1,4837;JRS CAP PRÓPRIO;- ;1000
64;31/03/2006;1,4837;JRS CAP PRÓPRIO;- ;1000
65;08/03/2006;6,4383;DIVIDENDO;- ;1000
66;08/03/2006;2,9673;JRS CAP PRÓPRIO;- ;1000
67;12/12/2005;13,5935;DIVIDENDO;- ;1000
68;12/12/2005;2,3691;JRS CAP PRÓPRIO;- ;1000
69;30/11/2005;1,4818;JRS CAP PRÓPRIO;- ;1000
70;25/11/2005;2,2683;DIVIDENDO;- ;1000
71;31/10/2005;1,4818;JRS CAP PRÓPRIO;- ;1000
72;20/10/2005;5,2718;DIVIDENDO;- ;1000
73;30/09/2005;1,4818;JRS CAP PRÓPRIO;- ;1000
74;29/09/2005;3,4959;DIVIDENDO;- ;1000
75;31/08/2005;1,4818;JRS CAP PRÓPRIO;- ;1000
76;30/08/2005;3,1121;DIVIDENDO;- ;1000
77;03/08/2005;1,3050;DIVIDENDO;- ;1000
78;29/07/2005;1,4818;JRS CAP PRÓPRIO;- ;1000
79;30/06/2005;1,4818;JRS CAP PRÓPRIO;- ;1000
80;21/06/2005;9,8060;DIVIDENDO;- ;1000
81;31/05/2005;1,4818;JRS CAP PRÓPRIO;- ;1000
82;29/04/2005;21,2032;DIVIDENDO;- ;1000
83;29/04/2005;4,4453;JRS CAP PRÓPRIO;- ;1000
84;29/04/2005;1,4818;JRS CAP PRÓPRIO;- ;1000
85;06/04/2005;3,8252;JRS CAP PRÓPRIO;- ;1000
86;02/12/2004;5,3124;JRS CAP PRÓPRIO;- ;1000
87;13/08/2004;9,0379;JRS CAP PRÓPRIO;- ;1000
88;05/03/2004;8,7674;JRS CAP PRÓPRIO;- ;1000
89;29/08/2003;8,3089;JRS CAP PRÓPRIO;- ;1000
90;31/03/2003;12,9062;JRS CAP PRÓPRIO;- ;1000
