;Data;Valor;Tipo;Data de Pagamento;Por quantas ações;Acao
0;16/05/2022;0,5700;JRS CAP PROPRIO;25/05/2022 ;1;GGBR3
1;07/03/2022;0,2000;DIVIDENDO;16/03/2022 ;1;GGBR3
2;05/11/2021;0,2000;JRS CAP PROPRIO;16/11/2021 ;1;GGBR3
3;05/11/2021;1,4200;DIVIDENDO;16/11/2021 ;1;GGBR3
4;27/09/2021;0,3800;JRS CAP PROPRIO;16/11/2021 ;1;GGBR3
5;16/08/2021;0,5400;DIVIDENDO;26/08/2021 ;1;GGBR3
6;14/05/2021;0,4000;DIVIDENDO;26/05/2021 ;1;GGBR3
7;11/03/2021;0,1300;JRS CAP PROPRIO;25/03/2021 ;1;GGBR3
8;21/12/2020;0,1700;JRS CAP PROPRIO;- ;1;GGBR3
9;06/11/2020;0,1200;DIVIDENDO;18/11/2020 ;1;GGBR3
10;28/02/2020;0,0300;DIVIDENDO;11/03/2020 ;1;GGBR3
11;11/11/2019;0,0400;DIVIDENDO;25/11/2019 ;1;GGBR3
12;16/08/2019;0,0700;DIVIDENDO;28/08/2019 ;1;GGBR3
13;17/05/2019;0,0700;DIVIDENDO;29/05/2019 ;1;GGBR3
14;06/03/2019;0,1000;DIVIDENDO;18/03/2019 ;1;GGBR3
15;21/11/2018;0,1300;DIVIDENDO;03/12/2018 ;1;GGBR3
16;21/08/2018;0,1400;JRS CAP PROPRIO;31/08/2018 ;1;GGBR3
17;21/05/2018;0,0800;JRS CAP PROPRIO;01/06/2018 ;1;GGBR3
18;09/03/2018;0,0300;DIVIDENDO;21/03/2018 ;1;GGBR3
19;21/11/2017;0,0300;DIVIDENDO;- ;1;GGBR3
20;21/08/2017;0,0200;DIVIDENDO;- ;1;GGBR3
21;21/11/2016;0,0200;DIVIDENDO;- ;1;GGBR3
22;22/08/2016;0,0300;DIVIDENDO;- ;1;GGBR3
23;09/11/2015;0,0400;DIVIDENDO;- ;1;GGBR3
24;24/08/2015;0,0500;JUROS;- ;1;GGBR3
25;21/05/2015;0,0600;Juros;- ;1;GGBR3
26;16/03/2015;0,0700;Dividendo;- ;1;GGBR3
27;17/11/2014;0,0500;JRS CAP PROPRIO;- ;1;GGBR3
28;11/08/2014;0,0600;DIVIDENDO;- ;1;GGBR3
29;21/05/2014;0,0700;JRS CAP PROPRIO;- ;1;GGBR3
30;05/03/2014;0,0700;DIVIDENDO;- ;1;GGBR3
31;11/11/2013;0,1200;JRS CAP PRÓPRIO;- ;1;GGBR3
32;12/08/2013;0,0700;JRS CAP PRÓPRIO;- ;1;GGBR3
33;17/05/2013;0,0200;DIVIDENDO;- ;1;GGBR3
34;04/03/2013;0,0200;DIVIDENDO;- ;1;GGBR3
35;12/11/2012;0,0700;JRS CAP PRÓPRIO;- ;1;GGBR3
36;13/08/2012;0,0900;DIVIDENDO;- ;1;GGBR3
37;11/05/2012;0,0600;DIVIDENDO;- ;1;GGBR3
38;27/02/2012;0,0800;DIVIDENDO;- ;1;GGBR3
39;21/11/2011;0,1200;DIVIDENDO;- ;1;GGBR3
40;15/08/2011;0,0900;JRS CAP PRÓPRIO;- ;1;GGBR3
41;19/05/2011;0,0600;DIVIDENDO;- ;1;GGBR3
42;14/03/2011;0,0600;DIVIDENDO;- ;1;GGBR3
43;16/11/2010;0,1200;JRS CAP PRÓPRIO;- ;1;GGBR3
44;16/08/2010;0,1400;DIVIDENDO;- ;1;GGBR3
45;17/05/2010;0,1200;JRS CAP PRÓPRIO;- ;1;GGBR3
46;28/12/2009;0,1800;JRS CAP PRÓPRIO;- ;1;GGBR3
47;16/11/2009;0,0750;JRS CAP PRÓPRIO;- ;1;GGBR3
48;02/03/2009;0,0400;DIVIDENDO;- ;1;GGBR3
49;14/11/2008;0,1800;DIVIDENDO;- ;1;GGBR3
50;15/08/2008;0,3600;DIVIDENDO;- ;1;GGBR3
51;21/05/2008;0,4100;JRS CAP PRÓPRIO;- ;1;GGBR3
52;22/02/2008;0,2900;DIVIDENDO;- ;1;GGBR3
53;21/11/2007;0,3400;JRS CAP PRÓPRIO;- ;1;GGBR3
54;17/08/2007;0,2900;DIVIDENDO;- ;1;GGBR3
55;14/05/2007;0,3400;JRS CAP PRÓPRIO;- ;1;GGBR3
56;21/02/2007;0,3500;DIVIDENDO;- ;1;GGBR3
57;21/11/2006;0,3500;JRS CAP PRÓPRIO;- ;1;GGBR3
58;14/08/2006;0,3500;DIVIDENDO;- ;1;GGBR3
59;15/05/2006;0,3000;JRS CAP PRÓPRIO;- ;1;GGBR3
60;17/02/2006;0,4200;DIVIDENDO;- ;1;GGBR3
61;18/11/2005;0,4500;DIVIDENDO;- ;1;GGBR3
62;15/08/2005;0,4800;DIVIDENDO;- ;1;GGBR3
63;13/05/2005;0,4500;DIVIDENDO;- ;1;GGBR3
64;11/02/2005;0,9500;DIVIDENDO;- ;1;GGBR3
65;03/11/2004;0,5300;DIVIDENDO;- ;1;GGBR3
66;13/08/2004;0,4600;JRS CAP PRÓPRIO;- ;1;GGBR3
67;30/06/2004;0,3600;JRS CAP PRÓPRIO;- ;1;GGBR3
68;30/06/2004;0,2900;DIVIDENDO;- ;1;GGBR3
69;30/03/2004;0,6400;JRS CAP PRÓPRIO;- ;1;GGBR3
70;30/12/2003;1,0200;JRS CAP PRÓPRIO;- ;1;GGBR3
71;13/10/2003;0,5100;JRS CAP PRÓPRIO;- ;1;GGBR3
72;10/07/2003;0,3400;JRS CAP PRÓPRIO;- ;1;GGBR3
73;31/03/2003;0,6500;JRS CAP PRÓPRIO;- ;1000;GGBR3
74;30/12/2002;1,6300;JRS CAP PRÓPRIO;- ;1000;GGBR3
75;28/06/2002;0,7000;JRS CAP PRÓPRIO;- ;1000;GGBR3
76;28/12/2001;0,9600;JRS CAP PRÓPRIO;- ;1000;GGBR3
77;23/07/2001;0,3980;JRS CAP PRÓPRIO;- ;1000;GGBR3
78;28/12/2000;0,6620;JRS CAP PRÓPRIO;- ;1000;GGBR3
79;26/06/2000;0,3730;JRS CAP PRÓPRIO;- ;1000;GGBR3
80;27/12/1999;0,9910;JRS CAP PRÓPRIO;- ;1000;GGBR3
81;22/07/1999;0,6300;JRS CAP PRÓPRIO;- ;1000;GGBR3
82;28/12/1998;0,5360;JRS CAP PRÓPRIO;- ;1000;GGBR3
83;29/06/1998;0,4500;JRS CAP PRÓPRIO;- ;1000;GGBR3
84;30/12/1997;0,4218;JRS CAP PRÓPRIO;- ;1000;GGBR3
85;06/08/1997;0,2690;DIVIDENDO;- ;1000;GGBR3
86;25/02/1997;0,3600;DIVIDENDO;- ;1000;GGBR3
87;05/08/1996;0,1400;DIVIDENDO;- ;1000;GGBR3
88;14/02/1996;0,3300;DIVIDENDO;- ;1000;GGBR3
