;Data;Valor;Tipo;Data de Pagamento;Por quantas ações
0;27/01/2020;0,0349;JRS CAP PROPRIO;16/03/2020 ;1
1;28/01/2019;0,0212;JRS CAP PROPRIO;- ;1
2;14/08/2018;0,0113;JRS CAP PROPRIO;02/10/2018 ;1
3;26/01/2018;0,0337;JRS CAP PROPRIO;19/03/2018 ;1
4;20/01/2016;0,0000;JUROS;- ;1
5;13/08/2015;0,0000;JUROS;- ;1
6;13/08/2013;0,0225;JRS CAP PRÓPRIO;- ;1
7;23/01/2013;0,1237;JRS CAP PRÓPRIO;- ;1
8;13/08/2012;0,1139;JRS CAP PRÓPRIO;- ;1
9;24/01/2012;0,0994;JRS CAP PRÓPRIO;- ;1
10;11/08/2011;0,0750;JRS CAP PRÓPRIO;- ;1
11;27/01/2011;0,0459;JRS CAP PRÓPRIO;- ;1
12;12/08/2010;0,0704;JRS CAP PRÓPRIO;- ;1
13;28/01/2010;0,0399;JRS CAP PRÓPRIO;- ;1
14;13/08/2009;0,1244;JRS CAP PRÓPRIO;- ;1
15;05/02/2009;0,0445;JRS CAP PRÓPRIO;- ;1
16;12/08/2008;0,0734;JRS CAP PRÓPRIO;- ;1
17;17/01/2008;0,0753;JRS CAP PRÓPRIO;- ;1
18;14/08/2007;0,0769;JRS CAP PRÓPRIO;- ;1
19;22/01/2007;0,0945;JRS CAP PRÓPRIO;- ;1
20;10/08/2006;0,0561;JRS CAP PRÓPRIO;- ;1
21;31/01/2006;0,0693;JRS CAP PRÓPRIO;- ;1
22;10/08/2005;0,0605;JRS CAP PRÓPRIO;- ;1
23;02/02/2005;0,0640;JRS CAP PRÓPRIO;- ;1
24;03/08/2004;0,0544;JRS CAP PRÓPRIO;- ;1
25;29/01/2004;0,0522;JRS CAP PRÓPRIO;- ;1
26;07/08/2003;0,0324;JRS CAP PRÓPRIO;- ;1
27;30/01/2003;0,0387;JRS CAP PRÓPRIO;- ;1
28;24/07/2002;0,0281;JRS CAP PRÓPRIO;- ;1
29;07/02/2002;0,0223;JRS CAP PRÓPRIO;- ;1
30;10/08/2001;0,0305;JRS CAP PRÓPRIO;- ;1
31;20/02/2001;0,0213;JRS CAP PRÓPRIO;- ;1
32;20/07/2000;0,0005;DIVIDENDO;- ;1
33;26/01/2000;0,0124;JRS CAP PRÓPRIO;- ;1
34;29/07/1999;0,0224;JRS CAP PRÓPRIO;- ;1
35;28/01/1999;0,0012;JRS CAP PRÓPRIO;- ;1
36;06/08/1998;0,0030;JRS CAP PRÓPRIO;- ;1
37;28/01/1998;0,0253;JRS CAP PRÓPRIO;- ;1
38;29/07/1997;0,0299;JRS CAP PRÓPRIO;- ;1
39;29/01/1997;0,0259;DIVIDENDO;- ;1
40;06/08/1996;17,0000;DIVIDENDO;- ;1000
41;30/01/1996;18,2500;DIVIDENDO;- ;1000
