;Data;Valor;Tipo;Data de Pagamento;Por quantas ações
0;05/07/2021;0,5309;JRS CAP PROPRIO;26/08/2021 ;1
1;08/04/2021;1,6122;DIVIDENDO;31/12/2021 ;1
2;06/01/2021;1,1162;JRS CAP PROPRIO;31/12/2021 ;1
3;30/07/2020;1,1038;DIVIDENDO;10/12/2020 ;1
4;06/01/2020;0,6939;JRS CAP PROPRIO;30/06/2020 ;1
5;03/07/2019;0,6922;JRS CAP PROPRIO;- ;1
6;15/04/2019;0,6668;DIVIDENDO;- ;1
7;03/07/2018;0,7394;JRS CAP PROPRIO;31/12/2018 ;1
8;21/12/2017;1,1046;JRS CAP PROPRIO;- ;1
9;10/08/2017;0,3434;DIVIDENDO;-  ;1
10;10/04/2017;0,0001;DIVIDENDO;- ;1
11;19/06/2015;0,2209;JUROS;- ;1
12;23/04/2015;0,1104;Dividendo;- ;1
13;30/12/2014;1,1221;JRS CAP PROPRIO;- ;1
14;26/04/2013;0,2226;DIVIDENDO;- ;1
15;18/04/2012;0,8550;DIVIDENDO;- ;1
16;29/12/2011;0,3301;JRS CAP PRÓPRIO;- ;1
17;30/09/2011;0,3301;JRS CAP PRÓPRIO;- ;1
18;29/08/2011;1,4005;DIVIDENDO;- ;1
19;30/06/2011;0,3301;JRS CAP PRÓPRIO;- ;1
20;26/04/2011;0,7417;DIVIDENDO;- ;1
21;31/03/2011;0,3301;JRS CAP PRÓPRIO;- ;1
22;30/12/2010;0,3122;JRS CAP PRÓPRIO;- ;1
23;30/09/2010;1,6745;DIVIDENDO;- ;1
24;30/09/2010;0,3134;JRS CAP PRÓPRIO;- ;1
25;30/06/2010;0,3122;JRS CAP PRÓPRIO;- ;1
26;01/04/2010;0,3108;JRS CAP PRÓPRIO;- ;1
27;29/03/2010;1,6522;DIVIDENDO;- ;1
28;18/12/2009;0,2960;JRS CAP PRÓPRIO;- ;1
29;30/09/2009;2,0409;DIVIDENDO;- ;1
30;30/09/2009;0,2946;JRS CAP PRÓPRIO;- ;1
31;29/06/2009;0,5891;JRS CAP PRÓPRIO;- ;1
32;25/03/2009;2,2883;DIVIDENDO;- ;1
33;30/12/2008;0,2774;JRS CAP PRÓPRIO;- ;1
34;31/10/2008;1,9563;DIVIDENDO;- ;1
35;31/10/2008;0,2785;JRS CAP PRÓPRIO;- ;1
36;31/07/2008;0,2769;JRS CAP PRÓPRIO;- ;1
37;28/04/2008;0,2769;JRS CAP PRÓPRIO;- ;1
38;25/04/2008;1,7227;DIVIDENDO;- ;1
39;20/12/2007;0,2627;JRS CAP PRÓPRIO;- ;1
40;31/10/2007;0,2592;JRS CAP PRÓPRIO;- ;1000
41;01/10/2007;1,5751;DIVIDENDO;- ;1000
42;30/07/2007;0,2695;JRS CAP PRÓPRIO;- ;1000
43;28/05/2007;0,2695;JRS CAP PRÓPRIO;- ;1000
44;28/03/2007;1,7527;DIVIDENDO;- ;1000
45;18/12/2006;0,2784;JRS CAP PRÓPRIO;- ;1000
46;17/11/2006;0,3049;JRS CAP PRÓPRIO;- ;1000
47;24/07/2006;0,3329;JRS CAP PRÓPRIO;- ;1000
48;23/05/2006;0,3653;JRS CAP PRÓPRIO;- ;1000
49;07/03/2006;0,8848;DIVIDENDO;- ;1000
50;07/03/2006;0,7212;DIVIDENDO;- ;1000
51;22/12/2005;0,9205;JRS CAP PRÓPRIO;- ;1000
52;30/03/2005;0,0623;DIVIDENDO;- ;1000
53;13/12/2004;0,1298;JRS CAP PRÓPRIO;- ;1000
54;31/03/2004;0,7327;DIVIDENDO;- ;1000
55;29/12/2003;0,7006;JRS CAP PRÓPRIO;- ;1000
56;29/04/2003;0,1886;DIVIDENDO;- ;1000
57;29/04/2002;1,3899;DIVIDENDO;- ;1000
58;04/01/2002;0,2268;JRS CAP PRÓPRIO;- ;1000
59;29/06/2001;0,3693;JRS CAP PRÓPRIO;- ;1000
60;02/01/2001;0,8287;JRS CAP PRÓPRIO;-  ;1000
61;22/02/2000;0,0890;DIVIDENDO;- ;1000
62;21/01/2000;0,4740;JRS CAP PRÓPRIO;- ;1000
63;01/10/1999;0,3340;JRS CAP PRÓPRIO;- ;1000
64;10/05/1999;0,1800;JRS CAP PRÓPRIO;- ;1000
65;30/12/1998;0,2379;JRS CAP PRÓPRIO;- ;1000
66;31/07/1998;0,3621;JRS CAP PRÓPRIO;- ;1000
