;Data;Valor;Tipo;Data de Pagamento;Por quantas ações
0;03/09/2021;0,2570;JRS CAP PROPRIO;28/09/2021 ;1
1;02/06/2021;0,2423;JRS CAP PROPRIO;28/06/2021 ;1
2;30/04/2021;0,2862;DIVIDENDO;28/05/2021 ;1
3;05/03/2021;0,2275;JRS CAP PROPRIO;18/03/2021 ;1
4;30/12/2020;0,0782;JRS CAP PROPRIO;20/01/2021 ;1
5;29/12/2020;0,0489;JRS CAP PROPRIO;20/01/2021 ;1
6;10/12/2020;0,1027;JRS CAP PROPRIO;28/12/2020 ;1
7;09/06/2020;0,1982;DIVIDENDO;22/06/2020 ;1
8;10/03/2020;0,2469;JRS CAP PROPRIO;30/03/2020 ;1
9;11/11/2019;0,2871;JRS CAP PROPRIO;09/12/2019 ;1
10;12/08/2019;0,2846;JRS CAP PROPRIO;27/09/2019 ;1
11;05/06/2019;0,0783;DIVIDENDO;19/06/2019 ;1
12;16/05/2019;0,2848;JRS CAP PROPRIO;24/06/2019 ;1
13;30/04/2019;0,0372;DIVIDENDO;30/05/2019 ;1
14;07/03/2019;0,3122;JRS CAP PROPRIO;28/03/2019 ;1
15;26/12/2018;0,1210;JRS CAP PROPRIO;15/01/2019 ;1
16;06/12/2018;0,0807;JRS CAP PROPRIO;26/12/2018 ;1
17;23/11/2018;0,8638;REST CAP DIN;30/11/2018 ;1
18;29/10/2018;0,1875;JRS CAP PROPRIO;14/11/2018 ;1
19;15/08/2018;0,2159;JRS CAP PROPRIO;27/09/2018 ;1
20;14/05/2018;0,2159;JRS CAP PROPRIO;29/06/2018 ;1
21;03/05/2018;0,0543;DIVIDENDO;30/05/2018 ;1
22;26/02/2018;0,2066;JRS CAP PROPRIO;28/03/2018 ;1
23;04/01/2018;0,3316;JRS CAP PROPRIO;20/02/2018 ;1
24;13/11/2017;0,0748;JRS CAP PROPRIO;- ;1
25;14/08/2017;0,2030;JRS CAP PROPRIO;- ;1
26;15/05/2017;0,1998;JRS CAP PROPRIO;- ;1
27;04/05/2017;0,0408;DIVIDENDO;- ;1
28;13/03/2017;0,1982;JRS CAP PROPRIO;- ;1
29;14/12/2016;0,0416;JRS CAP PROPRIO;- ;1
30;06/09/2016;0,1909;JRS CAP PROPRIO;- ;1
31;13/06/2016;0,1878;JUROS;- ;1
32;10/03/2016;0,1863;JUROS;- ;1
33;03/12/2015;0,2728;JUROS;- ;1
34;09/09/2015;0,2287;JUROS;- ;1
35;02/06/2015;0,2064;Juros;- ;1
36;30/04/2015;0,0323;Dividendo;- ;1
37;04/03/2015;0,1883;Juros;- ;1
38;25/11/2014;0,1739;JRS CAP PROPRIO;- ;1
39;03/09/2014;0,1656;JRS CAP PROPRIO;- ;1
40;04/06/2014;0,1630;JRS CAP PROPRIO;- ;1
41;30/04/2014;0,1865;DIVIDENDO;- ;1
42;25/02/2014;0,1617;JRS CAP PRÓPRIO;- ;1
43;22/11/2013;0,1570;JRS CAP PRÓPRIO;- ;1
44;03/09/2013;0,1509;JRS CAP PRÓPRIO;- ;1
45;04/06/2013;0,1485;JRS CAP PRÓPRIO;- ;1
46;30/04/2013;0,0889;DIVIDENDO;- ;1
47;04/03/2013;0,1473;JRS CAP PRÓPRIO;- ;1
48;18/12/2012;0,1075;DIVIDENDO;- ;1
49;26/11/2012;0,1624;JRS CAP PRÓPRIO;- ;1
50;03/09/2012;0,1487;JRS CAP PRÓPRIO;- ;1
51;04/06/2012;0,1605;JRS CAP PRÓPRIO;- ;1
52;30/04/2012;0,1792;DIVIDENDO;- ;1
53;02/03/2012;0,1584;JRS CAP PRÓPRIO;- ;1
54;14/12/2011;0,1612;DIVIDENDO;- ;1
55;22/11/2011;0,1540;JRS CAP PRÓPRIO;- ;1
56;01/09/2011;0,1425;JRS CAP PRÓPRIO;- ;1
57;20/05/2011;0,1407;JRS CAP PRÓPRIO;- ;1
58;29/04/2011;0,0627;DIVIDENDO;- ;1
59;04/03/2011;0,1388;JRS CAP PRÓPRIO;- ;1
60;15/12/2010;0,1747;DIVIDENDO;- ;1
61;01/12/2010;0,1352;JRS CAP PRÓPRIO;- ;1
62;01/09/2010;0,1261;JRS CAP PRÓPRIO;- ;1
63;04/06/2010;0,1244;JRS CAP PRÓPRIO;- ;1
64;30/04/2010;0,0710;DIVIDENDO;- ;1
65;05/03/2010;0,1227;JRS CAP PRÓPRIO;- ;1
66;01/12/2009;0,1235;JRS CAP PRÓPRIO;- ;1
67;01/09/2009;0,1140;JRS CAP PRÓPRIO;- ;1
68;05/06/2009;0,1174;JRS CAP PRÓPRIO;- ;1
69;31/03/2009;0,1035;DIVIDENDO;- ;1
70;11/03/2009;0,1152;JRS CAP PRÓPRIO;- ;1
71;12/12/2008;0,1104;JRS CAP PRÓPRIO;- ;1
72;09/09/2008;0,1035;JRS CAP PRÓPRIO;- ;1
73;09/06/2008;0,1012;JRS CAP PRÓPRIO;- ;1
74;07/05/2008;0,1045;JRS CAP PRÓPRIO;- ;1
75;25/03/2008;0,3560;DIVIDENDO;- ;1
76;14/12/2007;0,1922;DIVIDENDO;- ;1
77;28/06/2007;0,4905;JRS CAP PRÓPRIO;- ;1000
