;Data;Valor;Tipo;Data de Pagamento;Por quantas ações
0;18/06/2021;0,1931;DIVIDENDO;30/06/2021 ;1
1;28/04/2021;0,5642;DIVIDENDO;17/05/2021 ;1
2;30/04/2020;0,1424;DIVIDENDO;31/12/2020 ;1
3;23/05/2016;0,0107;DIVIDENDO;- ;1
4;22/04/2016;0,1601;DIVIDENDO;- ;1
5;30/04/2015;0,2625;Dividendo;- ;1
6;20/05/2014;0,2887;DIVIDENDO;- ;1
7;29/04/2013;0,2616;DIVIDENDO;- ;1
8;18/04/2012;0,2302;DIVIDENDO;- ;1
9;29/04/2011;0,2570;DIVIDENDO;- ;1
10;09/04/2010;0,1661;DIVIDENDO;- ;1
11;22/04/2009;0,0798;DIVIDENDO;- ;1
12;14/04/2008;0,0490;DIVIDENDO;- ;1
