;Data;Valor;Tipo;Data de Pagamento;Por quantas ações
0;30/09/2021;0,0907;JRS CAP PROPRIO;30/11/2021 ;1
1;30/09/2021;0,4533;DIVIDENDO;30/11/2021 ;1
2;29/04/2021;0,0796;DIVIDENDO;11/08/2021 ;1
3;31/03/2021;0,0515;JRS CAP PROPRIO;11/08/2021 ;1
4;31/03/2021;0,0473;DIVIDENDO;- ;1
5;31/03/2021;0,4799;DIVIDENDO;30/04/2021 ;1
6;28/12/2020;3,1002;JRS CAP PROPRIO;11/08/2021 ;1
7;23/12/2019;2,4669;JRS CAP PROPRIO;- ;1
8;29/04/2019;0,3788;DIVIDENDO;28/06/2019 ;1
9;27/12/2018;1,0727;JRS CAP PROPRIO;- ;1
10;15/06/2018;0,0900;DIVIDENDO;14/08/2018 ;1
11;28/12/2017;1,0189;JRS CAP PROPRIO;- ;1
12;28/04/2017;1,0841;JRS CAP PROPRIO;- ;1
13;28/04/2017;0,8593;DIVIDENDO;- ;1
14;28/04/2016;0,7602;JUROS;- ;1
15;28/04/2016;0,4945;DIVIDENDO;- ;1
16;23/04/2015;1,0631;Dividendo;- ;1
17;06/11/2014;1,3468;DIVIDENDO;- ;1
18;06/11/2014;0,1152;JRS CAP PROPRIO;- ;1
19;24/04/2014;0,9037;DIVIDENDO;- ;1
20;26/11/2013;0,6911;JRS CAP PRÓPRIO;- ;1
21;26/11/2013;0,5569;DIVIDENDO;- ;1
22;25/04/2013;0,5017;DIVIDENDO;- ;1
23;02/01/2013;0,5272;JRS CAP PRÓPRIO;- ;1
24;26/04/2012;0,7484;JRS CAP PRÓPRIO;- ;1
25;18/08/2011;0,8671;JRS CAP PRÓPRIO;- ;1
26;28/04/2011;0,4405;JRS CAP PRÓPRIO;- ;1
27;28/04/2011;0,3117;DIVIDENDO;- ;1
28;20/08/2010;0,3264;JRS CAP PRÓPRIO;- ;1
29;27/04/2010;0,2371;JRS CAP PRÓPRIO;- ;1
30;27/04/2010;0,0746;DIVIDENDO;- ;1
31;12/11/2009;0,6451;JRS CAP PRÓPRIO;- ;1
32;23/04/2009;0,8746;JRS CAP PRÓPRIO;- ;1
33;23/04/2009;0,1298;DIVIDENDO;- ;1
34;17/04/2008;0,7672;JRS CAP PRÓPRIO;- ;1
35;17/04/2008;0,2599;DIVIDENDO;- ;1
36;27/04/2007;0,6062;DIVIDENDO;- ;1000
37;27/04/2007;0,4720;JRS CAP PRÓPRIO;- ;1000
38;27/04/2006;0,4710;JRS CAP PRÓPRIO;- ;1000
39;25/04/2005;0,3674;JRS CAP PRÓPRIO;- ;1000
40;29/04/2004;0,1621;JRS CAP PRÓPRIO;- ;1000
41;30/04/2002;0,3466;JRS CAP PRÓPRIO;- ;1000
42;15/10/2001;0,3079;JRS CAP PRÓPRIO;- ;1000
43;27/03/2001;0,3461;JRS CAP PRÓPRIO;- ;1000
44;11/12/2000;0,2683;JRS CAP PRÓPRIO;- ;1000
45;27/03/2000;0,4221;JRS CAP PRÓPRIO;- ;1000
46;25/03/1999;0,5227;JRS CAP PRÓPRIO;- ;1000
47;12/03/1998;0,2894;JRS CAP PRÓPRIO;- ;1000
48;28/11/1997;0,2865;JRS CAP PRÓPRIO;- ;1000
49;25/04/1997;0,4835;JRS CAP PRÓPRIO;- ;1000
