;Data;Valor;Tipo;Data de Pagamento;Por quantas ações
0;30/06/2021;0,0937;JRS CAP PROPRIO;- ;1
1;30/12/2020;0,0904;JRS CAP PROPRIO;18/06/2021 ;1
2;30/06/2020;0,0935;JRS CAP PROPRIO;18/06/2021 ;1
3;30/12/2019;0,2908;JRS CAP PROPRIO;- ;1
4;28/06/2019;0,3241;JRS CAP PROPRIO;- ;1
5;24/04/2019;0,1818;DIVIDENDO;21/06/2019 ;1
6;28/12/2018;0,3105;JRS CAP PROPRIO;- ;1
7;02/07/2018;0,2965;JRS CAP PROPRIO;- ;1
8;26/04/2018;0,0121;DIVIDENDO;- ;1
9;28/12/2017;0,2970;JRS CAP PROPRIO;- ;1
10;30/06/2017;0,2969;JRS CAP PROPRIO;- ;1
11;27/04/2017;0,0078;DIVIDENDO;- ;1
12;29/12/2016;0,2793;JRS CAP PROPRIO;- ;1
13;30/06/2016;0,2860;JRS CAP PROPRIO;- ;1
14;28/04/2016;0,0070;DIVIDENDO;- ;1
15;30/12/2015;0,2140;JUROS;- ;1
16;30/06/2015;0,1939;JUROS;- ;1
17;28/04/2015;0,0647;Dividendo;- ;1
18;30/12/2014;0,1673;JRS CAP PROPRIO;- ;1
19;30/06/2014;0,1671;JRS CAP PROPRIO;- ;1
20;25/04/2014;0,1301;DIVIDENDO;- ;1
21;30/12/2013;0,1380;JRS CAP PRÓPRIO;- ;1
22;28/06/2013;0,1371;JRS CAP PRÓPRIO;- ;1
23;25/04/2013;0,0872;DIVIDENDO;- ;1
24;28/12/2012;0,1368;JRS CAP PRÓPRIO;- ;1
25;29/06/2012;0,1486;JRS CAP PRÓPRIO;- ;1
26;29/12/2011;0,1392;JRS CAP PRÓPRIO;- ;1
27;30/06/2011;0,1387;JRS CAP PRÓPRIO;- ;1
28;30/12/2010;0,0216;JRS CAP PRÓPRIO;- ;1
29;30/06/2010;0,0656;JRS CAP PRÓPRIO;- ;1
30;30/12/2009;0,0281;JRS CAP PRÓPRIO;- ;1
31;30/06/2009;0,0634;JRS CAP PRÓPRIO;- ;1
32;30/12/2008;0,0306;JRS CAP PRÓPRIO;- ;1
33;30/06/2008;0,0629;JRS CAP PRÓPRIO;- ;1
34;28/12/2007;0,0455;JRS CAP PRÓPRIO;- ;1
35;29/06/2007;0,0575;JRS CAP PRÓPRIO;- ;1
36;28/12/2006;0,0521;JRS CAP PRÓPRIO;- ;1
37;30/06/2006;0,0644;JRS CAP PRÓPRIO;- ;1
38;29/12/2005;0,0630;JRS CAP PRÓPRIO;- ;1
39;30/06/2005;0,0637;JRS CAP PRÓPRIO;- ;1
40;30/12/2004;0,1396;JRS CAP PRÓPRIO;- ;1
41;30/12/2003;0,2385;JRS CAP PRÓPRIO;- ;1
42;30/12/2002;0,0648;JRS CAP PRÓPRIO;- ;1
43;28/06/2002;0,0919;JRS CAP PRÓPRIO;- ;1
44;28/12/2001;1,0799;JRS CAP PRÓPRIO;- ;10
45;29/06/2001;1,1077;JRS CAP PRÓPRIO;- ;10
46;28/12/2000;1,0469;JRS CAP PRÓPRIO;- ;10
47;31/07/2000;1,2357;JRS CAP PRÓPRIO;- ;1
