;Data;Valor;Tipo;Data de Pagamento;Por quantas ações
0;30/11/2021;0,0235;JRS CAP PROPRIO;03/01/2022 ;1
1;23/11/2021;0,1547;JRS CAP PROPRIO;29/04/2022 ;1
2;31/08/2021;0,0200;DIVIDENDO;01/10/2021 ;1
3;13/08/2021;0,0373;JRS CAP PROPRIO;26/08/2021 ;1
4;31/05/2021;0,0200;DIVIDENDO;01/07/2021 ;1
5;24/05/2021;0,0184;JRS CAP PROPRIO;26/08/2021 ;1
6;27/04/2021;0,0213;JRS CAP PROPRIO;26/08/2021 ;1
7;25/03/2021;0,0191;JRS CAP PROPRIO;26/08/2021 ;1
8;09/03/2021;0,0155;JRS CAP PROPRIO;26/08/2021 ;1
9;26/02/2021;0,0200;DIVIDENDO;01/04/2021 ;1
10;22/01/2021;0,0208;JRS CAP PROPRIO;12/03/2021 ;1
11;10/12/2020;0,1017;JRS CAP PROPRIO;12/03/2021 ;1
12;30/11/2020;0,0200;DIVIDENDO;04/01/2021 ;1
13;31/08/2020;0,0200;DIVIDENDO;01/10/2020 ;1
14;17/08/2020;0,0200;DIVIDENDO;26/08/2020 ;1
15;29/05/2020;0,0200;DIVIDENDO;01/07/2020 ;1
16;28/02/2020;0,0200;DIVIDENDO;01/04/2020 ;1
17;20/02/2020;0,2174;JRS CAP PROPRIO;06/03/2020 ;1
18;20/02/2020;0,2260;DIVIDENDO;06/03/2020 ;1
19;12/12/2019;0,0060;JRS CAP PROPRIO;30/04/2020 ;1
20;29/11/2019;0,0200;DIVIDENDO;02/01/2020 ;1
21;30/08/2019;0,0200;DIVIDENDO;01/10/2019 ;1
22;15/08/2019;0,3405;DIVIDENDO;23/08/2019 ;1
23;31/05/2019;0,0200;DIVIDENDO;01/07/2019 ;1
24;28/02/2019;0,0200;DIVIDENDO;01/04/2019 ;1
25;21/02/2019;0,3111;JRS CAP PROPRIO;07/03/2019 ;1
26;21/02/2019;0,4532;DIVIDENDO;07/03/2019 ;1
27;17/12/2018;0,0081;JRS CAP PROPRIO;30/04/2019 ;1
28;30/11/2018;0,0200;DIVIDENDO;02/01/2019 ;1
29;31/08/2018;0,0150;DIVIDENDO;01/10/2018 ;1
30;17/08/2018;0,0096;JRS CAP PROPRIO;30/08/2018 ;1
31;17/08/2018;0,1992;DIVIDENDO;30/08/2018 ;1
32;30/05/2018;0,0150;DIVIDENDO;02/07/2018 ;1
33;28/02/2018;0,0150;DIVIDENDO;02/04/2018 ;1
34;22/02/2018;0,3740;JRS CAP PROPRIO;07/03/2018 ;1
35;22/02/2018;0,1850;DIVIDENDO;05/04/2018 ;1
36;22/02/2018;0,1103;DIVIDENDO;07/03/2018 ;1
37;22/12/2017;0,1681;JRS CAP PROPRIO;- ;1
38;30/11/2017;0,0150;DIVIDENDO;- ;1
39;31/08/2017;0,0150;DIVIDENDO;- ;1
40;14/08/2017;0,0790;JRS CAP PROPRIO;- ;1
41;31/05/2017;0,0150;DIVIDENDO;- ;1
42;24/02/2017;0,0150;DIVIDENDO;- ;1
43;20/02/2017;0,1188;JRS CAP PROPRIO;- ;1
44;20/02/2017;0,0490;JRS CAP PROPRIO;- ;1
45;22/12/2016;0,2280;JRS CAP PROPRIO;- ;1
46;22/12/2016;0,0480;JRS CAP PROPRIO;- ;1
47;30/11/2016;0,0150;DIVIDENDO;- ;1
48;31/08/2016;0,0150;DIVIDENDO;- ;1
49;12/08/2016;0,0790;JRS CAP PROPRIO;- ;1
50;31/05/2016;0,0150;DIVIDENDO;- ;1
51;29/02/2016;0,0150;DIVIDENDO;- ;1
52;18/02/2016;0,1063;JUROS;- ;1
53;18/02/2016;0,0755;DIVIDENDO;- ;1
54;09/12/2015;0,1209;JUROS;- ;1
55;30/11/2015;0,0150;DIVIDENDO;- ;1
56;31/08/2015;0,0150;DIVIDENDO;- ;1
57;12/08/2015;0,0865;JUROS;- ;1
58;29/05/2015;0,0150;Dividendo;- ;1
59;27/02/2015;0,0150;Dividendo;- ;1
60;10/02/2015;0,1741;Juros;- ;1
61;10/02/2015;0,0916;Dividendo;- ;1
62;19/12/2014;0,0356;JRS CAP PROPRIO;- ;1
63;28/11/2014;0,0150;DIVIDENDO;- ;1
