;Data;Valor;Tipo;Data de Pagamento;Por quantas ações
0;04/11/2021;0,3830;DIVIDENDO;03/12/2021 ;1
1;04/08/2021;0,4340;JRS CAP PROPRIO;03/09/2021 ;1
2;07/05/2021;0,3830;DIVIDENDO;02/06/2021 ;1
3;12/02/2021;0,0654;DIVIDENDO;03/03/2021 ;1
4;08/01/2021;0,0850;JRS CAP PROPRIO;01/02/2021 ;1
5;04/11/2020;0,1278;JRS CAP PROPRIO;23/12/2020 ;1
6;06/08/2020;0,0984;JRS CAP PROPRIO;25/09/2020 ;1
7;07/05/2020;0,1137;JRS CAP PROPRIO;26/06/2020 ;1
8;03/01/2020;0,1290;JRS CAP PROPRIO;21/02/2020 ;1
9;03/01/2020;0,8670;DIVIDENDO;21/02/2020 ;1
10;08/10/2019;0,1277;JRS CAP PROPRIO;30/10/2019  ;1
11;05/07/2019;0,1276;JRS CAP PROPRIO;31/07/2019 ;1
12;05/04/2019;0,1276;JRS CAP PROPRIO;29/04/2019 ;1
13;07/01/2019;0,3674;JRS CAP PROPRIO;26/02/2019 ;1
14;07/01/2019;0,2449;DIVIDENDO;26/02/2019 ;1
15;05/10/2018;0,0765;JRS CAP PROPRIO;26/10/2018 ;1
16;04/07/2018;0,0765;DIVIDENDO;27/07/2018 ;1
17;05/04/2018;0,0763;JRS CAP PROPRIO;26/04/2018 ;1
18;05/01/2018;0,2928;JRS CAP PROPRIO;26/02/2018 ;1
19;05/01/2018;0,3183;DIVIDENDO;26/02/2018 ;1
20;06/10/2017;0,0636;JRS CAP PROPRIO;- ;1
21;02/08/2017;0,0635;JRS CAP PROPRIO;- ;1
22;03/05/2017;0,0634;JRS CAP PROPRIO;- ;1
23;04/01/2017;0,4251;JRS CAP PROPRIO;- ;1
24;04/01/2017;0,0888;DIVIDENDO;- ;1
25;06/07/2016;0,0634;JRS CAP PROPRIO;- ;1
26;30/12/2015;0,2027;DIVIDENDO;- ;1
27;30/12/2015;0,1774;JUROS;- ;1
28;09/09/2015;0,3858;DIVIDENDO;- ;1
29;27/03/2015;0,0189;Dividendo;- ;1
30;30/12/2014;0,0872;JRS CAP PROPRIO;- ;1
31;25/09/2014;0,0278;DIVIDENDO;- ;1
32;25/06/2014;0,0505;DIVIDENDO;- ;1
33;26/03/2014;0,0003;DIVIDENDO;- ;1
34;26/03/2014;0,0002;DIVIDENDO;- ;1
35;14/01/2014;0,0151;REST CAP DIN;- ;1
36;30/12/2013;0,0017;DIVIDENDO;- ;1
37;30/12/2013;0,0007;DIVIDENDO;- ;1
38;26/09/2013;0,0011;DIVIDENDO;- ;1
39;25/06/2013;0,0016;DIVIDENDO;- ;1
40;27/03/2013;0,0007;JRS CAP PRÓPRIO;- ;1
41;19/12/2012;0,0011;JRS CAP PRÓPRIO;- ;1
42;19/12/2012;0,0006;DIVIDENDO;- ;1
43;26/09/2012;0,0008;DIVIDENDO;- ;1
44;26/09/2012;0,0004;DIVIDENDO;- ;1
45;28/06/2012;0,0012;DIVIDENDO;- ;1
46;28/06/2012;0,0010;DIVIDENDO;- ;1
47;28/06/2012;0,0004;JRS CAP PRÓPRIO;- ;1
48;28/03/2012;0,0010;JRS CAP PRÓPRIO;- ;1
49;21/12/2011;0,0019;DIVIDENDO;- ;1
50;22/09/2011;0,0010;JRS CAP PRÓPRIO;- ;1
51;21/06/2011;0,0013;JRS CAP PRÓPRIO;- ;1
52;21/06/2011;0,0002;DIVIDENDO;- ;1
53;31/05/2011;0,0011;DIVIDENDO;- ;1
54;31/05/2011;0,0007;DIVIDENDO;- ;1
55;24/03/2011;0,0014;JRS CAP PRÓPRIO;- ;1
56;22/12/2010;0,0031;DIVIDENDO;- ;1
57;22/12/2010;0,0010;JRS CAP PRÓPRIO;- ;1
58;22/09/2010;0,0013;JRS CAP PRÓPRIO;- ;1
59;30/06/2010;0,0012;DIVIDENDO;- ;1
60;30/06/2010;0,0010;JRS CAP PRÓPRIO;- ;1
61;22/03/2010;0,0010;JRS CAP PRÓPRIO;- ;1
62;28/12/2009;0,0010;DIVIDENDO;- ;1
63;28/12/2009;0,0008;DIVIDENDO;- ;1
64;28/12/2009;0,0005;JRS CAP PRÓPRIO;- ;1
65;30/06/2009;0,0008;JRS CAP PRÓPRIO;- ;1
66;28/04/2009;0,0010;JRS CAP PRÓPRIO;- ;1
67;19/12/2008;0,0022;DIVIDENDO;- ;1
68;19/12/2008;0,0014;JRS CAP PRÓPRIO;- ;1
69;19/12/2008;0,0006;DIVIDENDO;- ;1
70;19/12/2008;0,0000;DIVIDENDO;- ;1
71;26/12/2007;0,0019;JRS CAP PRÓPRIO;- ;1
72;26/12/2007;0,0017;DIVIDENDO;- ;1
73;21/12/2007;0,0047;DIVIDENDO;- ;1
74;21/12/2007;0,0024;DIVIDENDO;- ;1
75;29/06/2007;3,7553;DIVIDENDO;- ;1000
76;29/06/2007;1,8929;JRS CAP PRÓPRIO;- ;1000
