;Data;Valor;Tipo;Data de Pagamento;Por quantas ações;Acao
0;23/05/2022;0,4302;JRS CAP PROPRIO;20/06/2022 ;1;PETR4
1;23/05/2022;1,8578;DIVIDENDO;20/07/2022 ;1;PETR4
2;23/05/2022;1,4276;DIVIDENDO;20/06/2022 ;1;PETR4
3;13/04/2022;2,8611;DIVIDENDO;16/05/2022 ;1;PETR4
4;01/12/2021;1,0554;JRS CAP PROPRIO;15/12/2021 ;1;PETR4
5;01/12/2021;2,1951;DIVIDENDO;15/12/2021 ;1;PETR4
6;16/08/2021;1,6099;DIVIDENDO;25/08/2021 ;1;PETR4
7;14/04/2021;0,7874;DIVIDENDO;29/04/2021 ;1;PETR4
8;22/07/2020;0,0004;DIVIDENDO;15/12/2020 ;1;PETR4
9;26/12/2019;0,4200;JRS CAP PROPRIO;07/02/2020 ;1;PETR4
10;11/11/2019;0,2000;JRS CAP PROPRIO;07/02/2020 ;1;PETR4
11;12/08/2019;0,2000;JRS CAP PROPRIO;04/10/2019 ;1;PETR4
12;21/05/2019;0,1000;JRS CAP PROPRIO;05/07/2019 ;1;PETR4
13;25/04/2019;0,0190;DIVIDENDO;20/05/2019 ;1;PETR4
14;21/12/2018;0,7000;JRS CAP PROPRIO;- ;1;PETR4
15;21/11/2018;0,1000;JRS CAP PROPRIO;03/12/2018 ;1;PETR4
16;13/08/2018;0,0500;JRS CAP PROPRIO;23/08/2018 ;1;PETR4
17;21/05/2018;0,0500;JRS CAP PROPRIO;29/05/2018 ;1;PETR4
18;02/04/2014;0,9672;JRS CAP PROPRIO;- ;1;PETR4
19;29/04/2013;0,3800;JRS CAP PRÓPRIO;- ;1;PETR4
20;11/05/2012;0,2000;JRS CAP PRÓPRIO;- ;1;PETR4
21;19/03/2012;0,1200;DIVIDENDO;- ;1;PETR4
22;02/01/2012;0,2000;JRS CAP PRÓPRIO;- ;1;PETR4
23;11/11/2011;0,2000;JRS CAP PRÓPRIO;- ;1;PETR4
24;02/08/2011;0,2000;JRS CAP PRÓPRIO;- ;1;PETR4
25;11/05/2011;0,2000;JRS CAP PRÓPRIO;- ;1;PETR4
26;28/04/2011;0,1200;DIVIDENDO;- ;1;PETR4
27;21/03/2011;0,1493;JRS CAP PRÓPRIO;- ;1;PETR4
28;21/12/2010;0,2000;JRS CAP PRÓPRIO;- ;1;PETR4
29;01/11/2010;0,1400;JRS CAP PRÓPRIO;- ;1;PETR4
30;30/07/2010;0,2000;JRS CAP PRÓPRIO;- ;1;PETR4
31;21/05/2010;0,2000;JRS CAP PRÓPRIO;- ;1;PETR4
32;22/04/2010;0,1300;DIVIDENDO;- ;1;PETR4
