;Data;Valor;Tipo;Data de Pagamento;Por quantas ações
0;30/06/2016;0,0600;JRS CAP PROPRIO;- ;1
1;31/03/2016;0,1629;JUROS;- ;1
2;04/01/2016;0,1985;JUROS;- ;1
3;30/09/2015;0,1809;JUROS;- ;1
4;30/06/2015;0,1641;JUROS;- ;1
5;31/03/2015;0,1455;Juros;- ;1
6;30/12/2014;0,1200;JRS CAP PROPRIO;- ;1
7;30/09/2014;0,1425;JRS CAP PROPRIO;- ;1
8;30/06/2014;0,1414;JRS CAP PROPRIO;- ;1
9;30/06/2014;0,0276;DIVIDENDO;- ;1
10;01/04/2014;0,1366;JRS CAP PROPRIO;- ;1
11;01/04/2014;0,0287;DIVIDENDO;- ;1
12;30/12/2013;0,1463;JRS CAP PRÓPRIO;- ;1
13;30/12/2013;0,1291;DIVIDENDO;- ;1
14;30/09/2013;0,1436;JRS CAP PRÓPRIO;- ;1
15;30/09/2013;0,1319;DIVIDENDO;- ;1
16;28/06/2013;0,1433;JRS CAP PRÓPRIO;- ;1
17;28/06/2013;0,1302;DIVIDENDO;- ;1
18;18/04/2013;0,0001;DIVIDENDO;- ;1
19;18/04/2013;0,0001;JRS CAP PRÓPRIO;- ;1
20;28/03/2013;0,1392;DIVIDENDO;- ;1
21;28/03/2013;0,1388;JRS CAP PRÓPRIO;- ;1
22;28/12/2012;0,1501;JRS CAP PRÓPRIO;- ;1
23;28/12/2012;0,1286;DIVIDENDO;- ;1
24;28/09/2012;0,1617;DIVIDENDO;- ;1
25;28/09/2012;0,1430;JRS CAP PRÓPRIO;- ;1
26;29/06/2012;0,1529;JRS CAP PRÓPRIO;- ;1
27;29/06/2012;0,1000;DIVIDENDO;- ;1
28;30/03/2012;0,1507;JRS CAP PRÓPRIO;- ;1
29;30/03/2012;0,0011;DIVIDENDO;- ;1
30;29/12/2011;0,3102;DIVIDENDO;- ;1
31;29/12/2011;0,1658;JRS CAP PRÓPRIO;- ;1
32;30/09/2011;0,1559;JRS CAP PRÓPRIO;- ;1
33;30/09/2011;0,0226;DIVIDENDO;- ;1
34;30/06/2011;0,1536;JRS CAP PRÓPRIO;- ;1
35;30/06/2011;0,0844;DIVIDENDO;- ;1
36;31/03/2011;0,1514;JRS CAP PRÓPRIO;- ;1
37;31/03/2011;0,0271;DIVIDENDO;- ;1
38;30/12/2010;0,1507;JRS CAP PRÓPRIO;- ;1
39;30/12/2010;0,0876;DIVIDENDO;- ;1
40;30/09/2010;0,1496;JRS CAP PRÓPRIO;- ;1
41;30/09/2010;0,0904;DIVIDENDO;- ;1
42;30/06/2010;0,1474;JRS CAP PRÓPRIO;- ;1
43;30/06/2010;0,0926;DIVIDENDO;- ;1
44;31/03/2010;0,1453;JRS CAP PRÓPRIO;- ;1
45;31/03/2010;0,0347;DIVIDENDO;- ;1
46;30/12/2009;0,1523;JRS CAP PRÓPRIO;- ;1
47;30/12/2009;0,0277;DIVIDENDO;- ;1
48;30/09/2009;0,1501;JRS CAP PRÓPRIO;- ;1
49;30/09/2009;0,0299;DIVIDENDO;- ;1
50;30/06/2009;0,1533;JRS CAP PRÓPRIO;- ;1
51;30/06/2009;0,0858;DIVIDENDO;- ;1
52;31/03/2009;0,1493;JRS CAP PRÓPRIO;- ;1
53;31/03/2009;0,1462;DIVIDENDO;- ;1
54;30/12/2008;0,1498;JRS CAP PRÓPRIO;- ;1
55;30/12/2008;0,0843;DIVIDENDO;- ;1
56;30/09/2008;0,1457;JRS CAP PRÓPRIO;- ;1
57;30/06/2008;0,1394;JRS CAP PRÓPRIO;- ;1
58;30/04/2008;0,1356;JRS CAP PRÓPRIO;- ;1
59;29/01/2008;0,0353;DIVIDENDO;- ;1
60;17/01/2008;0,2403;JRS CAP PRÓPRIO;- ;1
61;20/07/2007;0,1803;JRS CAP PRÓPRIO;- ;1
