;Data;Valor;Tipo;Data de Pagamento;Por quantas ações
0;16/12/2021;0,1079;JRS CAP PROPRIO;- ;1
1;11/05/2021;0,1058;DIVIDENDO;28/05/2021 ;1
2;04/12/2020;0,1074;JRS CAP PROPRIO;28/05/2021 ;1
3;05/08/2020;0,1828;DIVIDENDO;16/12/2020 ;1
4;05/02/2020;0,3672;REST CAP DIN;14/02/2020 ;1
5;16/12/2019;0,0757;JRS CAP PROPRIO;- ;1
6;11/12/2015;0,1135;JUROS;- ;1
7;22/12/2014;0,1514;JRS CAP PROPRIO;- ;1
8;23/12/2013;0,0984;JRS CAP PRÓPRIO;- ;1
9;20/05/2013;0,3943;DIVIDENDO;- ;1
10;21/12/2012;0,1362;JRS CAP PRÓPRIO;- ;1
